,cheek_male,cheek_female,tuple,average_male,average_female,female-male
0,0.54196554,0.62806314,"('unsociable', 'sociable')",0.5419655,0.6280631,0.0860976
1,1.7393838,1.6428937,"('unfriendly', 'friendly')",1.7393838,1.6428937,-0.0964901
2,0.22976959,0.34965208,"('unlikable', 'likable')",0.2297696,0.3496521,0.1198825
3,0.88441414,1.1059731,"('repellent', 'pleasant')",0.8844141,1.1059731,0.221559
4,-7.2363234,-7.1949253,"('disliked', 'liked')",-7.2363234,-7.1949253,0.0413981
5,-0.3437655,-0.15345791,"('distant', 'outgoing')",-0.3437655,-0.1534579,0.1903076
6,0.0070313476,0.13529736,"('distant', 'open')",0.0070313,0.1352974,0.1282661
7,1.6765721,1.7920961,"('insensitive', 'sensitive')",1.6765721,1.7920961,0.115524
8,1.112628,1.0120411,"('unaffectionate', 'affectionate')",1.112628,1.0120411,-0.1005869
9,1.6642518,1.7611537,"('unaffectionate', 'caring')",1.6642518,1.7611537,0.0969019
10,1.4143716,1.4929538,"('unsympathetic', 'sympathetic')",1.4143716,1.4929538,0.0785822
11,2.060425,2.1959414,"('unhelpful', 'helpful')",2.060425,2.1959414,0.1355164
12,-1.0473794,-0.8116008,"('unsupportive', 'supportive')",-1.0473794,-0.8116008,0.2357786
13,0.6820569,0.6725475,"('impolite', 'polite')",0.6820569,0.6725475,-0.0095094
14,0.4706204,0.53891015,"('antisocial', 'social')",0.4706204,0.5389102,0.0682898
15,0.6940489,0.6185592,"('boring', 'funny')",0.6940489,0.6185592,-0.0754897
16,-0.5044062,-0.4191332,"('unpopular', 'popular')",-0.5044062,-0.4191332,0.085273
17,-0.33568728,-0.28878945,"('nasty', 'nice')",-0.3356873,-0.2887895,0.0468978
18,-0.16518794,-0.16429152,"('disagreeable', 'welcoming')",-0.1651879,-0.1642915,0.0008964
19,-0.46353936,-0.28525358,"('inhospitable', 'hospitable')",-0.4635394,-0.2852536,0.1782858
20,0.6158211,0.51473206,"('rough', 'thoughtful')",0.6158211,0.5147321,-0.101089
21,0.16521135,0.404163,"('immoral', 'moral')",0.1652113,0.404163,0.2389517
22,-0.095951244,0.12607267,"('untrustworthy', 'trustworthy')",-0.0959512,0.1260727,0.2220239
23,6.928916,7.0413795,"('insincere', 'sincere')",6.928916,7.0413795,0.1124635
24,1.9355916,2.1134162,"('dishonest', 'honest')",1.9355916,2.1134162,0.1778246
25,0.84451437,0.6866994,"('egoistic', 'altruistic')",0.8445144,0.6866994,-0.157815
26,0.61856484,0.22049323,"('hardhearted', 'benevolent')",0.6185648,0.2204932,-0.3980716
27,2.005347,1.810756,"('hardhearted', 'softhearted')",2.005347,1.810756,-0.194591
28,1.4382787,1.2892687,"('disloyal', 'loyal')",1.4382787,1.2892687,-0.14901
29,-0.73072404,-0.7297745,"('unfair', 'fair')",-0.730724,-0.7297745,0.0009495
30,1.24743,1.3078657,"('intolerant', 'tolerant')",1.24743,1.3078657,0.0604357
31,-1.5025365,-1.5035276,"('evil', 'good')",-1.5025365,-1.5035276,-0.0009911
32,1.5941303,1.505242,"('unkind', 'kind')",1.5941303,1.505242,-0.0888883
33,-0.2404201,-0.11557202,"('wrong', 'right')",-0.2404201,-0.115572,0.1248481
34,4.7959456,5.0592346,"('mean', 'honorable')",4.7959456,5.0592346,0.263289
35,-1.4736022,-1.5809733,"('corrupt', 'incorrupt')",-1.4736022,-1.5809733,-0.1073711
36,-1.3562902,-1.4968224,"('hostile', 'amicable')",-1.3562902,-1.4968224,-0.1405322
37,1.3562728,1.2878042,"('fake', 'genuine')",1.3562728,1.2878042,-0.0684686
38,0.025896054,0.12678224,"('untruthful', 'truthful')",0.0258961,0.1267822,0.1008861
39,0.3293907,0.35959914,"('exploitative', 'cooperative')",0.3293907,0.3595991,0.0302084
40,-0.67728525,-0.7939564,"('stingy', 'generous')",-0.6772853,-0.7939564,-0.1166711
41,0.10269101,-0.029143808,"('unforgiving', 'forgiving')",0.102691,-0.0291438,-0.1318348
42,-1.9097416,-1.8953683,"('unreliable', 'reliable')",-1.9097416,-1.8953683,0.0143733
43,1.3623098,1.4066517,"('irresponsible', 'responsible')",1.3623098,1.4066517,0.0443419
44,-1.4682853,-1.6645337,"('prejudiced', 'unprejudiced')",-1.4682853,-1.6645337,-0.1962484
45,0.62866825,0.73241085,"('incompetent', 'competent')",0.6286682,0.7324108,0.1037426
46,-0.47986564,-0.34392035,"('uncompetitive', 'competitive')",-0.4798656,-0.3439204,0.1359452
47,5.0948906,5.2714996,"('stupid', 'smart')",5.0948906,5.2714996,0.176609
48,0.9312232,0.89340955,"('unintelligent', 'intelligent')",0.9312232,0.8934096,-0.0378136
49,0.34488183,0.51300776,"('unable', 'able')",0.3448818,0.5130078,0.168126
50,-0.17250298,-0.15525728,"('clumsy', 'skillful')",-0.172503,-0.1552573,0.0172457
51,1.2237828,1.2463185,"('uneducated', 'educated')",1.2237828,1.2463185,0.0225357
52,-0.42635152,-0.48279232,"('irrational', 'rational')",-0.4263515,-0.4827923,-0.0564408
53,-0.0055522732,-0.05729709,"('uncreative', 'creative')",-0.0055523,-0.0572971,-0.0517448
54,1.2846677,1.5727013,"('incapable', 'capable')",1.2846677,1.5727013,0.2880336
55,1.4809973,1.5981634,"('incompetent', 'clever')",1.4809973,1.5981634,0.1171661
56,0.6609903,0.87169176,"('impractical', 'practical')",0.6609903,0.8716918,0.2107015
57,-2.098531,-2.1594355,"('unimaginative', 'imaginative')",-2.098531,-2.1594355,-0.0609045
58,0.10535515,0.039730296,"('undiscriminating', 'discriminating')",0.1053552,0.0397303,-0.0656249
59,-0.26484776,-0.28834933,"('foolish', 'wise')",-0.2648478,-0.2883493,-0.0235015
60,1.0620618,1.2331358,"('inefficient', 'efficient')",1.0620618,1.2331358,0.171074
61,0.45169607,0.37186503,"('illogical', 'logical')",0.4516961,0.371865,-0.0798311
62,1.6941313,2.0006292,"('incompetent', 'brilliant')",1.6941313,2.0006292,0.3064979
63,0.7758007,1.0279902,"('unperceptive', 'insightful')",0.7758007,1.0279902,0.2521895
64,-6.233384,-5.857397,"('shy', 'confident')",-6.2333841,-5.8573971,0.375987
65,0.6226747,0.8110528,"('insecure', 'secure')",0.6226747,0.8110528,0.1883781
66,-0.49190482,-0.48286965,"('inactive', 'active')",-0.4919048,-0.4828697,0.0090351
67,-0.76249695,-0.75988865,"('doubtful', 'determined')",-0.7624969,-0.7598886,0.0026083
68,-0.45032132,-0.30812806,"('dependent', 'independent')",-0.4503213,-0.3081281,0.1421932
69,-2.103777,-2.002243,"('lazy', 'industrious')",-2.1037769,-2.002243,0.1015339
70,1.8790584,2.0344565,"('lethargic', 'energetic')",1.8790584,2.0344565,0.1553981
71,0.5296337,0.74997306,"('diffident', 'self-confident')",0.5296337,0.7499731,0.2203394
72,1.0281925,1.2206929,"('unambitious', 'ambitious')",1.0281925,1.2206929,0.1925004
73,-2.6922927,-2.543347,"('helpless', 'self-reliant')",-2.6922927,-2.5433469,0.1489458
74,0.50105214,0.32685515,"('undedicated', 'dedicated')",0.5010521,0.3268552,-0.1741969
75,-1.2245529,-1.130739,"('meek', 'impulsive')",-1.2245529,-1.130739,0.0938139
76,0.8884895,0.84090674,"('anxious', 'daring')",0.8884895,0.8409067,-0.0475828
77,-1.320838,-1.0172834,"('unmotivated', 'motivated')",-1.320838,-1.0172834,0.3035546
78,-0.49954185,-0.43664527,"('nonresilient', 'resilient')",-0.4995418,-0.4366453,0.0628965
79,-0.47305506,-0.54319465,"('wavering', 'unwavering')",-0.4730551,-0.5431947,-0.0701396
80,0.48482114,0.52714324,"('dominated', 'dominating')",0.4848211,0.5271432,0.0423221
81,0.4634275,0.51756287,"('submissive', 'aggressive')",0.4634275,0.5175629,0.0541354
82,6.650204,6.8539176,"('poor', 'rich')",6.6502042,6.8539176,0.2037134
83,-0.19833305,-0.1322374,"('powerless', 'powerful')",-0.1983331,-0.1322374,0.0660957
84,0.13642907,0.16065934,"('inferior', 'superior')",0.1364291,0.1606593,0.0242302
85,-1.3855517,-1.6515559,"('insignificant', 'prestigious')",-1.3855517,-1.6515559,-0.2660042
86,1.0699292,1.0888194,"('uninfluential', 'influential')",1.0699292,1.0888194,0.0188902
87,0.5640546,0.8348334,"('unsuccessful', 'successful')",0.5640546,0.8348334,0.2707788
88,0.27669767,0.33069205,"('low', 'eminent')",0.2766977,0.3306921,0.0539944
