,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.2516305,-1.4080567,"('unsociable', 'sociable')",-0.39429665,-0.48605904,-0.8229636,-0.9470579,-0.1240943
1,0.64325964,0.46527517,"('unfriendly', 'friendly')",1.7425255,1.5900033,1.1928926,1.0276392,-0.1652534
2,0.9760328,1.0655282,"('unlikable', 'likable')",1.1089107,1.205601,1.0424718,1.1355646,0.0930928
3,-1.1433563,-1.1327013,"('repellent', 'pleasant')",0.6596142,0.7788816,-0.2418711,-0.1769098,0.0649613
4,0.8159052,0.6954596,"('disliked', 'liked')",-6.6594505,-6.8382955,-2.9217727,-3.0714178,-0.1496451
5,0.42488542,0.51424485,"('distant', 'outgoing')",-0.5005624,-0.37292716,-0.0378385,0.0706588,0.1084973
6,0.23473516,0.33554816,"('distant', 'open')",-0.4313628,-0.31114298,-0.0983138,0.0122026,0.1105164
7,-0.91166395,-0.99333304,"('insensitive', 'sensitive')",-0.021529553,0.026799535,-0.4665968,-0.4832667,-0.0166699
8,0.40799227,0.32549083,"('unaffectionate', 'affectionate')",0.9348505,0.8948888,0.6714214,0.6101898,-0.0612316
9,0.106548116,0.0071671754,"('unaffectionate', 'caring')",1.2477009,1.2202148,0.6771245,0.613691,-0.0634335
10,-2.7922866,-2.958435,"('unsympathetic', 'sympathetic')",-0.26896214,-0.26071477,-1.5306244,-1.6095749,-0.0789505
11,-1.2459376,-1.290619,"('unhelpful', 'helpful')",1.8739932,1.8902999,0.3140278,0.2998405,-0.0141873
12,-0.5381825,-0.5316138,"('unsupportive', 'supportive')",-2.2470772,-2.1108305,-1.3926299,-1.3212222,0.0714077
13,-1.7928464,-1.9243484,"('impolite', 'polite')",-0.26802543,-0.27530992,-1.0304359,-1.0998292,-0.0693933
14,-0.9957763,-1.1356981,"('antisocial', 'social')",0.044845536,0.011654574,-0.4754654,-0.5620217,-0.0865563
15,0.6139932,0.5253618,"('boring', 'funny')",0.90583724,0.8937235,0.7599152,0.7095426,-0.0503726
16,0.53558594,0.59139955,"('unpopular', 'popular')",0.14876027,0.11938235,0.3421731,0.355391,0.0132179
17,0.24189436,0.23244059,"('nasty', 'nice')",0.09505748,0.0752076,0.1684759,0.1538241,-0.0146518
18,-0.0017066598,0.044899285,"('disagreeable', 'welcoming')",-0.9954194,-0.9474789,-0.498563,-0.4512898,0.0472732
19,0.42268682,0.33884966,"('inhospitable', 'hospitable')",0.19698758,0.17807838,0.3098372,0.258464,-0.0513732
20,0.09646015,0.07731208,"('rough', 'thoughtful')",0.5479034,0.5095237,0.3221818,0.2934179,-0.0287639
21,-1.0480089,-1.1757538,"('immoral', 'moral')",-0.80465907,-0.71568555,-0.926334,-0.9457197,-0.0193857
22,-1.2861308,-1.314462,"('untrustworthy', 'trustworthy')",-0.8243966,-0.8455453,-1.0552638,-1.0800036,-0.0247398
