,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.1642396,-1.256232,"('unsociable', 'sociable')",-0.7701535,-0.98180944,-0.6220615,-0.7613485,-0.8521516,-0.9997966,-0.147645
1,0.95388216,0.78218377,"('unfriendly', 'friendly')",0.5395217,0.26964042,0.8614982,0.7487328,0.7849673,0.6001857,-0.1847816
2,0.65656793,0.6911903,"('unlikable', 'likable')",0.5704261,0.58043706,1.179386,1.2354239,0.8021267,0.8356838,0.0335571
3,-1.3154866,-1.1635393,"('repellent', 'pleasant')",-0.61262757,-0.59803987,0.80560863,0.7562516,-0.3741685,-0.3351092,0.0390593
4,-0.2918629,-0.4680442,"('disliked', 'liked')",0.06659173,0.033621028,-5.787746,-6.01003,-2.0043391,-2.1481509,-0.1438118
5,0.33677113,0.38798192,"('distant', 'outgoing')",0.1366148,0.2173203,-0.8977263,-0.7169987,-0.1414468,-0.0372322,0.1042146
6,0.22192788,0.3137263,"('distant', 'open')",-0.40752968,-0.3220628,-0.906249,-0.7387037,-0.3639503,-0.2490134,0.1149369
7,-0.33875626,-0.23352106,"('insensitive', 'sensitive')",-1.0325115,-1.0270851,-0.12238621,-0.023178162,-0.4978847,-0.4279281,0.0699566
8,1.0219967,0.8755144,"('unaffectionate', 'affectionate')",0.5352059,0.32822484,0.1964244,0.17783092,0.5845423,0.4605234,-0.1240189
9,0.9808359,1.0012985,"('unaffectionate', 'caring')",0.9044119,0.7681784,0.73993516,0.7788402,0.875061,0.849439,-0.025622
10,-1.3703196,-1.4178185,"('unsympathetic', 'sympathetic')",-1.3267919,-1.4883891,-0.57180333,-0.7058564,-1.0896383,-1.2040213,-0.114383
11,0.13557598,0.19309905,"('unhelpful', 'helpful')",0.18618596,0.2047444,2.2032363,2.272754,0.8416661,0.8901991,0.048533
12,0.274027,0.40414202,"('unsupportive', 'supportive')",-0.043471444,0.03548544,-2.0941894,-2.0194404,-0.6212113,-0.5266043,0.094607
13,-1.3519242,-1.3856285,"('impolite', 'polite')",-1.4338249,-1.5813806,-1.2664701,-1.1489478,-1.3507396,-1.3719856,-0.021246
14,-1.4581692,-1.3932326,"('antisocial', 'social')",-0.69056183,-0.7512912,-0.016378265,-0.093039736,-0.7217031,-0.7458545,-0.0241514
15,1.0938387,0.8574194,"('boring', 'funny')",-0.28838357,-0.33568406,-0.076456115,-0.032825366,0.2429997,0.16297,-0.0800297
16,0.09290822,-0.023576524,"('unpopular', 'popular')",0.44922557,0.39701378,0.7627896,0.56197333,0.4349745,0.3118035,-0.123171
17,-0.6776602,-0.5482574,"('nasty', 'nice')",-0.12539627,0.05091144,-0.36093286,-0.20820463,-0.3879964,-0.2351835,0.1528129
18,-0.1912039,-0.15163758,"('disagreeable', 'welcoming')",-0.41880575,-0.38490683,-1.0892721,-1.0055388,-0.5664273,-0.5140278,0.0523995
19,-0.17749465,-0.1349285,"('inhospitable', 'hospitable')",-0.22254233,-0.23924078,-0.57856894,-0.50266665,-0.326202,-0.2922786,0.0339234
20,0.014606327,0.10551937,"('rough', 'thoughtful')",0.46511644,0.5695192,0.9870775,0.9858952,0.4889334,0.5536446,0.0647112
21,-0.90190434,-0.9408798,"('immoral', 'moral')",-0.5803562,-0.67240983,-0.765801,-0.7538544,-0.7493538,-0.789048,-0.0396942
22,-0.4606262,-0.5222048,"('untrustworthy', 'trustworthy')",-0.7291533,-0.80235606,-0.8631213,-0.90272117,-0.6843003,-0.7424273,-0.058127
23,0.14603406,0.21151577,"('insincere', 'sincere')",0.018274495,-0.17621166,5.255478,5.2802896,1.8065955,1.7718646,-0.0347309
24,-0.3782354,-0.36923465,"('dishonest', 'honest')",-0.706073,-0.7979256,0.44813105,0.49757335,-0.2120591,-0.2231956,-0.0111365
25,1.3467495,1.2540295,"('egoistic', 'altruistic')",1.0465535,0.9500839,0.9397735,0.879982,1.1110255,1.0280318,-0.0829937
26,1.1924566,0.99291694,"('hardhearted', 'benevolent')",0.4100481,0.16123438,1.5277469,1.3719485,1.0434172,0.8420332,-0.201384
27,-0.72114986,-0.5893786,"('hardhearted', 'softhearted')",-1.2289568,-1.087533,0.1874092,0.35324442,-0.5875658,-0.4412224,0.1463434
28,0.32789397,0.11969152,"('disloyal', 'loyal')",0.20510733,-0.13669719,1.1811987,0.9365966,0.5714,0.3065303,-0.2648697
29,-0.16013679,-0.12697978,"('unfair', 'fair')",-0.33811083,-0.33740473,-0.35040438,-0.41728747,-0.282884,-0.2938907,-0.0110067
30,-0.47523856,-0.47738886,"('intolerant', 'tolerant')",-0.49144617,-0.5981468,0.3768801,0.4220605,-0.1966015,-0.2178251,-0.0212236
31,0.0030200854,0.02926677,"('evil', 'good')",0.013557242,0.08304019,-1.268242,-1.2891296,-0.4172215,-0.3922742,0.0249473
32,0.14649782,0.1802043,"('unkind', 'kind')",-0.18029237,-0.302634,0.8784498,0.649195,0.2815518,0.1755884,-0.1059634
33,1.6285901,1.557108,"('wrong', 'right')",1.1723607,1.0843127,-0.541867,-0.5481017,0.7530279,0.6977731,-0.0552548
