,diamond_male,diamond_female,tuple,offshore_male,offshore_female,drilling_male,drilling_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5232732,1.5036244,"('unsociable', 'sociable')",-0.0035641156,0.0219976,0.6066668,0.46981043,-0.10949637,-0.22847599,0.5042199,0.4417391,-0.0624808
1,-0.32655832,-0.1604424,"('unfriendly', 'friendly')",0.740528,0.6718367,1.1591617,0.9680048,1.737288,1.5112138,0.8276048,0.7476532,-0.0799516
2,1.015674,1.1020242,"('unlikable', 'likable')",1.5246497,1.5413157,1.3142107,1.3145663,0.5146772,0.5316862,1.0923029,1.1223981,0.0300952
3,0.92272633,0.9775317,"('repellent', 'pleasant')",-0.6224347,-0.49403372,-0.027804015,0.020143583,0.48771253,0.5457039,0.19005,0.2623364,0.0722864
4,-1.0620445,-0.9756073,"('disliked', 'liked')",0.47276968,0.36172372,0.39336812,0.32855564,-6.488454,-6.5609145,-1.6710901,-1.7115606,-0.0404705
5,-1.6295477,-1.5175148,"('distant', 'outgoing')",-0.6179924,-0.6412038,-0.054256745,-0.07379015,-0.2128917,-0.27120814,-0.6286721,-0.6259292,0.0027429
6,-1.8426869,-1.6542643,"('distant', 'open')",-0.46900088,-0.49473223,-0.33045405,-0.38328397,0.4023859,0.2981674,-0.559939,-0.5585282,0.0014108
7,1.4866698,1.424388,"('insensitive', 'sensitive')",0.5023077,0.62783325,1.135252,1.1408197,0.7235737,0.66824627,0.9619508,0.9653218,0.003371
8,-0.3642724,-0.28417575,"('unaffectionate', 'affectionate')",0.2769289,0.21371219,-0.4665765,-0.5312015,0.5141839,0.3194222,-0.009934,-0.0705607,-0.0606267
9,0.6672475,0.749985,"('unaffectionate', 'caring')",0.3951323,0.38689458,1.1530656,1.098375,0.9802231,0.86252844,0.7989172,0.7744458,-0.0244714
10,2.010286,1.9571763,"('unsympathetic', 'sympathetic')",-0.59102374,-0.4380339,0.057924062,-0.025154866,0.014196612,0.016084632,0.3728458,0.3775181,0.0046723
11,0.27213615,0.24343762,"('unhelpful', 'helpful')",0.15961818,0.24590796,0.34105968,0.3197474,1.9979832,2.0606434,0.6926993,0.7174341,0.0247348
12,1.7823305,1.8647882,"('unsupportive', 'supportive')",1.223872,1.2935908,0.9569679,0.9277378,-1.7122643,-1.7888663,0.5627265,0.5743126,0.0115861
13,0.8113363,0.6954327,"('impolite', 'polite')",0.23887338,0.30544198,0.7189925,0.7337401,-0.02104725,-0.01921089,0.4370387,0.428851,-0.0081877
14,1.7186626,1.650503,"('antisocial', 'social')",0.46673125,0.56644154,1.1740891,1.1652246,-0.60788095,-0.6190474,0.6879004,0.6907805,0.0028801
15,-0.60948545,-0.6600937,"('boring', 'funny')",1.5008847,1.4190195,-0.27724177,-0.26814118,0.092761956,0.039409533,0.1767298,0.1325485,-0.0441813
