,vontier_male,vontier_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5168741,-0.016447514,"('unsociable', 'sociable')",-0.17611304,-0.44295657,0.1703805,-0.229702,-0.4000825
1,-1.3729411,-1.2861638,"('unfriendly', 'friendly')",1.2909343,1.1777352,-0.0410034,-0.0542143,-0.0132109
2,0.49748293,0.4109759,"('unlikable', 'likable')",0.49881533,0.4462779,0.4981491,0.4286269,-0.0695222
3,-0.6841693,-0.7249839,"('repellent', 'pleasant')",0.67438644,0.5760297,-0.0048914,-0.0744771,-0.0695857
4,-0.18554863,0.08452303,"('disliked', 'liked')",-7.09368,-7.073678,-3.6396143,-3.4945774,0.1450369
5,-0.5380402,-0.3769741,"('distant', 'outgoing')",-0.49293256,-0.34204268,-0.5154864,-0.3595084,0.155978
6,-0.7934697,-0.5497188,"('distant', 'open')",-0.46959767,-0.29849267,-0.6315337,-0.4241057,0.207428
7,-0.15760337,-0.17295597,"('insensitive', 'sensitive')",-0.18477829,-0.14496893,-0.1711908,-0.1589625,0.0122283
8,-0.5571433,-0.48295787,"('unaffectionate', 'affectionate')",0.7854073,0.7989061,0.114132,0.1579741,0.0438421
9,-0.5097428,-0.45512146,"('unaffectionate', 'caring')",1.3241186,1.3920639,0.4071879,0.4684712,0.0612833
10,-0.2581725,-0.6247962,"('unsympathetic', 'sympathetic')",-0.38866195,-0.5076561,-0.3234172,-0.5662261,-0.2428089
11,0.31321773,-0.05540124,"('unhelpful', 'helpful')",1.8231981,1.8786153,1.0682079,0.911607,-0.1566009
12,-0.18432647,-0.16758612,"('unsupportive', 'supportive')",-2.3432336,-2.3080127,-1.26378,-1.2377994,0.0259806
13,0.11251962,-0.39177644,"('impolite', 'polite')",-0.853097,-0.9462955,-0.3702887,-0.669036,-0.2987473
14,0.39221847,0.03512194,"('antisocial', 'social')",-0.33123067,-0.57040143,0.0304939,-0.2676398,-0.2981337
15,-0.62319714,-0.60784394,"('boring', 'funny')",-0.029323738,0.00779956,-0.3262604,-0.3000222,0.0262382
16,-0.57473594,-0.49084282,"('unpopular', 'popular')",0.5676892,0.59106153,-0.0035234,0.0501094,0.0536328
17,-0.24404341,-0.21389602,"('nasty', 'nice')",-0.6630501,-0.60724527,-0.4535468,-0.4105707,0.0429761
18,0.2567668,0.23777914,"('disagreeable', 'welcoming')",-0.5827753,-0.68684906,-0.1630042,-0.224535,-0.0615308
19,-1.0419204,-0.8530197,"('inhospitable', 'hospitable')",-0.42953232,-0.24280673,-0.7357264,-0.5479132,0.1878132
