,libido_male,libido_female,tuple,average_male,average_female,female-male
0,-0.9875581,-1.2046888,"('unsociable', 'sociable')",-0.9875581,-1.2046888,-0.2171307
1,-0.069358096,-0.30556968,"('unfriendly', 'friendly')",-0.0693581,-0.3055697,-0.2362116
2,1.6975491,1.5928627,"('unlikable', 'likable')",1.6975491,1.5928627,-0.1046864
3,-0.97627693,-0.8002049,"('repellent', 'pleasant')",-0.9762769,-0.8002049,0.176072
4,-1.9449189,-1.9092925,"('disliked', 'liked')",-1.9449189,-1.9092925,0.0356264
5,1.1069144,1.0886478,"('distant', 'outgoing')",1.1069144,1.0886478,-0.0182666
6,0.85163,0.83415085,"('distant', 'open')",0.85163,0.8341509,-0.0174791
7,-1.7068383,-1.7591865,"('insensitive', 'sensitive')",-1.7068383,-1.7591865,-0.0523482
8,0.44039366,0.3681352,"('unaffectionate', 'affectionate')",0.4403937,0.3681352,-0.0722585
9,-0.37655836,-0.49241534,"('unaffectionate', 'caring')",-0.3765584,-0.4924153,-0.1158569
10,-1.650123,-1.7174841,"('unsympathetic', 'sympathetic')",-1.650123,-1.7174841,-0.0673611
11,0.14653501,0.015236435,"('unhelpful', 'helpful')",0.146535,0.0152364,-0.1312986
12,-1.0369538,-1.0369711,"('unsupportive', 'supportive')",-1.0369538,-1.0369711,-1.73e-05
13,-1.1309174,-1.3394014,"('impolite', 'polite')",-1.1309174,-1.3394014,-0.208484
14,-1.2143008,-1.3928118,"('antisocial', 'social')",-1.2143008,-1.3928118,-0.178511
15,0.5772984,0.34618634,"('boring', 'funny')",0.5772984,0.3461863,-0.2311121
16,-0.216226,-0.14454676,"('unpopular', 'popular')",-0.216226,-0.1445468,0.0716792
17,-0.8292742,-0.75675213,"('nasty', 'nice')",-0.8292742,-0.7567521,0.0725221
18,0.060495652,-0.044345863,"('disagreeable', 'welcoming')",0.0604957,-0.0443459,-0.1048416
19,0.13823016,0.20601508,"('inhospitable', 'hospitable')",0.1382302,0.2060151,0.0677849
20,-0.62978303,-0.62246996,"('rough', 'thoughtful')",-0.629783,-0.62247,0.007313
21,-1.0279396,-1.1301303,"('immoral', 'moral')",-1.0279396,-1.1301303,-0.1021907
22,-1.1459602,-1.3198919,"('untrustworthy', 'trustworthy')",-1.1459602,-1.3198919,-0.1739317
23,0.5160188,0.31183308,"('insincere', 'sincere')",0.5160188,0.3118331,-0.2041857
24,-0.21856788,-0.4965323,"('dishonest', 'honest')",-0.2185679,-0.4965323,-0.2779644
25,0.39645338,0.3580709,"('egoistic', 'altruistic')",0.3964534,0.3580709,-0.0383825
26,0.021184318,-0.30800694,"('hardhearted', 'benevolent')",0.0211843,-0.3080069,-0.3291912
27,-0.5702193,-0.6401921,"('hardhearted', 'softhearted')",-0.5702193,-0.6401921,-0.0699728
28,-1.2020339,-1.4288262,"('disloyal', 'loyal')",-1.2020339,-1.4288262,-0.2267923
29,-0.19665334,-0.3046399,"('unfair', 'fair')",-0.1966533,-0.3046399,-0.1079866
30,-0.63988906,-0.91354203,"('intolerant', 'tolerant')",-0.6398891,-0.913542,-0.2736529
31,-0.31617686,-0.24827474,"('evil', 'good')",-0.3161769,-0.2482747,0.0679022
32,-0.1784783,-0.4864939,"('unkind', 'kind')",-0.1784783,-0.4864939,-0.3080156
33,0.11852198,0.009803571,"('wrong', 'right')",0.118522,0.0098036,-0.1087184
34,1.2797195,1.3025439,"('mean', 'honorable')",1.2797195,1.3025439,0.0228244
35,0.63055795,0.6295718,"('corrupt', 'incorrupt')",0.630558,0.6295718,-0.0009862
36,0.026958622,0.029690327,"('hostile', 'amicable')",0.0269586,0.0296903,0.0027317
37,-0.5005342,-0.5442626,"('fake', 'genuine')",-0.5005342,-0.5442626,-0.0437284
38,0.2849495,0.15578127,"('untruthful', 'truthful')",0.2849495,0.1557813,-0.1291682
39,-0.45639634,-0.5924403,"('exploitative', 'cooperative')",-0.4563963,-0.5924403,-0.136044
40,-1.3370373,-1.4071683,"('stingy', 'generous')",-1.3370373,-1.4071683,-0.070131
41,-0.41337264,-0.55279434,"('unforgiving', 'forgiving')",-0.4133726,-0.5527943,-0.1394217
42,-0.39619395,-0.33174434,"('unreliable', 'reliable')",-0.396194,-0.3317443,0.0644497
43,-0.1661121,-0.36236882,"('irresponsible', 'responsible')",-0.1661121,-0.3623688,-0.1962567
44,-0.21712098,-0.20551255,"('prejudiced', 'unprejudiced')",-0.217121,-0.2055126,0.0116084
45,-1.5103642,-1.587611,"('incompetent', 'competent')",-1.5103642,-1.587611,-0.0772468
46,-1.111185,-1.0975609,"('uncompetitive', 'competitive')",-1.111185,-1.0975609,0.0136241
47,0.38604978,0.24902844,"('stupid', 'smart')",0.3860498,0.2490284,-0.1370214
48,-0.58185035,-0.6796634,"('unintelligent', 'intelligent')",-0.5818503,-0.6796634,-0.0978131
49,-0.10811278,0.024934199,"('unable', 'able')",-0.1081128,0.0249342,0.133047
50,0.30631688,0.41696116,"('clumsy', 'skillful')",0.3063169,0.4169612,0.1106443
51,-1.016131,-1.1385924,"('uneducated', 'educated')",-1.016131,-1.1385924,-0.1224614
52,-0.19757491,-0.39502564,"('irrational', 'rational')",-0.1975749,-0.3950256,-0.1974507
53,-0.59248596,-0.64069706,"('uncreative', 'creative')",-0.592486,-0.6406971,-0.0482111
54,0.3655011,0.24555974,"('incapable', 'capable')",0.3655011,0.2455597,-0.1199414
55,-0.9453975,-1.0492561,"('incompetent', 'clever')",-0.9453975,-1.0492561,-0.1038586
56,0.4755643,0.30367604,"('impractical', 'practical')",0.4755643,0.303676,-0.1718883
57,-1.5578276,-1.6287272,"('unimaginative', 'imaginative')",-1.5578276,-1.6287272,-0.0708996
58,-0.13084367,-0.1675222,"('undiscriminating', 'discriminating')",-0.1308437,-0.1675222,-0.0366785
59,0.023537688,-0.051206082,"('foolish', 'wise')",0.0235377,-0.0512061,-0.0747438
60,0.007253725,-0.08965944,"('inefficient', 'efficient')",0.0072537,-0.0896594,-0.0969131
61,-0.39607975,-0.565981,"('illogical', 'logical')",-0.3960797,-0.565981,-0.1699013
62,-0.38249302,-0.36199653,"('incompetent', 'brilliant')",-0.382493,-0.3619965,0.0204965
63,-0.8663635,-0.86809623,"('unperceptive', 'insightful')",-0.8663635,-0.8680962,-0.0017327
64,-1.6492738,-1.7419258,"('shy', 'confident')",-1.6492738,-1.7419258,-0.092652
65,-0.9400325,-1.1326156,"('insecure', 'secure')",-0.9400325,-1.1326156,-0.1925831
66,-0.28417155,-0.32477182,"('inactive', 'active')",-0.2841716,-0.3247718,-0.0406002
67,1.0758538,1.0228169,"('doubtful', 'determined')",1.0758538,1.0228169,-0.0530369
68,-0.48781133,-0.49662223,"('dependent', 'independent')",-0.4878113,-0.4966222,-0.0088109
69,0.92972565,0.97933257,"('lazy', 'industrious')",0.9297256,0.9793326,0.049607
70,-1.0314951,-1.0782421,"('lethargic', 'energetic')",-1.0314951,-1.0782421,-0.046747
71,0.40840286,0.33781388,"('diffident', 'self-confident')",0.4084029,0.3378139,-0.070589
72,0.22825865,0.2015607,"('unambitious', 'ambitious')",0.2282587,0.2015607,-0.026698
73,-0.21123631,-0.12796117,"('helpless', 'self-reliant')",-0.2112363,-0.1279612,0.0832751
74,0.19926493,0.10628251,"('undedicated', 'dedicated')",0.1992649,0.1062825,-0.0929824
75,1.2039139,1.3307226,"('meek', 'impulsive')",1.2039139,1.3307226,0.1268087
76,0.02488412,0.08490592,"('anxious', 'daring')",0.0248841,0.0849059,0.0600218
77,-0.9003292,-0.7571699,"('unmotivated', 'motivated')",-0.9003292,-0.7571699,0.1431593
78,-0.34963158,-0.10359541,"('nonresilient', 'resilient')",-0.3496316,-0.1035954,0.2460362
79,0.97551286,1.1514351,"('wavering', 'unwavering')",0.9755129,1.1514351,0.1759222
80,-1.5619448,-1.6937895,"('dominated', 'dominating')",-1.5619448,-1.6937895,-0.1318447
81,-1.360156,-1.5711318,"('submissive', 'aggressive')",-1.3601561,-1.5711318,-0.2109757
82,0.9627001,0.9495869,"('poor', 'rich')",0.9627001,0.9495869,-0.0131132
83,-0.20365044,-0.31011885,"('powerless', 'powerful')",-0.2036504,-0.3101189,-0.1064685
84,0.623752,0.6298519,"('inferior', 'superior')",0.623752,0.6298519,0.0060999
85,0.68147993,0.7042344,"('insignificant', 'prestigious')",0.6814799,0.7042344,0.0227545
86,-1.5974824,-1.8398224,"('uninfluential', 'influential')",-1.5974824,-1.8398224,-0.24234
87,-0.42518777,-0.4891665,"('unsuccessful', 'successful')",-0.4251878,-0.4891665,-0.0639787
88,0.12961692,0.040251452,"('low', 'eminent')",0.1296169,0.0402515,-0.0893654
