,arista_male,arista_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.707131,-1.7545062,"('unsociable', 'sociable')",0.4457529,0.3067214,-0.86833996,-1.0359529,-0.709906,-0.8279126,-0.1180066
1,-0.82278556,-0.9211819,"('unfriendly', 'friendly')",0.47197306,0.24387416,1.8806059,1.7138339,0.5099312,0.3455087,-0.1644225
2,1.4784722,1.56086,"('unlikable', 'likable')",1.0910369,1.24084,0.6647748,0.8372004,1.0780946,1.2129668,0.1348722
3,-0.4565555,-0.33430028,"('repellent', 'pleasant')",0.5992261,0.75334877,0.048229173,0.05687572,0.0636333,0.1586414,0.0950081
4,-0.25641882,-0.27137554,"('disliked', 'liked')",-1.2584605,-1.4209545,-5.633988,-5.705196,-2.3829557,-2.4658419,-0.0828862
5,0.131941,0.1033226,"('distant', 'outgoing')",-0.4407016,-0.57945395,0.066708,0.10430591,-0.0806842,-0.1239418,-0.0432576
6,0.27637038,0.29636765,"('distant', 'open')",-1.0392352,-1.2043658,0.5983686,0.62293494,-0.0548321,-0.0950211,-0.040189
7,-0.8899092,-0.7795501,"('insensitive', 'sensitive')",0.15832664,0.34021398,0.50024074,0.47056237,-0.0771139,0.0104088,0.0875227
8,-0.09098728,-0.09997169,"('unaffectionate', 'affectionate')",-0.34424016,-0.42948914,0.828336,0.6674259,0.1310362,0.0459883,-0.0850479
9,-0.16066033,-0.12290345,"('unaffectionate', 'caring')",0.35002857,0.31564417,0.8742475,0.7655879,0.3545386,0.3194429,-0.0350957
10,-1.6930646,-1.6261039,"('unsympathetic', 'sympathetic')",-0.033833742,0.10043697,-0.9340381,-0.96023583,-0.8869788,-0.8286343,0.0583445
11,-1.1076646,-1.0233077,"('unhelpful', 'helpful')",0.78075653,0.8627938,1.0700452,1.1800416,0.2477124,0.3398426,0.0921302
12,-0.35093704,-0.12853684,"('unsupportive', 'supportive')",0.59513795,0.7217218,-1.6857239,-1.6555072,-0.4805077,-0.3541074,0.1264003
13,-1.486632,-1.4503202,"('impolite', 'polite')",0.14919615,0.17021675,-0.5709673,-0.5411328,-0.6361344,-0.6070788,0.0290556
14,-0.45072138,-0.36192858,"('antisocial', 'social')",1.6952324,1.7817959,-0.7114109,-0.7736437,0.1777,0.2154079,0.0377079
15,0.37259805,0.21329965,"('boring', 'funny')",-0.43287572,-0.5345077,0.72024894,0.6919109,0.2199904,0.1235676,-0.0964228
16,-0.55670905,-0.48307636,"('unpopular', 'popular')",-1.0576568,-1.0606749,0.4319263,0.46973038,-0.3941465,-0.358007,0.0361395
17,-0.17481133,-0.102299504,"('nasty', 'nice')",-1.0630692,-1.0121353,-0.4104674,-0.32044977,-0.5494493,-0.4782948,0.0711545
18,0.14403242,0.24636835,"('disagreeable', 'welcoming')",-0.11395942,-0.12951827,-0.21361692,-0.18757287,-0.0611813,-0.0235743,0.037607
19,-0.63411283,-0.6329066,"('inhospitable', 'hospitable')",-1.1841006,-1.2280834,0.21536596,0.31818315,-0.5342825,-0.514269,0.0200135
20,-0.013650723,0.036192782,"('rough', 'thoughtful')",0.2209257,0.34995976,1.025609,0.93569297,0.4109613,0.4406152,0.0296539
21,-0.34686884,-0.3485691,"('immoral', 'moral')",0.49732092,0.5450527,-1.0266755,-1.0117402,-0.2920745,-0.2717522,0.0203223
22,-0.008489996,0.03482298,"('untrustworthy', 'trustworthy')",0.820819,0.8503141,-0.80305076,-0.8769302,0.0030928,0.0027356,-0.0003572
23,-0.9693147,-0.9104208,"('insincere', 'sincere')",0.9333201,1.0171624,4.798844,4.749627,1.5876164,1.6187897,0.0311733
24,0.16826044,0.17252369,"('dishonest', 'honest')",-0.3353201,-0.31299672,0.52702916,0.46196938,0.1199898,0.1071655,-0.0128243
25,0.68507934,0.66378367,"('egoistic', 'altruistic')",0.8725473,0.7638618,1.9680465,1.8112186,1.1752245,1.0796213,-0.0956032
26,1.0004015,0.9005447,"('hardhearted', 'benevolent')",0.43963942,0.31971133,1.8454403,1.6709627,1.0951604,0.9637396,-0.1314208
27,0.30691808,0.374025,"('hardhearted', 'softhearted')",0.28250563,0.2908178,1.4729294,1.3596467,0.687451,0.6748298,-0.0126212
28,-0.43251818,-0.5060488,"('disloyal', 'loyal')",-0.05553075,-0.18594734,0.6345407,0.44570643,0.0488306,-0.0820966,-0.1309272
29,-0.9626193,-1.0589601,"('unfair', 'fair')",-0.59818214,-0.68911266,-0.26322058,-0.44113225,-0.6080074,-0.729735,-0.1217276
30,-0.6188583,-0.5999094,"('intolerant', 'tolerant')",1.6240484,1.6777709,0.941596,0.9329044,0.6489287,0.6702553,0.0213266
31,-0.5317377,-0.5104192,"('evil', 'good')",-1.1209906,-1.3344427,-0.2195605,-0.34473142,-0.6240963,-0.7298644,-0.1057681
32,-0.29162067,-0.3683816,"('unkind', 'kind')",0.3803909,0.38970822,0.6291716,0.46597126,0.239314,0.1624326,-0.0768814
33,0.6935089,0.64725035,"('wrong', 'right')",0.39287454,0.30293012,0.021139123,-0.056834627,0.3691742,0.2977819,-0.0713923
34,-0.1881497,0.031641573,"('mean', 'honorable')",0.24932139,0.37756217,5.6293693,5.798133,1.8968469,2.0691121,0.1722652
35,1.053057,0.8917945,"('corrupt', 'incorrupt')",-1.6392716,-1.8985511,0.5204475,0.33533278,-0.0219224,-0.2238079,-0.2018855
36,-0.0885912,-0.16709504,"('hostile', 'amicable')",-1.7152996,-2.0115144,0.8304311,0.56384856,-0.3244866,-0.5382536,-0.213767
37,0.13319032,0.18921661,"('fake', 'genuine')",-0.28477523,-0.17126071,0.26618326,0.26891038,0.0381994,0.0956221,0.0574227
38,-1.105691,-1.0046055,"('untruthful', 'truthful')",-0.31351548,-0.3041367,-0.21358399,-0.13099603,-0.5442634,-0.4799128,0.0643506
39,0.7285366,0.7479918,"('exploitative', 'cooperative')",1.3966469,1.3244135,0.29142028,0.26727733,0.8055346,0.7798942,-0.0256404
40,0.16550997,0.23940375,"('stingy', 'generous')",0.25100026,0.13915184,-0.854602,-0.9869301,-0.1460306,-0.2027915,-0.0567609
41,-0.8488219,-0.78849643,"('unforgiving', 'forgiving')",-0.33135444,-0.34824654,0.14353433,0.045590054,-0.3455473,-0.3637176,-0.0181703
42,-0.25107092,0.0006884262,"('unreliable', 'reliable')",-0.28636378,0.050319474,-3.0811846,-2.9240363,-1.2062065,-0.9576761,0.2485304
43,-1.472507,-1.3161533,"('irresponsible', 'responsible')",0.0706656,0.29746112,-0.14319363,-0.090820275,-0.5150117,-0.3698375,0.1451742
44,0.40380755,0.35251173,"('prejudiced', 'unprejudiced')",-0.4801726,-0.38698593,-1.2880658,-1.2237122,-0.4548103,-0.4193954,0.0354149
45,-1.5501931,-1.4115342,"('incompetent', 'competent')",-0.24957138,-0.2379736,-0.5144366,-0.55777675,-0.7714003,-0.7357615,0.0356388
46,-1.1958678,-1.0983896,"('uncompetitive', 'competitive')",0.8090254,0.9464056,-1.0843385,-1.1391587,-0.4903936,-0.4303809,0.0600127
47,-0.84088457,-0.7374187,"('stupid', 'smart')",0.74587137,0.8938592,4.9091673,4.965607,1.604718,1.7073491,0.1026311
48,-0.4320257,-0.4389617,"('unintelligent', 'intelligent')",0.024460059,0.034189988,0.15089287,0.09705255,-0.0855576,-0.1025731,-0.0170155
