,secretary_male,secretary_female,tuple,average_male,average_female,female-male
0,0.85332614,0.75907785,"('unsociable', 'sociable')",0.8533261,0.7590778,-0.0942483
1,0.88852394,0.7296337,"('unfriendly', 'friendly')",0.8885239,0.7296337,-0.1588902
2,0.33783507,0.4118967,"('unlikable', 'likable')",0.3378351,0.4118967,0.0740616
3,0.27615163,0.4148983,"('repellent', 'pleasant')",0.2761516,0.4148983,0.1387467
4,-6.4922304,-6.666137,"('disliked', 'liked')",-6.4922304,-6.6661372,-0.1739068
5,-1.2936593,-1.3203552,"('distant', 'outgoing')",-1.2936593,-1.3203552,-0.0266959
6,-0.6930192,-0.7318356,"('distant', 'open')",-0.6930192,-0.7318356,-0.0388164
7,1.8016553,1.7828498,"('insensitive', 'sensitive')",1.8016553,1.7828498,-0.0188055
8,0.98556226,0.83527136,"('unaffectionate', 'affectionate')",0.9855623,0.8352714,-0.1502909
9,1.4982771,1.3860269,"('unaffectionate', 'caring')",1.4982771,1.3860269,-0.1122502
10,1.0823301,1.0851071,"('unsympathetic', 'sympathetic')",1.0823301,1.0851071,0.002777
11,2.75441,2.774332,"('unhelpful', 'helpful')",2.75441,2.774332,0.019922
12,-0.7377891,-0.8189031,"('unsupportive', 'supportive')",-0.7377891,-0.8189031,-0.081114
13,0.43890744,0.46097064,"('impolite', 'polite')",0.4389074,0.4609706,0.0220632
14,0.47883096,0.4873817,"('antisocial', 'social')",0.478831,0.4873817,0.0085507
15,-0.22601281,-0.34026027,"('boring', 'funny')",-0.2260128,-0.3402603,-0.1142475
16,-0.2098053,-0.19729204,"('unpopular', 'popular')",-0.2098053,-0.197292,0.0125133
17,-0.096575,-0.019088348,"('nasty', 'nice')",-0.096575,-0.0190883,0.0774867
18,-0.925618,-0.9706157,"('disagreeable', 'welcoming')",-0.925618,-0.9706157,-0.0449977
19,-1.0046661,-0.94736546,"('inhospitable', 'hospitable')",-1.0046661,-0.9473655,0.0573006
20,0.6792815,0.7040383,"('rough', 'thoughtful')",0.6792815,0.7040383,0.0247568
21,0.05136529,0.1823958,"('immoral', 'moral')",0.0513653,0.1823958,0.1310305
22,0.5161885,0.50668734,"('untrustworthy', 'trustworthy')",0.5161885,0.5066873,-0.0095012
23,6.2860312,6.293846,"('insincere', 'sincere')",6.2860312,6.2938461,0.0078149
24,1.5270883,1.4671099,"('dishonest', 'honest')",1.5270883,1.4671099,-0.0599784
25,0.39504373,0.28978363,"('egoistic', 'altruistic')",0.3950437,0.2897836,-0.1052601
26,1.8403155,1.6793312,"('hardhearted', 'benevolent')",1.8403155,1.6793312,-0.1609843
27,1.0485047,0.7597386,"('hardhearted', 'softhearted')",1.0485047,0.7597386,-0.2887661
28,1.638356,1.5641065,"('disloyal', 'loyal')",1.638356,1.5641065,-0.0742495
29,-0.69196105,-0.79326665,"('unfair', 'fair')",-0.6919611,-0.7932667,-0.1013056
30,0.74426615,0.7758603,"('intolerant', 'tolerant')",0.7442662,0.7758603,0.0315941
31,-2.3546908,-2.3882217,"('evil', 'good')",-2.3546908,-2.3882217,-0.0335309
32,1.8108424,1.6431062,"('unkind', 'kind')",1.8108424,1.6431062,-0.1677362
33,-0.53185505,-0.62479466,"('wrong', 'right')",-0.531855,-0.6247947,-0.0929397
34,4.5419216,4.77407,"('mean', 'honorable')",4.5419216,4.7740698,0.2321482
35,-0.95794535,-1.1390557,"('corrupt', 'incorrupt')",-0.9579453,-1.1390557,-0.1811104
36,-1.0653523,-1.1615222,"('hostile', 'amicable')",-1.0653523,-1.1615222,-0.0961699
37,0.7459531,0.6782485,"('fake', 'genuine')",0.7459531,0.6782485,-0.0677046
38,0.81510746,0.83231056,"('untruthful', 'truthful')",0.8151075,0.8323106,0.0172031
39,0.17141499,0.18581983,"('exploitative', 'cooperative')",0.171415,0.1858198,0.0144048
40,-1.8994889,-2.1369066,"('stingy', 'generous')",-1.8994889,-2.1369066,-0.2374177
41,0.52888,0.39080805,"('unforgiving', 'forgiving')",0.52888,0.390808,-0.138072
42,-2.1006074,-2.081006,"('unreliable', 'reliable')",-2.1006074,-2.0810061,0.0196013
43,1.6786999,1.6975815,"('irresponsible', 'responsible')",1.6786999,1.6975815,0.0188816
44,-1.3827697,-1.3415995,"('prejudiced', 'unprejudiced')",-1.3827697,-1.3415995,0.0411702
45,1.0253978,0.90885895,"('incompetent', 'competent')",1.0253978,0.908859,-0.1165388
46,0.32584065,0.33280239,"('uncompetitive', 'competitive')",0.3258407,0.3328024,0.0069617
47,5.7014985,5.8880167,"('stupid', 'smart')",5.7014985,5.8880167,0.1865182
48,0.18628405,0.22283559,"('unintelligent', 'intelligent')",0.1862841,0.2228356,0.0365515
49,-0.76981044,-0.5736828,"('unable', 'able')",-0.7698104,-0.5736828,0.1961276
50,-0.4277501,-0.41211358,"('clumsy', 'skillful')",-0.4277501,-0.4121136,0.0156365
51,-0.05818953,-0.0076482845,"('uneducated', 'educated')",-0.0581895,-0.0076483,0.0505412
52,-0.899175,-1.1212447,"('irrational', 'rational')",-0.899175,-1.1212447,-0.2220697
53,0.2638879,0.18977892,"('uncreative', 'creative')",0.2638879,0.1897789,-0.074109
54,0.59743786,0.618654,"('incapable', 'capable')",0.5974379,0.618654,0.0212161
55,1.0321031,1.0970889,"('incompetent', 'clever')",1.0321031,1.0970889,0.0649858
56,1.4138918,1.4652162,"('impractical', 'practical')",1.4138918,1.4652162,0.0513244
57,-1.9570539,-2.0463905,"('unimaginative', 'imaginative')",-1.9570539,-2.0463905,-0.0893366
58,0.2200683,0.20364155,"('undiscriminating', 'discriminating')",0.2200683,0.2036415,-0.0164268
59,0.35324097,0.34511405,"('foolish', 'wise')",0.353241,0.3451141,-0.0081269
60,0.7933833,0.9784859,"('inefficient', 'efficient')",0.7933833,0.9784859,0.1851026
61,0.38908285,0.19903651,"('illogical', 'logical')",0.3890828,0.1990365,-0.1900463
62,0.96186185,1.07482,"('incompetent', 'brilliant')",0.9618618,1.07482,0.1129582
63,0.858091,0.8914099,"('unperceptive', 'insightful')",0.858091,0.8914099,0.0333189
64,-4.9621353,-5.00618,"('shy', 'confident')",-4.9621353,-5.0061798,-0.0440445
65,0.5031737,0.6101011,"('insecure', 'secure')",0.5031737,0.6101011,0.1069274
66,0.30265597,0.31464595,"('inactive', 'active')",0.302656,0.3146459,0.0119899
67,-0.44883278,-0.34015575,"('doubtful', 'determined')",-0.4488328,-0.3401558,0.108677
68,-1.0109673,-0.92704,"('dependent', 'independent')",-1.0109673,-0.92704,0.0839273
69,-1.8951343,-1.9673815,"('lazy', 'industrious')",-1.8951343,-1.9673815,-0.0722472
70,1.7265573,1.7151446,"('lethargic', 'energetic')",1.7265573,1.7151446,-0.0114127
71,0.42665297,0.43331277,"('diffident', 'self-confident')",0.426653,0.4333128,0.0066598
72,0.8592114,0.91307366,"('unambitious', 'ambitious')",0.8592114,0.9130737,0.0538623
73,-3.2938168,-3.272581,"('helpless', 'self-reliant')",-3.2938168,-3.2725811,0.0212357
74,0.13586862,0.09484613,"('undedicated', 'dedicated')",0.1358686,0.0948461,-0.0410225
75,-0.59016436,-0.5067786,"('meek', 'impulsive')",-0.5901644,-0.5067786,0.0833858
76,-0.121467166,-0.04892823,"('anxious', 'daring')",-0.1214672,-0.0489282,0.072539
77,-0.46816635,-0.32865557,"('unmotivated', 'motivated')",-0.4681664,-0.3286556,0.1395108
78,-0.9238794,-0.9614447,"('nonresilient', 'resilient')",-0.9238794,-0.9614447,-0.0375653
79,-0.35152948,-0.32078773,"('wavering', 'unwavering')",-0.3515295,-0.3207877,0.0307418
80,0.24777144,0.26688728,"('dominated', 'dominating')",0.2477714,0.2668873,0.0191159
81,-0.19179577,-0.036677152,"('submissive', 'aggressive')",-0.1917958,-0.0366772,0.1551186
82,5.5469384,5.657471,"('poor', 'rich')",5.5469384,5.6574712,0.1105328
83,-0.1921084,-0.09748919,"('powerless', 'powerful')",-0.1921084,-0.0974892,0.0946192
84,0.50927323,0.48631567,"('inferior', 'superior')",0.5092732,0.4863157,-0.0229575
85,-1.1902475,-1.3305353,"('insignificant', 'prestigious')",-1.1902475,-1.3305353,-0.1402878
86,0.6117765,0.5518733,"('uninfluential', 'influential')",0.6117765,0.5518733,-0.0599032
87,-0.37136444,-0.2631992,"('unsuccessful', 'successful')",-0.3713644,-0.2631992,0.1081652
88,0.12592642,0.14969757,"('low', 'eminent')",0.1259264,0.1496976,0.0237712
