,webpage_male,webpage_female,tuple,average_male,average_female,female-male
0,0.06956932,-0.13080238,"('unsociable', 'sociable')",0.0695693,-0.1308024,-0.2003717
1,0.65210205,0.7214876,"('unfriendly', 'friendly')",0.6521021,0.7214876,0.0693855
2,-0.35858294,-0.31363636,"('unlikable', 'likable')",-0.3585829,-0.3136364,0.0449465
3,-0.082069874,-0.004976826,"('repellent', 'pleasant')",-0.0820699,-0.0049768,0.0770931
4,-3.247707,-3.3828979,"('disliked', 'liked')",-3.2477069,-3.3828979,-0.135191
5,0.44672453,0.62806773,"('distant', 'outgoing')",0.4467245,0.6280677,0.1813432
6,1.0042918,1.2149899,"('distant', 'open')",1.0042918,1.2149899,0.2106981
7,0.6678274,0.6218337,"('insensitive', 'sensitive')",0.6678274,0.6218337,-0.0459937
8,-0.23241368,-0.21912356,"('unaffectionate', 'affectionate')",-0.2324137,-0.2191236,0.0132901
9,0.05878099,0.047806263,"('unaffectionate', 'caring')",0.058781,0.0478063,-0.0109747
10,-0.50035125,-0.6635729,"('unsympathetic', 'sympathetic')",-0.5003513,-0.6635729,-0.1632216
11,1.3832526,1.3448024,"('unhelpful', 'helpful')",1.3832526,1.3448024,-0.0384502
12,-0.6206661,-0.53873074,"('unsupportive', 'supportive')",-0.6206661,-0.5387307,0.0819354
13,0.030570889,-0.08555165,"('impolite', 'polite')",0.0305709,-0.0855516,-0.1161225
14,0.47757062,0.2976943,"('antisocial', 'social')",0.4775706,0.2976943,-0.1798763
15,-0.27233115,-0.37787777,"('boring', 'funny')",-0.2723311,-0.3778778,-0.1055467
16,0.7931815,0.90732163,"('unpopular', 'popular')",0.7931815,0.9073216,0.1141401
17,0.045840677,0.11659124,"('nasty', 'nice')",0.0458407,0.1165912,0.0707505
18,-0.3226059,-0.20354567,"('disagreeable', 'welcoming')",-0.3226059,-0.2035457,0.1190602
19,-0.15654752,-0.024784379,"('inhospitable', 'hospitable')",-0.1565475,-0.0247844,0.1317631
