,medium_male,medium_female,tuple,average_male,average_female,female-male
0,0.10777886,-0.07981026,"('unsociable', 'sociable')",0.1077789,-0.0798103,-0.1875892
1,1.4255412,1.231496,"('unfriendly', 'friendly')",1.4255412,1.231496,-0.1940452
2,0.16614763,0.25909203,"('unlikable', 'likable')",0.1661476,0.259092,0.0929444
3,0.4351425,0.59173876,"('repellent', 'pleasant')",0.4351425,0.5917388,0.1565963
4,-6.4939446,-6.6678405,"('disliked', 'liked')",-6.4939446,-6.6678405,-0.1738959
5,-0.46338832,-0.43555972,"('distant', 'outgoing')",-0.4633883,-0.4355597,0.0278286
6,0.35667878,0.2520645,"('distant', 'open')",0.3566788,0.2520645,-0.1046143
7,1.167114,1.143951,"('insensitive', 'sensitive')",1.167114,1.1439511,-0.0231629
8,1.2066599,1.0410383,"('unaffectionate', 'affectionate')",1.2066599,1.0410383,-0.1656216
9,1.679198,1.5335913,"('unaffectionate', 'caring')",1.679198,1.5335913,-0.1456067
10,0.6899534,0.7415121,"('unsympathetic', 'sympathetic')",0.6899534,0.7415121,0.0515587
11,1.440312,1.4464259,"('unhelpful', 'helpful')",1.440312,1.4464259,0.0061139
12,-1.7277156,-1.7995849,"('unsupportive', 'supportive')",-1.7277156,-1.7995849,-0.0718693
13,-0.6990917,-0.67753536,"('impolite', 'polite')",-0.6990917,-0.6775354,0.0215563
14,-0.39264992,-0.34941363,"('antisocial', 'social')",-0.3926499,-0.3494136,0.0432363
15,0.6718544,0.5447149,"('boring', 'funny')",0.6718544,0.5447149,-0.1271395
16,0.3808661,0.29546142,"('unpopular', 'popular')",0.3808661,0.2954614,-0.0854047
17,-0.23662186,-0.1559177,"('nasty', 'nice')",-0.2366219,-0.1559177,0.0807042
18,-0.5921939,-0.6225744,"('disagreeable', 'welcoming')",-0.5921939,-0.6225744,-0.0303805
19,-0.38434187,-0.46512297,"('inhospitable', 'hospitable')",-0.3843419,-0.465123,-0.0807811
20,0.7382169,0.7146243,"('rough', 'thoughtful')",0.7382169,0.7146243,-0.0235926
21,-0.42145187,-0.2698324,"('immoral', 'moral')",-0.4214519,-0.2698324,0.1516195
22,-0.7515135,-0.6885523,"('untrustworthy', 'trustworthy')",-0.7515135,-0.6885523,0.0629612
