,institute_male,institute_female,tuple,average_male,average_female,female-male
0,0.36370617,0.19912288,"('unsociable', 'sociable')",0.3637062,0.1991229,-0.1645833
1,1.711618,1.6473855,"('unfriendly', 'friendly')",1.7116179,1.6473855,-0.0642324
2,0.5087308,0.5358794,"('unlikable', 'likable')",0.5087308,0.5358794,0.0271486
3,0.22540101,0.20058605,"('repellent', 'pleasant')",0.225401,0.2005861,-0.0248149
4,-6.281949,-6.357626,"('disliked', 'liked')",-6.281949,-6.357626,-0.075677
5,-0.8084684,-0.75938493,"('distant', 'outgoing')",-0.8084684,-0.7593849,0.0490835
6,-0.0357214,-0.03821274,"('distant', 'open')",-0.0357214,-0.0382127,-0.0024913
7,1.2989013,1.3474053,"('insensitive', 'sensitive')",1.2989013,1.3474053,0.048504
8,0.838392,0.7179208,"('unaffectionate', 'affectionate')",0.838392,0.7179208,-0.1204712
9,1.3827277,1.2934737,"('unaffectionate', 'caring')",1.3827277,1.2934737,-0.089254
10,0.5523387,0.5717047,"('unsympathetic', 'sympathetic')",0.5523387,0.5717047,0.019366
11,1.776792,1.8220621,"('unhelpful', 'helpful')",1.776792,1.8220621,0.0452701
12,-1.6639472,-1.6919651,"('unsupportive', 'supportive')",-1.6639472,-1.6919651,-0.0280179
13,-1.0815428,-1.0892876,"('impolite', 'polite')",-1.0815428,-1.0892876,-0.0077448
14,0.20942423,0.2331511,"('antisocial', 'social')",0.2094242,0.2331511,0.0237269
15,0.563437,0.46720445,"('boring', 'funny')",0.563437,0.4672045,-0.0962325
16,0.028101906,-0.050652727,"('unpopular', 'popular')",0.0281019,-0.0506527,-0.0787546
17,-0.18479069,-0.12600154,"('nasty', 'nice')",-0.1847907,-0.1260015,0.0587892
18,-0.4811949,-0.5137038,"('disagreeable', 'welcoming')",-0.4811949,-0.5137038,-0.0325089
19,-0.41391245,-0.40695435,"('inhospitable', 'hospitable')",-0.4139124,-0.4069543,0.0069581
20,1.446485,1.4646988,"('rough', 'thoughtful')",1.446485,1.4646988,0.0182138
21,-0.24111225,-0.15050943,"('immoral', 'moral')",-0.2411122,-0.1505094,0.0906028
22,-0.43074524,-0.3231857,"('untrustworthy', 'trustworthy')",-0.4307452,-0.3231857,0.1075595
23,5.91996,5.932737,"('insincere', 'sincere')",5.91996,5.9327369,0.0127769
24,1.0881456,1.0755014,"('dishonest', 'honest')",1.0881456,1.0755014,-0.0126442
25,1.1248826,1.0503598,"('egoistic', 'altruistic')",1.1248826,1.0503598,-0.0745228
26,2.5914133,2.6248672,"('hardhearted', 'benevolent')",2.5914133,2.6248672,0.0334539
27,1.646864,1.4618908,"('hardhearted', 'softhearted')",1.6468641,1.4618908,-0.1849733
28,0.9571433,0.9456844,"('disloyal', 'loyal')",0.9571433,0.9456844,-0.0114589
29,-0.82240903,-0.949563,"('unfair', 'fair')",-0.822409,-0.949563,-0.127154
30,0.91734165,0.8515857,"('intolerant', 'tolerant')",0.9173416,0.8515857,-0.0657559
31,-0.97817063,-0.9713955,"('evil', 'good')",-0.9781706,-0.9713955,0.0067751
32,0.7904943,0.7207283,"('unkind', 'kind')",0.7904943,0.7207283,-0.069766
33,-0.66117954,-0.7674722,"('wrong', 'right')",-0.6611795,-0.7674722,-0.1062927
34,5.2687373,5.4381504,"('mean', 'honorable')",5.2687373,5.4381504,0.1694131
35,-0.38422894,-0.52487576,"('corrupt', 'incorrupt')",-0.3842289,-0.5248758,-0.1406469
36,-0.117921054,-0.26839402,"('hostile', 'amicable')",-0.1179211,-0.268394,-0.1504729
37,0.26931038,0.26480263,"('fake', 'genuine')",0.2693104,0.2648026,-0.0045078
38,-0.2421023,-0.19124705,"('untruthful', 'truthful')",-0.2421023,-0.191247,0.0508553
39,0.004708389,0.09629383,"('exploitative', 'cooperative')",0.0047084,0.0962938,0.0915854
40,-2.130687,-2.2586122,"('stingy', 'generous')",-2.130687,-2.2586122,-0.1279252
41,0.80671877,0.7524877,"('unforgiving', 'forgiving')",0.8067188,0.7524877,-0.0542311
42,-2.446469,-2.452641,"('unreliable', 'reliable')",-2.4464691,-2.452641,-0.0061719
43,0.92324454,0.965553,"('irresponsible', 'responsible')",0.9232445,0.965553,0.0423085
44,-1.6938083,-1.5537552,"('prejudiced', 'unprejudiced')",-1.6938083,-1.5537552,0.1400531
45,0.23417577,0.21551771,"('incompetent', 'competent')",0.2341758,0.2155177,-0.0186581
46,-0.8933758,-0.9950007,"('uncompetitive', 'competitive')",-0.8933758,-0.9950007,-0.1016249
47,5.1352015,5.343125,"('stupid', 'smart')",5.1352015,5.3431249,0.2079234
48,0.5566801,0.5568892,"('unintelligent', 'intelligent')",0.5566801,0.5568892,0.0002091
49,0.33475697,0.38069105,"('unable', 'able')",0.334757,0.3806911,0.0459341
50,-0.9484971,-1.034227,"('clumsy', 'skillful')",-0.9484971,-1.034227,-0.0857299
51,0.4167327,0.26622793,"('uneducated', 'educated')",0.4167327,0.2662279,-0.1505048
52,0.04977665,-0.18163005,"('irrational', 'rational')",0.0497767,-0.18163,-0.2314067
53,0.09487407,0.059892375,"('uncreative', 'creative')",0.0948741,0.0598924,-0.0349817
54,0.9615781,0.9969549,"('incapable', 'capable')",0.9615781,0.9969549,0.0353768
55,0.33965614,0.32982802,"('incompetent', 'clever')",0.3396561,0.329828,-0.0098281
56,0.9012711,0.85167587,"('impractical', 'practical')",0.9012711,0.8516759,-0.0495952
