,ametek_male,ametek_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5822545,-0.72262484,"('unsociable', 'sociable')",-0.31846,-0.4414158,-0.4503573,-0.5820203,-0.131663
1,-0.94221497,-0.9405141,"('unfriendly', 'friendly')",1.315399,1.1622002,0.186592,0.1108431,-0.0757489
2,1.0305574,1.1120675,"('unlikable', 'likable')",0.90989876,0.9868175,0.9702281,1.0494425,0.0792144
3,0.097303845,0.15493193,"('repellent', 'pleasant')",0.3179592,0.3377294,0.2076315,0.2463307,0.0386992
4,-0.25325945,-0.30369157,"('disliked', 'liked')",-5.583606,-5.6433268,-2.9184327,-2.9735091,-0.0550764
5,-0.9987226,-0.88672584,"('distant', 'outgoing')",-0.69161725,-0.66340953,-0.8451699,-0.7750677,0.0701022
6,-1.3733615,-1.2290541,"('distant', 'open')",-0.42704827,-0.44139296,-0.9002049,-0.8352236,0.0649813
7,-0.22372799,-0.2510865,"('insensitive', 'sensitive')",0.27466872,0.2629502,0.0254704,0.0059319,-0.0195385
8,-0.92413974,-0.92826223,"('unaffectionate', 'affectionate')",0.32045686,0.22350132,-0.3018414,-0.3523805,-0.0505391
9,-1.1056534,-1.1652842,"('unaffectionate', 'caring')",0.58833456,0.506092,-0.2586594,-0.3295961,-0.0709367
10,-0.98574317,-0.9989802,"('unsympathetic', 'sympathetic')",-0.6717687,-0.7036921,-0.828756,-0.8513361,-0.0225801
11,0.2523904,0.21115409,"('unhelpful', 'helpful')",1.7292346,1.7225263,0.9908125,0.9668402,-0.0239723
12,-0.723678,-0.6099052,"('unsupportive', 'supportive')",-1.9935322,-1.9674121,-1.3586051,-1.2886586,0.0699465
13,-0.39415044,-0.499713,"('impolite', 'polite')",-0.53287107,-0.5464202,-0.4635108,-0.5230666,-0.0595558
14,0.23498748,0.1419703,"('antisocial', 'social')",-0.13085167,-0.18845,0.0520679,-0.0232398,-0.0753077
15,0.62065524,0.5079172,"('boring', 'funny')",0.7261852,0.7163231,0.6734202,0.6121202,-0.0613
16,-0.21433288,-0.24008387,"('unpopular', 'popular')",0.76234865,0.75918525,0.2740079,0.2595507,-0.0144572
17,-0.38873923,-0.33211598,"('nasty', 'nice')",-0.10671842,-0.08813818,-0.2477288,-0.2101271,0.0376017
18,0.0022291392,0.06921327,"('disagreeable', 'welcoming')",-0.2691589,-0.2996644,-0.1334649,-0.1152256,0.0182393
19,-1.0966253,-1.0177988,"('inhospitable', 'hospitable')",-0.21620275,-0.17565021,-0.656414,-0.5967245,0.0596895
20,-0.1187995,-0.11392571,"('rough', 'thoughtful')",1.0459049,1.0203003,0.4635527,0.4531873,-0.0103654
21,0.17441118,0.04744135,"('immoral', 'moral')",-0.00878198,-0.00023826212,0.0828146,0.0236015,-0.0592131
22,0.29888785,0.32380223,"('untrustworthy', 'trustworthy')",-0.737941,-0.8352524,-0.2195266,-0.2557251,-0.0361985
23,-0.07687585,-0.13074407,"('insincere', 'sincere')",5.0729294,4.9424596,2.4980268,2.4058578,-0.092169
24,-0.3051701,-0.35113114,"('dishonest', 'honest')",0.32835123,0.25725767,0.0115906,-0.0469367,-0.0585273
25,-0.16953124,-0.22818905,"('egoistic', 'altruistic')",1.412884,1.3696016,0.6216764,0.5707062,-0.0509702
26,0.33943278,0.34717152,"('hardhearted', 'benevolent')",1.8257209,1.786952,1.0825769,1.0670618,-0.0155151
27,-0.3216799,-0.25062433,"('hardhearted', 'softhearted')",0.8357655,0.7866418,0.2570428,0.2680087,0.0109659
28,-0.59177965,-0.74566084,"('disloyal', 'loyal')",0.80201757,0.6241461,0.105119,-0.0607574,-0.1658764
29,-0.840743,-0.867195,"('unfair', 'fair')",-0.67526203,-0.7968236,-0.7580025,-0.8320093,-0.0740068
30,1.0703977,0.97319776,"('intolerant', 'tolerant')",1.6131244,1.558111,1.3417611,1.2656543,-0.0761068
31,-1.0990162,-0.87970406,"('evil', 'good')",-1.1212734,-1.1328748,-1.1101449,-1.0062895,0.1038554
32,0.033387713,-0.08813703,"('unkind', 'kind')",0.9780874,0.83682,0.5057375,0.3743415,-0.131396
33,0.2102363,0.14909223,"('wrong', 'right')",-0.59516543,-0.6475151,-0.1924646,-0.2492114,-0.0567468
34,0.23382108,0.37073883,"('mean', 'honorable')",5.6797996,5.7434993,2.9568102,3.0571191,0.1003089
35,-0.5349117,-0.5710644,"('corrupt', 'incorrupt')",-0.2982483,-0.38538775,-0.41658,-0.4782261,-0.0616461
36,-0.750702,-0.7394275,"('hostile', 'amicable')",0.28511643,0.09837717,-0.2327928,-0.3205252,-0.0877324
37,-0.4085203,-0.47051984,"('fake', 'genuine')",-0.26374635,-0.28742573,-0.3361333,-0.3789728,-0.0428395
38,-0.647738,-0.63009715,"('untruthful', 'truthful')",-0.34886065,-0.3506739,-0.4982993,-0.4903855,0.0079138
39,0.81273055,0.8548254,"('exploitative', 'cooperative')",0.39064378,0.42345992,0.6016872,0.6391426,0.0374554
40,-0.23319402,-0.23032759,"('stingy', 'generous')",-1.8230003,-1.9124329,-1.0280972,-1.0713803,-0.0432831
41,-0.14320645,-0.1043643,"('unforgiving', 'forgiving')",0.16000234,0.058515836,0.0083979,-0.0229242,-0.0313221
42,0.43093935,0.4891212,"('unreliable', 'reliable')",-2.9902723,-2.941121,-1.2796664,-1.226,0.0536664
43,-0.1517124,-0.055753972,"('irresponsible', 'responsible')",0.33809146,0.35772082,0.0931895,0.1509834,0.0577939
44,0.061466277,0.104330406,"('prejudiced', 'unprejudiced')",-1.4051636,-1.3298149,-0.6718487,-0.6127422,0.0591065
45,-0.68361074,-0.6178433,"('incompetent', 'competent')",-0.33298993,-0.35548067,-0.5083003,-0.486662,0.0216383
46,-0.25673106,-0.2662564,"('uncompetitive', 'competitive')",-0.2537895,-0.2568592,-0.2552603,-0.2615578,-0.0062975
47,0.11066364,0.2069639,"('stupid', 'smart')",4.8526845,4.8992047,2.481674,2.5530844,0.0714104
48,-0.081413485,-0.1374676,"('unintelligent', 'intelligent')",0.58666867,0.558689,0.2526276,0.2106107,-0.0420169
49,0.05783941,0.22164115,"('unable', 'able')",-0.09532208,-0.028211385,-0.0187413,0.0967149,0.1154562
50,0.32627472,0.34489638,"('clumsy', 'skillful')",0.20796143,0.15919837,0.2671181,0.2520474,-0.0150707
51,-0.5075857,-0.7343578,"('uneducated', 'educated')",0.8409967,0.754602,0.1667055,0.0101221,-0.1565834
52,-0.30712634,-0.3823041,"('irrational', 'rational')",0.44172952,0.33273622,0.0673016,-0.0247839,-0.0920855
53,-0.7637163,-0.7702974,"('uncreative', 'creative')",0.56383204,0.48847944,-0.0999421,-0.140909,-0.0409669
