,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2841634,-0.70248437,"('unsociable', 'sociable')",-1.4423513,-1.834109,-0.8632573,-1.2682967,-0.4050394
1,0.3961168,0.4664553,"('unfriendly', 'friendly')",-0.53783435,-0.451288,-0.0708588,0.0075836,0.0784424
2,1.6047752,1.5521344,"('unlikable', 'likable')",1.6489471,1.7316582,1.6268611,1.6418962,0.0150351
3,-0.57258666,-0.7086663,"('repellent', 'pleasant')",-1.3269614,-1.4341087,-0.949774,-1.0713875,-0.1216135
4,0.10345385,0.13647242,"('disliked', 'liked')",0.09932024,0.19646065,0.101387,0.1664665,0.0650795
5,-0.1348115,0.17168231,"('distant', 'outgoing')",0.5822407,0.9597891,0.2237146,0.5657357,0.3420211
6,0.04592368,0.4406337,"('distant', 'open')",0.76729256,1.2956785,0.4066081,0.8681561,0.461548
7,0.06639431,-0.14307824,"('insensitive', 'sensitive')",-1.0965478,-1.2143278,-0.5150768,-0.678703,-0.1636262
8,-0.30391577,-0.161772,"('unaffectionate', 'affectionate')",-0.24172503,0.0017097145,-0.2728204,-0.0800311,0.1927893
9,0.6223015,0.70645964,"('unaffectionate', 'caring')",-0.6836708,-0.5232415,-0.0306846,0.0916091,0.1222937
10,-0.94353074,-1.2359978,"('unsympathetic', 'sympathetic')",-1.7362578,-2.0564015,-1.3398943,-1.6461997,-0.3063054
11,-0.20049594,-0.56502557,"('unhelpful', 'helpful')",-1.473358,-1.7100811,-0.836927,-1.1375533,-0.3006263
12,0.35827628,0.19954914,"('unsupportive', 'supportive')",-0.8668679,-0.78241587,-0.2542958,-0.2914334,-0.0371376
13,-0.6243939,-1.05178,"('impolite', 'polite')",-1.6942749,-1.9366945,-1.1593344,-1.4942372,-0.3349028
14,1.0493009,0.59529585,"('antisocial', 'social')",-0.35493645,-0.72748584,0.3471822,-0.066095,-0.4132772
15,1.6018823,1.5336596,"('boring', 'funny')",1.4012226,1.3027813,1.5015525,1.4182205,-0.083332
16,-0.43830386,-0.3423232,"('unpopular', 'popular')",0.028376449,0.18444224,-0.2049637,-0.0789405,0.1260232
17,-0.60147226,-0.654908,"('nasty', 'nice')",-0.5091567,-0.4638634,-0.5553145,-0.5593857,-0.0040712
18,-1.3887975,-1.3708792,"('disagreeable', 'welcoming')",0.25112617,0.4431177,-0.5688357,-0.4638807,0.104955
19,0.029147044,0.17164922,"('inhospitable', 'hospitable')",0.07290512,0.28572536,0.0510261,0.2286873,0.1776612
20,0.04922557,-0.039351508,"('rough', 'thoughtful')",-0.25155765,-0.25564536,-0.101166,-0.1474984,-0.0463324
21,1.2136081,0.9167762,"('immoral', 'moral')",0.23737153,-0.054527942,0.7254899,0.4311241,-0.2943658
22,0.037756056,-0.22584942,"('untrustworthy', 'trustworthy')",-0.40239784,-0.5331814,-0.1823209,-0.3795154,-0.1971945
23,0.41152507,0.21594504,"('insincere', 'sincere')",-1.5737187,-1.7986705,-0.5810968,-0.7913628,-0.210266
24,0.13882829,0.07085851,"('dishonest', 'honest')",-0.8400217,-0.83644974,-0.3505967,-0.3827956,-0.0321989
25,0.66231394,0.91704106,"('egoistic', 'altruistic')",0.51074314,0.60519576,0.5865285,0.7611184,0.1745899
26,1.404918,1.3269397,"('hardhearted', 'benevolent')",1.4882373,1.3620659,1.4465775,1.3445028,-0.1020747
27,0.25596404,0.39117336,"('hardhearted', 'softhearted')",-1.7101882,-1.5338875,-0.7271121,-0.5713571,0.155755
28,-0.4940058,-0.68852156,"('disloyal', 'loyal')",-1.0827839,-1.2643,-0.7883949,-0.9764107,-0.1880158
29,1.063599,1.0739293,"('unfair', 'fair')",-0.08271842,-0.08054595,0.4904403,0.4966917,0.0062514
30,0.55702597,0.20864108,"('intolerant', 'tolerant')",-0.59862924,-0.90438116,-0.0208016,-0.3478701,-0.3270685
31,-0.36786696,-0.09804451,"('evil', 'good')",0.544186,0.92851454,0.0881595,0.415235,0.3270755
32,0.72633,0.52001494,"('unkind', 'kind')",0.03766687,-0.09530355,0.3819984,0.2123557,-0.1696427
33,0.8090809,0.9257212,"('wrong', 'right')",0.7041274,0.825636,0.7566041,0.8756787,0.1190746
34,-0.28294307,-0.12348481,"('mean', 'honorable')",-0.41765693,-0.3419655,-0.3503,-0.2327252,0.1175748
35,-1.1076448,-0.9019769,"('corrupt', 'incorrupt')",0.75242746,0.8952889,-0.1776087,-0.003344,0.1742647
36,-0.33840483,-0.01655297,"('hostile', 'amicable')",-0.2976449,-0.13152477,-0.3180249,-0.0740389,0.243986
37,0.3283166,0.35697132,"('fake', 'genuine')",-0.31325445,-0.3081175,0.0075311,0.0244269,0.0168958
38,-1.2506806,-1.2322072,"('untruthful', 'truthful')",-1.0400548,-1.0404017,-1.1453676,-1.1363044,0.0090632
39,1.5007464,1.4242895,"('exploitative', 'cooperative')",-0.34166622,-0.37905148,0.5795401,0.522619,-0.0569211
40,-0.85110223,-0.8486218,"('stingy', 'generous')",-1.1791577,-1.083958,-1.01513,-0.9662899,0.0488401
41,-0.44145444,-0.6577653,"('unforgiving', 'forgiving')",-1.2916965,-1.3641738,-0.8665755,-1.0109695,-0.144394
42,0.48330197,0.3612791,"('unreliable', 'reliable')",1.0342721,0.9989878,0.758787,0.6801335,-0.0786535
43,-0.043384556,-0.15969679,"('irresponsible', 'responsible')",-1.8281585,-1.877147,-0.9357715,-1.0184219,-0.0826504
44,-0.1294139,-0.06904554,"('prejudiced', 'unprejudiced')",0.09238551,0.2746663,-0.0185142,0.1028104,0.1213246
45,0.30826455,-0.07021251,"('incompetent', 'competent')",-1.8527685,-2.0517714,-0.772252,-1.060992,-0.28874
46,-0.72899526,-1.0886954,"('uncompetitive', 'competitive')",-0.82965255,-1.1666116,-0.7793239,-1.1276535,-0.3483296
47,-0.6203535,-0.76647425,"('stupid', 'smart')",-0.6849287,-0.68327135,-0.6526411,-0.7248728,-0.0722317
48,0.59892625,0.3920604,"('unintelligent', 'intelligent')",-1.1665019,-1.3175907,-0.2837878,-0.4627652,-0.1789774
49,-0.57617974,-0.7006538,"('unable', 'able')",-0.82667387,-0.78076833,-0.7014268,-0.7407111,-0.0392843
50,-0.34445855,-0.33360046,"('clumsy', 'skillful')",0.9806293,1.0190647,0.3180854,0.3427321,0.0246467
51,-0.59208745,-0.9335941,"('uneducated', 'educated')",-0.166035,-0.61216205,-0.3790612,-0.7728781,-0.3938169
52,0.3339467,0.46911684,"('irrational', 'rational')",1.0824938,1.1228493,0.7082202,0.7959831,0.0877629
53,1.0481492,1.1753654,"('uncreative', 'creative')",-0.5890896,-0.53687704,0.2295298,0.3192442,0.0897144
54,0.40121216,0.3754712,"('incapable', 'capable')",0.26034963,0.21809818,0.3307809,0.2967847,-0.0339962
55,0.46488792,0.09896085,"('incompetent', 'clever')",-1.3662208,-1.5481958,-0.4506665,-0.7246175,-0.273951
56,1.3014842,0.9852536,"('impractical', 'practical')",-0.91897273,-1.2630776,0.1912557,-0.138912,-0.3301677
57,-0.22257936,-0.53334963,"('unimaginative', 'imaginative')",-1.1628985,-1.4600511,-0.692739,-0.9967003,-0.3039613
58,0.3564371,0.1991121,"('undiscriminating', 'discriminating')",0.23595758,0.12342086,0.2961973,0.1612665,-0.1349308
59,0.38683814,0.51103413,"('foolish', 'wise')",0.72841716,0.85915506,0.5576277,0.6850946,0.1274669
60,0.75586075,0.44847775,"('inefficient', 'efficient')",-1.3118923,-1.5829421,-0.2780158,-0.5672322,-0.2892164
61,0.8914239,0.7229351,"('illogical', 'logical')",-0.0975128,-0.20004581,0.3969555,0.2614446,-0.1355109
62,1.2666082,0.99206996,"('incompetent', 'brilliant')",-1.0472132,-1.1977415,0.1096975,-0.1028358,-0.2125333
63,-0.3637331,-0.6404774,"('unperceptive', 'insightful')",-0.28312904,-0.44043663,-0.3234311,-0.540457,-0.2170259
64,-0.7919848,-0.9935889,"('shy', 'confident')",-0.13904971,-0.33895987,-0.4655173,-0.6662744,-0.2007571
65,0.14717296,-0.12025685,"('insecure', 'secure')",-0.62792313,-1.0305096,-0.2403751,-0.5753832,-0.3350081
66,-0.46405828,-0.3596878,"('inactive', 'active')",0.7492517,0.9690578,0.1425967,0.304685,0.1620883
67,-0.6723829,-0.8646369,"('doubtful', 'determined')",-0.19724202,-0.33630657,-0.4348125,-0.6004717,-0.1656592
