,contingency_male,contingency_female,tuple,average_male,average_female,female-male
48,-1.222083,-1.3102697,"('unintelligent', 'intelligent')",-1.222083,-1.3102697,-0.0881867
49,-0.80369896,-0.7252396,"('unable', 'able')",-0.803699,-0.7252396,0.0784594
50,0.15187152,0.27322686,"('clumsy', 'skillful')",0.1518715,0.2732269,0.1213554
51,-0.62803304,-0.73644865,"('uneducated', 'educated')",-0.628033,-0.7364486,-0.1084156
52,-0.39325064,-0.35975376,"('irrational', 'rational')",-0.3932506,-0.3597538,0.0334968
53,-1.0290085,-1.0048374,"('uncreative', 'creative')",-1.0290085,-1.0048374,0.0241711
54,0.06859122,0.14424604,"('incapable', 'capable')",0.0685912,0.144246,0.0756548
55,-0.76405215,-0.8160954,"('incompetent', 'clever')",-0.7640522,-0.8160954,-0.0520432
56,0.06804239,-0.033126026,"('impractical', 'practical')",0.0680424,-0.033126,-0.1011684
57,-2.1695333,-2.1303108,"('unimaginative', 'imaginative')",-2.1695333,-2.1303108,0.0392225
58,-0.0329585,-0.1181156,"('undiscriminating', 'discriminating')",-0.0329585,-0.1181156,-0.0851571
59,0.35654086,0.47806767,"('foolish', 'wise')",0.3565409,0.4780677,0.1215268
60,-0.5857216,-0.74337953,"('inefficient', 'efficient')",-0.5857216,-0.7433795,-0.1576579
61,-0.3225964,-0.4361114,"('illogical', 'logical')",-0.3225964,-0.4361114,-0.113515
62,-0.27332765,-0.27541143,"('incompetent', 'brilliant')",-0.2733276,-0.2754114,-0.0020838
63,-0.45722818,-0.5505271,"('unperceptive', 'insightful')",-0.4572282,-0.5505271,-0.0932989
64,-1.7432545,-1.7196294,"('shy', 'confident')",-1.7432545,-1.7196294,0.0236251
65,-0.20380467,-0.34651408,"('insecure', 'secure')",-0.2038047,-0.3465141,-0.1427094
66,-0.0150814075,-0.008552194,"('inactive', 'active')",-0.0150814,-0.0085522,0.0065292
67,1.1165699,1.0614176,"('doubtful', 'determined')",1.1165699,1.0614176,-0.0551523
68,-0.42151743,-0.44292676,"('dependent', 'independent')",-0.4215174,-0.4429268,-0.0214094
69,1.1830857,1.2787573,"('lazy', 'industrious')",1.1830857,1.2787573,0.0956716
70,0.29690403,0.23212445,"('lethargic', 'energetic')",0.296904,0.2321244,-0.0647796
71,-0.3767973,-0.30455175,"('diffident', 'self-confident')",-0.3767973,-0.3045518,0.0722455
72,-0.3726809,-0.43150216,"('unambitious', 'ambitious')",-0.3726809,-0.4315022,-0.0588213
73,-0.8020078,-0.6943373,"('helpless', 'self-reliant')",-0.8020078,-0.6943373,0.1076705
74,-0.6768498,-0.7450687,"('undedicated', 'dedicated')",-0.6768498,-0.7450687,-0.0682189
75,0.8126596,0.94468486,"('meek', 'impulsive')",0.8126596,0.9446849,0.1320253
76,-0.10404777,-0.2429414,"('anxious', 'daring')",-0.1040478,-0.2429414,-0.1388936
77,-0.63545483,-0.6206314,"('unmotivated', 'motivated')",-0.6354548,-0.6206314,0.0148234
78,-0.6043737,-0.5779675,"('nonresilient', 'resilient')",-0.6043737,-0.5779675,0.0264062
79,-0.95634913,-0.89936864,"('wavering', 'unwavering')",-0.9563491,-0.8993686,0.0569805
80,0.7864332,0.6980379,"('dominated', 'dominating')",0.7864332,0.6980379,-0.0883953
81,0.52608424,0.3990192,"('submissive', 'aggressive')",0.5260842,0.3990192,-0.127065
82,1.3319082,1.3198156,"('poor', 'rich')",1.3319082,1.3198156,-0.0120926
83,-0.083277054,-0.18088298,"('powerless', 'powerful')",-0.0832771,-0.180883,-0.0976059
84,0.782444,0.7276691,"('inferior', 'superior')",0.782444,0.7276691,-0.0547749
85,-0.48709974,-0.40665966,"('insignificant', 'prestigious')",-0.4870997,-0.4066597,0.08044
86,-2.2284334,-2.3105457,"('uninfluential', 'influential')",-2.2284334,-2.3105457,-0.0821123
87,-0.17223632,-0.19297753,"('unsuccessful', 'successful')",-0.1722363,-0.1929775,-0.0207412
88,-0.27739218,-0.3406787,"('low', 'eminent')",-0.2773922,-0.3406787,-0.0632865
