,yum_male,yum_female,tuple,china_male,china_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.249247,-1.2849367,"('unsociable', 'sociable')",-0.5941379,-0.6716679,0.37542322,0.21688038,-0.24871834,-0.32904232,-0.42917,-0.5171916,-0.0880216
1,-0.2817758,-0.23188849,"('unfriendly', 'friendly')",0.0007855557,-0.010235881,-0.043605343,-0.14092983,1.838027,1.7185504,0.3783579,0.333874,-0.0444839
2,1.243952,1.2610033,"('unlikable', 'likable')",1.4534171,1.4668202,1.7842174,1.930826,0.49437952,0.6052346,1.2439915,1.315971,0.0719795
3,-0.8338309,-0.6626331,"('repellent', 'pleasant')",-0.04258894,0.123832926,0.7456885,0.79300076,0.3886107,0.4169315,0.0644698,0.167783,0.1033132
4,0.41978568,0.53286886,"('disliked', 'liked')",-0.4738293,-0.5223274,-0.2776158,-0.25970685,-6.485566,-6.5466666,-1.7043064,-1.698958,0.0053484
5,-0.04568116,0.026842857,"('distant', 'outgoing')",-1.1504718,-1.1250648,-0.92312014,-0.8456259,-0.07400768,-0.061931383,-0.5483202,-0.5014448,0.0468754
6,-0.17040707,-0.011243692,"('distant', 'open')",-0.70911133,-0.62370855,-1.1989199,-1.1324492,0.55292636,0.5694785,-0.381378,-0.2994807,0.0818973
7,-0.53800404,-0.52133626,"('insensitive', 'sensitive')",-0.21545987,-0.19710705,0.86009747,0.8595213,1.0822257,1.0760751,0.2972148,0.3042883,0.0070735
8,-0.24334916,-0.22025356,"('unaffectionate', 'affectionate')",0.32074445,0.30270123,-0.39378488,-0.3456211,1.0556412,0.99373704,0.1848129,0.1826409,-0.002172
9,-0.6461629,-0.63672626,"('unaffectionate', 'caring')",0.20121099,0.16252324,0.35151666,0.28274667,1.2874287,1.2544975,0.2984984,0.2657603,-0.0327381
10,-1.9321879,-1.8199937,"('unsympathetic', 'sympathetic')",-0.5009849,-0.44338182,-0.14596945,-0.18794629,-0.2290232,-0.22422336,-0.7020413,-0.6688863,0.033155
11,-1.1131591,-1.1295137,"('unhelpful', 'helpful')",-0.23201165,-0.21427663,-0.16053969,-0.1985181,1.8656813,1.9767767,0.0899927,0.108617,0.0186243
12,-0.18188211,-0.023440057,"('unsupportive', 'supportive')",1.2108712,1.3189269,0.47222632,0.6110067,-1.4949018,-1.494472,0.0015784,0.1030054,0.101427
13,-0.60414284,-0.655213,"('impolite', 'polite')",0.19745165,0.21124376,0.210888,0.15065353,0.16126081,0.19078241,-0.0086356,-0.0256333,-0.0169977
14,-1.2278879,-1.2101324,"('antisocial', 'social')",0.35031843,0.3402423,2.3844726,2.3842146,-0.30346477,-0.33720928,0.3008596,0.2942788,-0.0065808
15,0.40566313,0.26131248,"('boring', 'funny')",0.19293809,0.04864727,-1.0475075,-1.0720327,0.3572643,0.3301859,-0.0229105,-0.1079718,-0.0850613
16,-0.26331508,-0.17099622,"('unpopular', 'popular')",-1.1751336,-1.046029,-1.0630678,-0.909636,0.00648921,0.07774308,-0.6237568,-0.5122296,0.1115272
17,0.33558905,0.40823978,"('nasty', 'nice')",-0.07815603,0.045589138,-0.80098796,-0.63919777,-0.35779434,-0.27966052,-0.2253373,-0.1162573,0.10908
