,realty_male,realty_female,tuple,income_male,income_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.82629585,-1.078775,"('unsociable', 'sociable')",1.1132808,0.9988351,0.2587959,0.0910677,0.1819269,0.0037092,-0.1782177
1,-1.3413459,-1.2332387,"('unfriendly', 'friendly')",-0.2909078,-0.22028346,1.119284,1.1394975,-0.1709899,-0.1046749,0.066315
2,0.74254566,0.7757792,"('unlikable', 'likable')",1.2063447,1.232352,0.9319476,0.9417456,0.9602793,0.9832923,0.023013
3,-0.5786302,-0.54940504,"('repellent', 'pleasant')",0.45070198,0.5258592,1.1565515,1.0919442,0.3428744,0.3561328,0.0132584
4,0.20751034,0.352966,"('disliked', 'liked')",-0.21259555,-0.06060238,-7.123237,-7.1770177,-2.3761074,-2.2948847,0.0812227
5,-0.44507572,-0.12618352,"('distant', 'outgoing')",-0.7436379,-0.49939644,-1.1528183,-0.9018541,-0.7805107,-0.5091447,0.271366
6,-0.7411815,-0.34558734,"('distant', 'open')",-1.4229348,-1.1564445,-1.1742675,-0.86455345,-1.1127946,-0.7888618,0.3239328
7,-0.47909895,-0.49623582,"('insensitive', 'sensitive')",1.4416184,1.5194246,0.7163673,0.7707583,0.559629,0.5979823,0.0383533
8,-0.5618831,-0.51870286,"('unaffectionate', 'affectionate')",-0.3545946,-0.2652903,0.5224029,0.6047386,-0.1313583,-0.0597515,0.0716068
9,-0.7012309,-0.6341019,"('unaffectionate', 'caring')",0.7533311,0.927628,1.2105486,1.3808489,0.4208829,0.558125,0.1372421
10,-1.4037192,-1.6108178,"('unsympathetic', 'sympathetic')",1.2759514,1.2374766,0.45323503,0.4456197,0.1084891,0.0240928,-0.0843963
11,0.16428362,-0.021157056,"('unhelpful', 'helpful')",1.7713369,1.7686714,2.941471,2.9360042,1.6256971,1.5611728,-0.0645243
12,0.024495047,0.18865824,"('unsupportive', 'supportive')",1.8235364,2.1065326,-1.8589191,-1.7440107,-0.0036292,0.1837267,0.1873559
13,-0.09565989,-0.33853245,"('impolite', 'polite')",1.147842,0.994859,0.03994398,-0.033863224,0.364042,0.2074878,-0.1565542
14,0.24413311,0.10828873,"('antisocial', 'social')",1.8813589,1.8153585,0.44754493,0.20014271,0.857679,0.70793,-0.149749
15,0.92377985,0.82147944,"('boring', 'funny')",0.396775,0.32602724,-0.14243817,-0.20386271,0.3927056,0.314548,-0.0781576
16,0.12425237,0.08644636,"('unpopular', 'popular')",-1.3831382,-1.3703449,-0.05586476,-0.04553146,-0.4382502,-0.4431433,-0.0048931
17,0.7808749,0.8722569,"('nasty', 'nice')",1.3285571,1.3108172,-0.45577928,-0.45286414,0.5512176,0.5767366,0.025519
18,-0.2504813,-0.04373349,"('disagreeable', 'welcoming')",-0.77772814,-0.62883013,-0.94206643,-0.8779837,-0.6567586,-0.5168491,0.1399095
19,-1.0045518,-0.8327776,"('inhospitable', 'hospitable')",-0.5244691,-0.491286,-0.73350054,-0.54534507,-0.7541738,-0.6231362,0.1310376
20,-0.47738713,-0.41109782,"('rough', 'thoughtful')",0.018215485,0.0010880809,0.34510764,0.36715436,-0.0380213,-0.0142851,0.0237362
21,0.20482266,-0.03425915,"('immoral', 'moral')",2.555248,2.4134154,0.43356794,0.34601822,1.0645463,0.9083916,-0.1561547
22,-1.0502901,-1.0404719,"('untrustworthy', 'trustworthy')",0.043478895,0.05084109,-0.50847137,-0.4688537,-0.5050942,-0.4861615,0.0189327
23,0.041158177,-0.15082411,"('insincere', 'sincere')",2.0502577,1.9619,7.0220647,6.945894,3.0378269,2.9189898,-0.1188371
24,-0.3674909,-0.32563564,"('dishonest', 'honest')",1.6188822,1.6366767,1.3872544,1.4390197,0.8795485,0.9166869,0.0371384
25,-0.042848352,0.0038691806,"('egoistic', 'altruistic')",-0.70611215,-0.63688666,0.7005036,0.6580134,-0.0161523,0.008332,0.0244843
26,0.94493926,0.87791157,"('hardhearted', 'benevolent')",1.984001,1.9978675,1.6467736,1.5322341,1.525238,1.4693378,-0.0559002
27,-0.7960734,-0.589915,"('hardhearted', 'softhearted')",1.0786964,1.2759109,0.6348965,0.7373485,0.3058398,0.4744481,0.1686083
