,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.3487815,-1.4042674,"('unsociable', 'sociable')",-0.5174728,-0.6210605,-0.9331272,-1.012664,-0.0795368
1,-1.7284474,-1.7820338,"('unfriendly', 'friendly')",1.7291961,1.5130272,0.0003743,-0.1345033,-0.1348776
2,0.32110086,0.32674992,"('unlikable', 'likable')",0.4986462,0.5097914,0.4098735,0.4182706,0.0083971
3,-0.33636257,-0.23981644,"('repellent', 'pleasant')",-0.27788168,-0.22543839,-0.3071221,-0.2326274,0.0744947
4,-0.0660291,-0.09844414,"('disliked', 'liked')",-3.227754,-3.2758589,-1.6468916,-1.6871516,-0.04026
5,-0.008088015,-0.0095247105,"('distant', 'outgoing')",0.3799704,0.2451451,0.1859412,0.1178102,-0.068131
6,-0.4271481,-0.41117722,"('distant', 'open')",0.37557322,0.2289085,-0.0257874,-0.0911344,-0.065347
7,-0.84001845,-0.8138043,"('insensitive', 'sensitive')",0.2558694,0.23287594,-0.2920745,-0.2904642,0.0016103
8,-1.2961899,-1.3567288,"('unaffectionate', 'affectionate')",0.7142791,0.5198566,-0.2909554,-0.4184361,-0.1274807
9,-1.3586621,-1.3859901,"('unaffectionate', 'caring')",0.92318976,0.7910514,-0.2177362,-0.2974694,-0.0797332
10,-1.8102416,-1.7653959,"('unsympathetic', 'sympathetic')",-0.6522825,-0.64921343,-1.231262,-1.2073047,0.0239573
11,-1.1028885,-1.0895146,"('unhelpful', 'helpful')",0.37693003,0.367034,-0.3629792,-0.3612403,0.0017389
12,-0.78321767,-0.75293314,"('unsupportive', 'supportive')",-0.80599827,-0.8229687,-0.794608,-0.7879509,0.0066571
13,-1.4279706,-1.4266092,"('impolite', 'polite')",-1.1172321,-1.0947559,-1.2726014,-1.2606826,0.0119188
14,-0.029089173,-0.009692304,"('antisocial', 'social')",0.8162102,0.8152426,0.3935605,0.4027751,0.0092146
15,-0.19616018,-0.3019956,"('boring', 'funny')",0.02869542,-0.062402807,-0.0837324,-0.1821992,-0.0984668
16,-0.39146835,-0.40561864,"('unpopular', 'popular')",-0.25666463,-0.29863966,-0.3240665,-0.3521292,-0.0280627
17,-0.43778995,-0.4485275,"('nasty', 'nice')",-1.0872787,-1.1071537,-0.7625343,-0.7778406,-0.0153063
18,-1.330873,-1.3078955,"('disagreeable', 'welcoming')",-0.8174331,-0.9353314,-1.0741531,-1.1216135,-0.0474604
19,-0.85271233,-0.839275,"('inhospitable', 'hospitable')",-0.47752064,-0.56404793,-0.6651165,-0.7016615,-0.036545
20,0.79626065,0.78548217,"('rough', 'thoughtful')",1.3355094,1.2757125,1.0658851,1.0305973,-0.0352878
21,-0.8370538,-0.8131474,"('immoral', 'moral')",-1.0965486,-1.0442245,-0.9668012,-0.928686,0.0381152
22,-0.29302964,-0.29388693,"('untrustworthy', 'trustworthy')",-0.4397176,-0.52022666,-0.3663736,-0.4070568,-0.0406832
23,-1.3487139,-1.3510426,"('insincere', 'sincere')",2.9543679,2.7962763,0.802827,0.7226169,-0.0802101
24,-0.93782175,-0.91025513,"('dishonest', 'honest')",0.42719406,0.3208958,-0.2553138,-0.2946797,-0.0393659
25,-0.28346008,-0.32518196,"('egoistic', 'altruistic')",1.4133912,1.2972646,0.5649656,0.4860413,-0.0789243
26,-0.3087998,-0.33227056,"('hardhearted', 'benevolent')",2.7080731,2.5631719,1.1996367,1.1154506,-0.0841861
27,-1.5287391,-1.5759455,"('hardhearted', 'softhearted')",0.17291664,-0.11237661,-0.6779112,-0.844161,-0.1662498
28,-0.585482,-0.59537107,"('disloyal', 'loyal')",0.7392607,0.6113349,0.0768893,0.0079819,-0.0689074
29,0.70617735,0.6591937,"('unfair', 'fair')",-0.4880667,-0.6277303,0.1090553,0.0157317,-0.0933236
30,-0.15092131,-0.15447754,"('intolerant', 'tolerant')",0.5543326,0.5399374,0.2017056,0.1927299,-0.0089757
31,0.2779828,0.35037708,"('evil', 'good')",0.2514285,0.2527621,0.2647057,0.3015696,0.0368639
32,-1.04042,-1.0237197,"('unkind', 'kind')",0.06388687,-0.09444082,-0.4882666,-0.5590802,-0.0708136
33,0.38934794,0.34455243,"('wrong', 'right')",0.26126736,0.15518263,0.3253077,0.2498675,-0.0754402
34,-0.00037956238,0.10796971,"('mean', 'honorable')",2.8047242,2.9122667,1.4021723,1.5101182,0.1079459
35,0.8935666,0.7863712,"('corrupt', 'incorrupt')",-0.011129068,-0.17205827,0.4412188,0.3071564,-0.1340624
36,0.25627148,0.22694895,"('hostile', 'amicable')",1.0251904,0.8594963,0.6407309,0.5432226,-0.0975083
37,0.16970286,0.20397127,"('fake', 'genuine')",0.4980556,0.45256674,0.3338792,0.328269,-0.0056102
38,-1.0139171,-1.0192796,"('untruthful', 'truthful')",-0.113068305,-0.08584908,-0.5634927,-0.5525643,0.0109284
