,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,-0.23960112,-0.3060784,"('unsociable', 'sociable')",-0.2396011,-0.3060784,-0.0664773
1,1.7569433,1.6354426,"('unfriendly', 'friendly')",1.7569433,1.6354426,-0.1215007
2,0.52726984,0.6901499,"('unlikable', 'likable')",0.5272698,0.6901499,0.1628801
3,0.8846404,0.96729064,"('repellent', 'pleasant')",0.8846404,0.9672906,0.0826502
4,-7.346916,-7.236691,"('disliked', 'liked')",-7.3469162,-7.236691,0.1102252
5,0.2743791,0.31685588,"('distant', 'outgoing')",0.2743791,0.3168559,0.0424768
6,0.4357623,0.5100401,"('distant', 'open')",0.4357623,0.5100401,0.0742778
7,0.6479275,0.7123048,"('insensitive', 'sensitive')",0.6479275,0.7123048,0.0643773
8,1.3838829,1.3121624,"('unaffectionate', 'affectionate')",1.3838829,1.3121624,-0.0717205
9,1.950874,1.9366082,"('unaffectionate', 'caring')",1.950874,1.9366082,-0.0142658
10,0.7944496,0.8692344,"('unsympathetic', 'sympathetic')",0.7944496,0.8692344,0.0747848
11,2.0061324,2.0053713,"('unhelpful', 'helpful')",2.0061324,2.0053713,-0.0007611
12,-1.5880499,-1.5830714,"('unsupportive', 'supportive')",-1.5880499,-1.5830714,0.0049785
13,0.22340706,0.16220777,"('impolite', 'polite')",0.2234071,0.1622078,-0.0611993
14,-0.4932368,-0.53810203,"('antisocial', 'social')",-0.4932368,-0.538102,-0.0448652
15,0.61988825,0.58798397,"('boring', 'funny')",0.6198882,0.587984,-0.0319042
16,0.07792233,0.106186844,"('unpopular', 'popular')",0.0779223,0.1061868,0.0282645
17,-0.2701406,-0.26229024,"('nasty', 'nice')",-0.2701406,-0.2622902,0.0078504
18,-0.6568674,-0.73541325,"('disagreeable', 'welcoming')",-0.6568674,-0.7354133,-0.0785459
19,-0.2954974,-0.14909422,"('inhospitable', 'hospitable')",-0.2954974,-0.1490942,0.1464032
20,0.75531423,0.6465717,"('rough', 'thoughtful')",0.7553142,0.6465717,-0.1087425
21,-0.33321753,-0.20303833,"('immoral', 'moral')",-0.3332175,-0.2030383,0.1301792
22,-0.5257601,-0.45730773,"('untrustworthy', 'trustworthy')",-0.5257601,-0.4573077,0.0684524
23,6.660313,6.571834,"('insincere', 'sincere')",6.6603131,6.5718341,-0.088479
24,1.7586837,1.7934866,"('dishonest', 'honest')",1.7586837,1.7934866,0.0348029
25,0.9348999,0.806419,"('egoistic', 'altruistic')",0.9348999,0.806419,-0.1284809
26,0.2874091,0.18036646,"('hardhearted', 'benevolent')",0.2874091,0.1803665,-0.1070426
27,1.2951677,1.1177608,"('hardhearted', 'softhearted')",1.2951677,1.1177608,-0.1774069
28,1.0299742,0.9542589,"('disloyal', 'loyal')",1.0299742,0.9542589,-0.0757153
29,-0.6153649,-0.64002246,"('unfair', 'fair')",-0.6153649,-0.6400225,-0.0246576
30,0.83982766,0.8397607,"('intolerant', 'tolerant')",0.8398277,0.8397607,-6.7e-05
31,-1.1346496,-1.069076,"('evil', 'good')",-1.1346496,-1.0690759,0.0655737
32,1.0109316,1.0494254,"('unkind', 'kind')",1.0109316,1.0494254,0.0384938
33,-0.055086322,-0.036492296,"('wrong', 'right')",-0.0550863,-0.0364923,0.018594
34,4.780629,4.83992,"('mean', 'honorable')",4.7806292,4.83992,0.0592908
35,-0.726549,-0.8587316,"('corrupt', 'incorrupt')",-0.726549,-0.8587316,-0.1321826
36,-0.62892824,-0.681945,"('hostile', 'amicable')",-0.6289282,-0.681945,-0.0530168
37,0.629423,0.6938102,"('fake', 'genuine')",0.629423,0.6938102,0.0643872
38,0.041961826,0.06745147,"('untruthful', 'truthful')",0.0419618,0.0674515,0.0254897
39,0.031336043,-0.008602127,"('exploitative', 'cooperative')",0.031336,-0.0086021,-0.0399381
40,-1.6339853,-1.7767749,"('stingy', 'generous')",-1.6339853,-1.7767749,-0.1427896
41,-0.38065553,-0.29841453,"('unforgiving', 'forgiving')",-0.3806555,-0.2984145,0.082241
42,-2.4515393,-2.3710532,"('unreliable', 'reliable')",-2.4515393,-2.3710532,0.0804861
43,1.0591137,1.095031,"('irresponsible', 'responsible')",1.0591137,1.095031,0.0359173
44,-1.4717532,-1.5005865,"('prejudiced', 'unprejudiced')",-1.4717532,-1.5005865,-0.0288333
45,-0.05603104,0.015505109,"('incompetent', 'competent')",-0.056031,0.0155051,0.0715361
46,-0.78708786,-0.75982165,"('uncompetitive', 'competitive')",-0.7870879,-0.7598217,0.0272662
47,5.1433187,5.2925916,"('stupid', 'smart')",5.1433187,5.2925916,0.1492729
48,0.915627,0.77186817,"('unintelligent', 'intelligent')",0.915627,0.7718682,-0.1437588
49,0.16971485,0.2870076,"('unable', 'able')",0.1697149,0.2870076,0.1172927
50,0.07474089,0.080604404,"('clumsy', 'skillful')",0.0747409,0.0806044,0.0058635
51,0.08831234,0.14226036,"('uneducated', 'educated')",0.0883123,0.1422604,0.0539481
52,-0.3385041,-0.37373456,"('irrational', 'rational')",-0.3385041,-0.3737346,-0.0352305
