,cephalon_male,cephalon_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.6573712,-1.8371803,"('unsociable', 'sociable')",-0.026314557,-0.21187592,-0.8418429,-1.024528,-0.1826851
1,-1.4775432,-1.7131721,"('unfriendly', 'friendly')",1.0513499,0.8778068,-0.2130967,-0.4176826,-0.2045859
2,0.43984312,0.46394432,"('unlikable', 'likable')",0.78350747,0.84480387,0.6116753,0.6543741,0.0426988
3,-1.001003,-0.9367378,"('repellent', 'pleasant')",0.27837336,0.2509803,-0.3613148,-0.3428788,0.018436
4,-0.04891529,-0.14544402,"('disliked', 'liked')",-5.851059,-5.8662252,-2.9499872,-3.0058346,-0.0558474
5,-1.290775,-1.2621621,"('distant', 'outgoing')",-0.5220165,-0.51412225,-0.9063957,-0.8881422,0.0182535
6,-1.2954508,-1.2677225,"('distant', 'open')",-0.3611917,-0.3878408,-0.8283212,-0.8277817,0.0005395
7,-1.2142435,-1.1937314,"('insensitive', 'sensitive')",0.06528449,0.12905543,-0.5744795,-0.532338,0.0421415
8,-0.44818938,-0.5432336,"('unaffectionate', 'affectionate')",0.47823298,0.41419232,0.0150218,-0.0645206,-0.0795424
9,-1.1757545,-1.2618597,"('unaffectionate', 'caring')",0.8341285,0.8365287,-0.170813,-0.2126655,-0.0418525
10,-2.4030392,-2.4386911,"('unsympathetic', 'sympathetic')",-0.6127835,-0.6273964,-1.5079113,-1.5330437,-0.0251324
11,-0.5866459,-0.5630748,"('unhelpful', 'helpful')",1.6891512,1.8446832,0.5512526,0.6408042,0.0895516
12,-0.71697783,-0.63894737,"('unsupportive', 'supportive')",-1.6584524,-1.5727801,-1.1877151,-1.1058638,0.0818513
13,-1.9105237,-1.9236596,"('impolite', 'polite')",-0.4895602,-0.487684,-1.2000419,-1.2056718,-0.0056299
14,-0.44422966,-0.4637657,"('antisocial', 'social')",-0.24046886,-0.32760647,-0.3423493,-0.3956861,-0.0533368
15,-0.025088977,-0.107110746,"('boring', 'funny')",0.35443673,0.32877886,0.1646739,0.1108341,-0.0538398
16,-0.26556224,-0.278316,"('unpopular', 'popular')",0.6985658,0.60885,0.2165018,0.165267,-0.0512348
17,-0.18344094,-0.13446249,"('nasty', 'nice')",-0.3091439,-0.28621903,-0.2462924,-0.2103408,0.0359516
18,0.052518226,0.04452285,"('disagreeable', 'welcoming')",-0.47750327,-0.5451787,-0.2124925,-0.2503279,-0.0378354
19,-1.8345042,-1.8077507,"('inhospitable', 'hospitable')",-0.6447742,-0.5600101,-1.2396393,-1.1838803,0.055759
20,0.19172142,0.21064864,"('rough', 'thoughtful')",1.1967407,1.1239188,0.6942311,0.6672837,-0.0269474
21,-0.5051899,-0.5951033,"('immoral', 'moral')",-0.3369877,-0.3737593,-0.4210888,-0.4844313,-0.0633425
22,-0.62133,-0.6240239,"('untrustworthy', 'trustworthy')",-0.69301206,-0.75171053,-0.657171,-0.6878672,-0.0306962
23,-0.82620394,-0.9286108,"('insincere', 'sincere')",5.1461215,5.081705,2.1599588,2.0765471,-0.0834117
24,-1.1583855,-1.2380788,"('dishonest', 'honest')",0.5720251,0.5332449,-0.2931802,-0.352417,-0.0592368
25,-0.24770147,-0.32407218,"('egoistic', 'altruistic')",1.1957225,1.10785,0.4740105,0.3918889,-0.0821216
26,-0.22272286,-0.34074593,"('hardhearted', 'benevolent')",1.4549427,1.3122717,0.6161099,0.4857629,-0.130347
27,0.04295239,0.08105289,"('hardhearted', 'softhearted')",1.2300994,1.1315094,0.6365259,0.6062812,-0.0302447
28,-0.6413676,-0.7798593,"('disloyal', 'loyal')",0.63229394,0.52452725,-0.0045368,-0.127666,-0.1231292
29,-0.52586716,-0.49540487,"('unfair', 'fair')",-0.48514664,-0.66118217,-0.5055069,-0.5782935,-0.0727866
30,-0.6572885,-0.7103094,"('intolerant', 'tolerant')",1.4031296,1.329201,0.3729205,0.3094458,-0.0634747
31,-0.58213216,-0.5529732,"('evil', 'good')",-1.3313788,-1.4495509,-0.9567555,-1.0012621,-0.0445066
32,-0.37057647,-0.41459063,"('unkind', 'kind')",0.7882809,0.6980329,0.2088522,0.1417211,-0.0671311
33,-0.10155728,-0.12843452,"('wrong', 'right')",-0.5461928,-0.5838729,-0.323875,-0.3561537,-0.0322787
34,-0.33435798,-0.24440295,"('mean', 'honorable')",5.320263,5.468022,2.4929523,2.6118095,0.1188572
35,1.0731604,1.0583631,"('corrupt', 'incorrupt')",-0.48311007,-0.6302815,0.2950252,0.2140408,-0.0809844
36,-0.6933115,-0.79719836,"('hostile', 'amicable')",-0.087652326,-0.3476826,-0.3904819,-0.5724405,-0.1819586
37,-0.3717701,-0.3891557,"('fake', 'genuine')",0.13926926,0.13956447,-0.1162504,-0.1247956,-0.0085452
38,-0.96937823,-0.9841463,"('untruthful', 'truthful')",-0.37904406,-0.27796525,-0.6742111,-0.6310558,0.0431553
39,0.66984224,0.6851408,"('exploitative', 'cooperative')",0.18567465,0.18610014,0.4277585,0.4356205,0.007862
40,0.5258027,0.49989098,"('stingy', 'generous')",-1.2649404,-1.3956195,-0.3695689,-0.4478643,-0.0782954
41,-0.0729565,-0.075146854,"('unforgiving', 'forgiving')",0.17638536,0.031657103,0.0517144,-0.0217449,-0.0734593
42,-0.4799322,-0.38134313,"('unreliable', 'reliable')",-3.0827503,-2.9669847,-1.7813413,-1.6741639,0.1071774
43,-1.3902746,-1.3514698,"('irresponsible', 'responsible')",0.18457335,0.21278572,-0.6028507,-0.569342,0.0335087
44,0.41626757,0.4903078,"('prejudiced', 'unprejudiced')",-1.2955793,-1.3041744,-0.4396559,-0.4069333,0.0327226
45,-1.9319439,-1.9245133,"('incompetent', 'competent')",-0.06192672,-0.1184326,-0.9969353,-1.0214729,-0.0245376
46,-1.0578353,-1.0660095,"('uncompetitive', 'competitive')",-0.6283369,-0.6046273,-0.8430861,-0.8353184,0.0077677
47,-0.47035834,-0.3981887,"('stupid', 'smart')",5.079207,5.1623783,2.3044243,2.3820949,0.0776706
48,0.8468541,0.8103032,"('unintelligent', 'intelligent')",1.5575094,1.530161,1.2021818,1.1702321,-0.0319497
49,0.22304532,0.38328573,"('unable', 'able')",0.2516933,0.34200966,0.2373693,0.3626477,0.1252784
50,0.67060333,0.7259228,"('clumsy', 'skillful')",0.23189527,0.23337446,0.4512493,0.4796486,0.0283993
51,-0.92871845,-1.0224121,"('uneducated', 'educated')",0.6496117,0.6481431,-0.1395534,-0.1871345,-0.0475811
52,0.34174657,0.13253967,"('irrational', 'rational')",0.23992068,0.012448289,0.2908336,0.072494,-0.2183396
53,-1.6388165,-1.7093275,"('uncreative', 'creative')",0.24845393,0.18615757,-0.6951813,-0.7615849,-0.0664036
54,-0.9897874,-1.0117217,"('incapable', 'capable')",0.7320794,0.8663706,-0.128854,-0.0726756,0.0561784
55,-0.5052665,-0.5106655,"('incompetent', 'clever')",0.5855646,0.5611405,0.0401491,0.0252375,-0.0149116
56,-1.1338453,-1.1787865,"('impractical', 'practical')",0.05882421,0.11627254,-0.5375106,-0.531257,0.0062536
57,-1.060102,-1.1207547,"('unimaginative', 'imaginative')",-2.4713013,-2.5017588,-1.7657017,-1.8112568,-0.0455551
58,-0.037167612,-0.11129177,"('undiscriminating', 'discriminating')",-0.36221656,-0.37843022,-0.1996921,-0.244861,-0.0451689
59,0.5492887,0.5809893,"('foolish', 'wise')",0.24544692,0.23447353,0.3973678,0.4077314,0.0103636
60,-0.4306393,-0.41108355,"('inefficient', 'efficient')",0.34313887,0.5063168,-0.0437502,0.0476166,0.0913668
61,-0.9544924,-1.0514313,"('illogical', 'logical')",0.19442143,-0.024837714,-0.3800355,-0.5381345,-0.158099
62,-0.58344144,-0.48328093,"('incompetent', 'brilliant')",0.6873996,0.92870456,0.0519791,0.2227118,0.1707327
63,-0.97946167,-0.930581,"('unperceptive', 'insightful')",0.6386172,0.78659326,-0.1704222,-0.0719939,0.0984283
64,-0.57191736,-0.6133761,"('shy', 'confident')",-5.728782,-5.713364,-3.1503499,-3.1633701,-0.0130202
65,-0.28213674,-0.33075315,"('insecure', 'secure')",-0.11533682,-0.14845338,-0.1987368,-0.2396033,-0.0408665
66,-1.0663543,-1.1427945,"('inactive', 'active')",0.19180915,0.17961766,-0.4372725,-0.4815884,-0.0443159
67,-0.21310116,-0.16150105,"('doubtful', 'determined')",-0.5898013,-0.5981702,-0.4014512,-0.3798356,0.0216156
68,-0.11294771,-0.0873248,"('dependent', 'independent')",-0.30140537,-0.32881486,-0.2071765,-0.2080698,-0.0008933
69,0.9675488,1.0059025,"('lazy', 'industrious')",-0.50463873,-0.52898675,0.231455,0.2384579,0.0070029
70,-1.3373294,-1.3345959,"('lethargic', 'energetic')",0.18615806,0.28518575,-0.5755857,-0.5247051,0.0508806
71,-0.70581657,-0.67906076,"('diffident', 'self-confident')",0.4609035,0.45967266,-0.1224565,-0.109694,0.0127625
72,-0.37073138,-0.37869707,"('unambitious', 'ambitious')",-0.6688731,-0.58316773,-0.5198022,-0.4809324,0.0388698
73,0.7479232,0.7302806,"('helpless', 'self-reliant')",-2.823769,-2.7512133,-1.037923,-1.0104663,0.0274567
74,-0.3926482,-0.43596244,"('undedicated', 'dedicated')",-0.28312522,-0.35170645,-0.3378867,-0.3938344,-0.0559477
75,0.6986803,0.75649524,"('meek', 'impulsive')",-0.43105453,-0.26335654,0.1338129,0.2465694,0.1127565
76,0.19175276,0.24577317,"('anxious', 'daring')",0.2623238,0.34684178,0.2270383,0.2963075,0.0692692
77,-0.70799136,-0.7010263,"('unmotivated', 'motivated')",-0.7467685,-0.6476196,-0.7273799,-0.674323,0.0530569
78,0.119502336,0.16667569,"('nonresilient', 'resilient')",0.31550357,0.37843782,0.217503,0.2725568,0.0550538
79,-0.4282709,-0.42149973,"('wavering', 'unwavering')",-0.4080824,-0.37160438,-0.4181767,-0.3965521,0.0216246
80,-0.28140154,-0.23964746,"('dominated', 'dominating')",-0.8724093,-0.7801762,-0.5769054,-0.5099118,0.0669936
81,-0.23592807,-0.27543902,"('submissive', 'aggressive')",-0.24505268,-0.069153756,-0.2404904,-0.1722964,0.068194
82,-0.5207972,-0.505272,"('poor', 'rich')",5.4905663,5.5882654,2.4848845,2.5414968,0.0566123
83,-0.52737486,-0.58407366,"('powerless', 'powerful')",-0.79032344,-0.8106936,-0.6588491,-0.6973836,-0.0385345
84,0.38524202,0.43129578,"('inferior', 'superior')",0.6814027,0.682621,0.5333223,0.5569584,0.0236361
85,0.8459203,0.7848659,"('insignificant', 'prestigious')",0.089821324,0.02081857,0.4678708,0.4028423,-0.0650285
86,-1.8037422,-2.0297866,"('uninfluential', 'influential')",-0.19153439,-0.33756965,-0.9976383,-1.1836782,-0.1860399
87,-0.40739632,-0.4718228,"('unsuccessful', 'successful')",0.89085263,0.9538395,0.2417282,0.2410083,-0.0007199
88,-0.5773246,-0.6930052,"('low', 'eminent')",0.24851348,0.24913049,-0.1644056,-0.2219374,-0.0575318
