,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.985912,-1.0169971,"('unsociable', 'sociable')",-0.13264698,-0.17053898,0.0893777,-0.14595881,-0.5417433,-0.62529016,-0.3927311,-0.4896963,-0.0969652
1,-0.7569234,-0.81286436,"('unfriendly', 'friendly')",1.1970912,1.1545266,-0.06411933,-0.23555036,2.3712656,2.2133014,0.6868286,0.5798533,-0.1069753
2,1.1828047,1.1883996,"('unlikable', 'likable')",1.7833983,1.8056141,1.8216084,1.8778353,0.8323535,0.8661783,1.4050412,1.4345069,0.0294657
3,-1.7846223,-1.688156,"('repellent', 'pleasant')",-1.3531693,-1.1781461,-0.08223907,-0.08281442,-0.032743655,0.028124996,-0.8131936,-0.7302479,0.0829457
4,0.2643034,0.22732401,"('disliked', 'liked')",0.6142768,0.5735543,0.57281023,0.43677405,-6.516178,-6.585481,-1.266197,-1.3369572,-0.0707602
5,1.0045066,0.97679895,"('distant', 'outgoing')",1.644319,1.535247,-0.026078269,-0.010409247,0.23257725,0.16700754,0.7138312,0.667161,-0.0466702
6,1.018627,1.0286238,"('distant', 'open')",1.5592551,1.5197262,-0.0594175,-0.018975977,1.0762687,1.0015805,0.8986834,0.8827386,-0.0159448
7,-0.73530924,-0.62984324,"('insensitive', 'sensitive')",-0.7915876,-0.63926345,-1.2870424,-1.3082868,0.7386234,0.79165703,-0.5188289,-0.4464341,0.0723948
8,1.0933235,1.0540092,"('unaffectionate', 'affectionate')",1.1479787,1.0804101,-0.54050773,-0.5511268,1.4967468,1.3320602,0.7993852,0.7288382,-0.070547
9,0.42180926,0.37977815,"('unaffectionate', 'caring')",1.360903,1.3357266,-0.541197,-0.59612143,2.0431793,1.9298098,0.8211736,0.7622983,-0.0588753
10,-1.9209105,-1.7995074,"('unsympathetic', 'sympathetic')",-1.8909975,-1.6366209,-1.9616954,-2.0194516,-0.38715023,-0.33610648,-1.5401884,-1.4479215,0.0922669
11,-0.94012994,-0.9833732,"('unhelpful', 'helpful')",-0.85530144,-0.76481783,-0.55926037,-0.57292086,2.0458863,2.0741174,-0.0772014,-0.0617486,0.0154528
12,-0.27870613,-0.19491184,"('unsupportive', 'supportive')",0.9379463,1.0942792,-0.96271735,-0.93477154,-1.8978659,-1.891248,-0.5503358,-0.481663,0.0686728
13,-0.05789757,-0.022190534,"('impolite', 'polite')",-0.8640019,-0.77607036,-0.4606121,-0.44224524,-0.493486,-0.42848536,-0.4689994,-0.4172479,0.0517515
14,-0.5654327,-0.5380737,"('antisocial', 'social')",0.22030805,0.29384047,0.74582607,0.6341487,-0.9017088,-0.9334758,-0.1252518,-0.1358901,-0.0106383
15,0.91916347,0.799404,"('boring', 'funny')",1.7575663,1.601704,1.0097376,0.9872622,0.59599936,0.57386297,1.0706166,0.9905583,-0.0800583
16,-0.12712944,-0.057247028,"('unpopular', 'popular')",-0.4138792,-0.3385899,-0.026114032,-0.008952238,1.1072279,1.0832157,0.1350263,0.1696066,0.0345803
17,0.32649702,0.40853155,"('nasty', 'nice')",-0.0820064,-0.030491162,-0.091281034,-0.027231658,-0.74465203,-0.69601387,-0.1478606,-0.0863013,0.0615593
18,-0.03861838,0.0076403283,"('disagreeable', 'welcoming')",0.21125975,0.31902272,-0.5615863,-0.5398095,-0.3106448,-0.40056738,-0.1748974,-0.1534285,0.0214689
19,0.6875614,0.6480893,"('inhospitable', 'hospitable')",1.5376601,1.4696229,0.14532216,0.16811742,0.31516197,0.3144196,0.6714264,0.6500623,-0.0213641
20,-0.5005109,-0.42187983,"('rough', 'thoughtful')",0.3784873,0.5087461,0.3201699,0.27442658,0.5807883,0.6254623,0.1947336,0.2466888,0.0519552
21,-1.1212947,-1.0146683,"('immoral', 'moral')",-0.8607003,-0.68556833,-0.9071324,-0.93261814,-1.415393,-1.3203132,-1.0761302,-0.988292,0.0878382
22,-1.0159123,-1.0048375,"('untrustworthy', 'trustworthy')",-0.61460733,-0.5591027,-0.017788252,-0.06754824,-1.3647295,-1.3438431,-0.7532594,-0.7438329,0.0094265
23,-1.0732088,-1.0759901,"('insincere', 'sincere')",-0.6425086,-0.53010523,-1.0928313,-1.1311028,5.915703,5.8360405,0.7767885,0.7747106,-0.0020779
24,-0.80334413,-0.8058494,"('dishonest', 'honest')",0.3873755,0.43255103,-0.9059008,-0.8751755,0.8876321,0.8556249,-0.1085593,-0.0982122,0.0103471
25,0.5941816,0.6085564,"('egoistic', 'altruistic')",1.3366637,1.2889701,1.12297,1.0163215,1.6798921,1.6155787,1.1834269,1.1323566,-0.0510703
26,0.30926675,0.28835478,"('hardhearted', 'benevolent')",2.3641503,2.3622327,1.8450931,1.7840066,1.8236667,1.741353,1.5855442,1.5439868,-0.0415574
27,-0.33255282,-0.20754497,"('hardhearted', 'softhearted')",0.41597202,0.5062585,-0.48232165,-0.40441898,1.6894312,1.599059,0.3226322,0.3733384,0.0507062
28,-0.12785149,-0.18444288,"('disloyal', 'loyal')",0.2454924,0.21548778,-0.5338196,-0.6919192,1.0593574,0.92616796,0.1607947,0.0663234,-0.0944713
29,-0.42190844,-0.46131718,"('unfair', 'fair')",-0.024301134,0.0180083,-0.5178402,-0.5339799,-0.925731,-1.0914294,-0.4724452,-0.5171795,-0.0447343
30,-1.15017,-1.1224014,"('intolerant', 'tolerant')",-0.27897444,-0.20193708,0.5371842,0.46180683,1.0210655,1.00146,0.0322763,0.0347321,0.0024558
31,0.36781433,0.37910926,"('evil', 'good')",0.9858137,0.94690174,0.568287,0.5674512,-0.5637737,-0.6768609,0.3395354,0.3041503,-0.0353851
32,0.2587578,0.25081113,"('unkind', 'kind')",-0.27720335,-0.25150642,0.0708501,-0.08088092,0.71110535,0.5789034,0.1908775,0.1243318,-0.0665457
33,0.74619883,0.7115953,"('wrong', 'right')",1.090858,1.0221171,0.27273488,0.2525445,-0.04693104,-0.0613065,0.5157152,0.4812376,-0.0344776
34,-0.23733881,-0.11826468,"('mean', 'honorable')",-0.6579819,-0.51358604,-0.15051612,-0.050234355,6.1716166,6.260073,1.2814449,1.394497,0.1130521
35,1.654289,1.5542829,"('corrupt', 'incorrupt')",0.90082455,0.7487136,0.43524897,0.45317385,0.54067695,0.38737446,0.8827599,0.7858862,-0.0968737
36,0.9339153,0.8324304,"('hostile', 'amicable')",1.1739218,1.1378584,0.46314228,0.33635384,1.0977955,0.9751271,0.9171938,0.8204424,-0.0967514
37,-0.04827533,-0.0021417513,"('fake', 'genuine')",-0.07692258,0.008587353,-0.69523823,-0.5854216,0.13021211,0.17717248,-0.172556,-0.1004509,0.0721051
38,0.094816886,0.11020589,"('untruthful', 'truthful')",-0.07143164,-0.07054857,-0.87633455,-0.8980294,0.44287005,0.43477565,-0.1025198,-0.1058991,-0.0033793
39,0.6388428,0.70805454,"('exploitative', 'cooperative')",1.761951,1.8272135,1.5236726,1.6273681,0.008459821,0.016738337,0.9832315,1.0448437,0.0616122
40,-0.3413063,-0.29566738,"('stingy', 'generous')",0.28699136,0.37813777,-0.22384652,-0.26313138,-1.4927052,-1.5163304,-0.4427167,-0.4242478,0.0184689
