,synopsys_male,synopsys_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.16037992,-0.19353098,"('unsociable', 'sociable')",-0.4121535,-0.47656122,-0.2862667,-0.3350461,-0.0487794
1,-0.46173346,-0.8620233,"('unfriendly', 'friendly')",2.0739532,1.9183707,0.8061098,0.5281737,-0.2779361
2,0.13614349,0.11029725,"('unlikable', 'likable')",0.50980026,0.6091146,0.3229719,0.3597059,0.036734
3,-0.30871826,-0.23741305,"('repellent', 'pleasant')",-0.1376638,-0.093400314,-0.223191,-0.1654067,0.0577843
4,-0.1653345,-0.27082175,"('disliked', 'liked')",-6.0115004,-6.2088346,-3.0884175,-3.2398281,-0.1514106
5,-0.45554993,-0.6495041,"('distant', 'outgoing')",0.04262838,-0.034196127,-0.2064608,-0.3418501,-0.1353893
6,-0.2862871,-0.5662315,"('distant', 'open')",0.74710345,0.6364162,0.2304082,0.0350924,-0.1953158
7,-0.6362446,-0.60050756,"('insensitive', 'sensitive')",0.19968629,0.25864458,-0.2182792,-0.1709315,0.0473477
8,-0.5362641,-0.7819765,"('unaffectionate', 'affectionate')",1.1380932,1.0047076,0.3009146,0.1113655,-0.1895491
9,-0.96199894,-1.2101545,"('unaffectionate', 'caring')",1.2476423,1.1803434,0.1428217,-0.0149056,-0.1577273
10,-1.6174381,-1.5701028,"('unsympathetic', 'sympathetic')",-0.8347236,-0.7677697,-1.2260809,-1.1689363,0.0571446
11,-0.27316713,-0.23173195,"('unhelpful', 'helpful')",1.0229163,1.1385884,0.3748746,0.4534282,0.0785536
12,-0.5595327,-0.5530433,"('unsupportive', 'supportive')",-1.9646648,-1.9465798,-1.2620988,-1.2498115,0.0122873
13,-0.9014489,-0.7936081,"('impolite', 'polite')",-0.9833167,-0.88627595,-0.9423828,-0.839942,0.1024408
14,0.40967602,0.5427728,"('antisocial', 'social')",-0.90080905,-0.8953993,-0.2455665,-0.1763132,0.0692533
15,0.4074371,0.36272278,"('boring', 'funny')",0.7022612,0.6005262,0.5548491,0.4816245,-0.0732246
16,-0.6196971,-0.7075608,"('unpopular', 'popular')",0.6185407,0.6202328,-0.0005782,-0.043664,-0.0430858
17,-0.047790527,-0.04007518,"('nasty', 'nice')",-0.35406873,-0.34503624,-0.2009296,-0.1925557,0.0083739
18,0.17294472,0.07818918,"('disagreeable', 'welcoming')",-0.31517604,-0.40698475,-0.0711157,-0.1643978,-0.0932821
19,-1.5626643,-1.6842086,"('inhospitable', 'hospitable')",-0.0020001903,0.010485908,-0.7823322,-0.8368614,-0.0545292
20,0.7894943,0.72264826,"('rough', 'thoughtful')",1.4132693,1.3840896,1.1013818,1.0533689,-0.0480129
21,0.28509587,0.35309818,"('immoral', 'moral')",-1.1116215,-1.0044333,-0.4132628,-0.3256676,0.0875952
22,0.4899025,0.40240675,"('untrustworthy', 'trustworthy')",-0.9751259,-1.0423292,-0.2426117,-0.3199612,-0.0773495
23,-0.53586274,-0.6344512,"('insincere', 'sincere')",5.250482,5.2562084,2.3573096,2.3108785,-0.0464311
24,-1.189013,-1.2429067,"('dishonest', 'honest')",0.67849,0.61384636,-0.2552615,-0.3145302,-0.0592687
25,0.2441712,0.12680046,"('egoistic', 'altruistic')",1.8948686,1.7911655,1.0695199,0.9589829,-0.110537
26,0.30451676,0.0718925,"('hardhearted', 'benevolent')",1.9876622,1.9090027,1.1460894,0.9904476,-0.1556418
27,0.12025404,0.10570848,"('hardhearted', 'softhearted')",1.4991405,1.3869599,0.8096973,0.7463342,-0.0633631
28,-0.9225185,-1.082687,"('disloyal', 'loyal')",0.7182535,0.65631837,-0.1021325,-0.2131843,-0.1110518
29,0.4353828,0.35587695,"('unfair', 'fair')",-0.2754463,-0.44592255,0.0799683,-0.0450228,-0.1249911
30,0.1496287,0.15017378,"('intolerant', 'tolerant')",0.9320464,0.93845075,0.5408375,0.5443122,0.0034747
31,-0.15095514,-0.3652804,"('evil', 'good')",-0.24770373,-0.41816705,-0.1993294,-0.3917237,-0.1923943
32,-0.39472356,-0.3676903,"('unkind', 'kind')",0.4419964,0.37889218,0.0236364,0.0056009,-0.0180355
33,0.024230095,-0.13631822,"('wrong', 'right')",-0.260819,-0.36808944,-0.1182944,-0.2522038,-0.1339094
34,-0.39996392,-0.34267205,"('mean', 'honorable')",5.858496,6.014602,2.7292662,2.8359652,0.106699
35,0.08553697,-0.09682839,"('corrupt', 'incorrupt')",0.4098751,0.20863028,0.247706,0.0559009,-0.1918051
36,-0.5675713,-0.9275921,"('hostile', 'amicable')",0.8742402,0.60134685,0.1533345,-0.1631226,-0.3164571
37,0.010638006,0.071564615,"('fake', 'genuine')",0.126494,0.13580601,0.068566,0.1036853,0.0351193
38,-0.75078034,-0.85022277,"('untruthful', 'truthful')",-0.2887776,-0.2675421,-0.519779,-0.5588824,-0.0391034
39,0.93169624,0.89583164,"('exploitative', 'cooperative')",0.20420524,0.21091476,0.5679507,0.5533732,-0.0145775
40,0.5630295,0.5258411,"('stingy', 'generous')",-0.9549583,-1.1309848,-0.1959644,-0.3025718,-0.1066074
41,0.40971026,0.26492313,"('unforgiving', 'forgiving')",0.12621747,-0.013800466,0.2679639,0.1255613,-0.1424026
42,0.23061009,0.37959677,"('unreliable', 'reliable')",-3.3111346,-3.2806883,-1.5402622,-1.4505458,0.0897164
43,-1.2011307,-1.1486603,"('irresponsible', 'responsible')",-0.039382894,0.047262073,-0.6202568,-0.5506991,0.0695577
44,0.66526085,0.76207644,"('prejudiced', 'unprejudiced')",-1.2549362,-1.2509314,-0.2948377,-0.2444275,0.0504102
45,-0.5301008,-0.5687696,"('incompetent', 'competent')",-0.36008263,-0.3465888,-0.4450917,-0.4576792,-0.0125875
46,-0.32286885,-0.25918007,"('uncompetitive', 'competitive')",-0.9514571,-0.91038775,-0.637163,-0.5847839,0.0523791
47,-0.16603063,-0.13159117,"('stupid', 'smart')",5.514681,5.6978893,2.6743252,2.783149,0.1088238
48,0.47910535,0.4480541,"('unintelligent', 'intelligent')",0.86463034,0.88254404,0.6718678,0.6652991,-0.0065687
49,0.2056588,0.26658976,"('unable', 'able')",-0.07515467,0.030368418,0.0652521,0.1484791,0.083227
50,-0.034042194,-0.0059619695,"('clumsy', 'skillful')",-0.017288394,-0.010832109,-0.0256653,-0.008397,0.0172683
51,-0.35415542,-0.35151243,"('uneducated', 'educated')",0.52362096,0.48951352,0.0847328,0.0690005,-0.0157323
52,0.4712644,0.1912893,"('irrational', 'rational')",0.8170877,0.6301389,0.6441761,0.4107141,-0.233462
53,-0.7374042,-0.98629826,"('uncreative', 'creative')",1.0470892,0.9961661,0.1548425,0.0049339,-0.1499086
54,-0.7849105,-0.9461893,"('incapable', 'capable')",1.2850939,1.324616,0.2500917,0.1892133,-0.0608784
55,0.3875463,0.450595,"('incompetent', 'clever')",0.042541884,0.11377391,0.2150441,0.2821845,0.0671404
56,0.047935314,0.11850186,"('impractical', 'practical')",-0.6230567,-0.5607846,-0.2875607,-0.2211414,0.0664193
57,-0.7013147,-0.7758411,"('unimaginative', 'imaginative')",-2.378952,-2.432213,-1.5401334,-1.604027,-0.0638936
58,0.33849242,0.19125189,"('undiscriminating', 'discriminating')",0.14316803,0.10302557,0.2408302,0.1471387,-0.0936915
59,-0.38067356,-0.54518455,"('foolish', 'wise')",0.5411447,0.5011858,0.0802356,-0.0219994,-0.102235
60,0.48460147,0.6318155,"('inefficient', 'efficient')",-0.5575325,-0.34572247,-0.0364655,0.1430465,0.179512
61,0.49038953,0.32462165,"('illogical', 'logical')",0.30671066,0.20624553,0.3985501,0.2654336,-0.1331165
62,0.05283452,0.21860562,"('incompetent', 'brilliant')",-0.38091186,-0.15616852,-0.1640387,0.0312186,0.1952573
63,-0.3087326,-0.34792128,"('unperceptive', 'insightful')",0.60141927,0.70026416,0.1463433,0.1761714,0.0298281
64,-0.28628644,-0.20811856,"('shy', 'confident')",-6.797325,-6.8025646,-3.5418057,-3.5053415,0.0364642
65,-0.022806853,0.058840584,"('insecure', 'secure')",-0.6994802,-0.63538265,-0.3611435,-0.288271,0.0728725
66,-1.0091403,-0.9967437,"('inactive', 'active')",0.91891426,0.90124625,-0.045113,-0.0477487,-0.0026357
67,0.23328337,0.28792912,"('doubtful', 'determined')",-0.63403904,-0.5286167,-0.2003778,-0.1203438,0.080034
68,0.11512898,0.10783467,"('dependent', 'independent')",-0.3579677,-0.3885241,-0.1214194,-0.1403447,-0.0189253
69,0.9444213,0.8925076,"('lazy', 'industrious')",-0.36837548,-0.40046266,0.2880229,0.2460225,-0.0420004
70,-0.7851887,-0.6723806,"('lethargic', 'energetic')",0.07738435,0.17147477,-0.3539022,-0.2504529,0.1034493
71,0.2071957,0.033566706,"('diffident', 'self-confident')",0.77248454,0.73717076,0.4898401,0.3853687,-0.1044714
72,-0.78509843,-0.7372541,"('unambitious', 'ambitious')",-0.8528089,-0.79779184,-0.8189536,-0.7675229,0.0514307
73,0.47791275,0.48379272,"('helpless', 'self-reliant')",-2.8885005,-2.9248812,-1.2052939,-1.2205442,-0.0152503
74,-0.22344112,-0.25508484,"('undedicated', 'dedicated')",0.18687293,0.14635237,-0.0182841,-0.0543662,-0.0360821
75,-0.28908506,-0.30190742,"('meek', 'impulsive')",-0.1681475,-0.15528953,-0.2286163,-0.2285985,1.78e-05
76,0.31857342,0.5505148,"('anxious', 'daring')",-0.05768344,0.09096577,0.130445,0.3207403,0.1902953
77,0.08758182,0.036617693,"('unmotivated', 'motivated')",-1.3301142,-1.1984212,-0.6212662,-0.5809018,0.0403644
78,0.074747995,0.014701197,"('nonresilient', 'resilient')",0.031686757,0.12941901,0.0532174,0.0720601,0.0188427
79,-0.9083319,-1.0437546,"('wavering', 'unwavering')",0.13495748,0.1146003,-0.3866872,-0.4645771,-0.0778899
80,0.6242457,0.85012245,"('dominated', 'dominating')",-1.6385511,-1.494537,-0.5071527,-0.3222073,0.1849454
81,-0.4083013,-0.18161282,"('submissive', 'aggressive')",-1.179866,-1.0133525,-0.7940836,-0.5974827,0.1966009
82,-0.8527262,-0.84791005,"('poor', 'rich')",5.84162,5.975791,2.4944468,2.5639405,0.0694937
83,0.16448644,0.06961594,"('powerless', 'powerful')",-0.82493377,-0.8161189,-0.3302237,-0.3732515,-0.0430278
84,0.75966656,0.73501897,"('inferior', 'superior')",1.1303031,1.0825331,0.9449849,0.908776,-0.0362089
85,0.14080647,-0.13779077,"('insignificant', 'prestigious')",1.5723509,1.4547081,0.8565786,0.6584587,-0.1981199
86,-1.1684396,-1.3644134,"('uninfluential', 'influential')",-0.064922735,-0.20213096,-0.6166812,-0.7832721,-0.1665909
87,0.12785801,0.17724073,"('unsuccessful', 'successful')",0.70367527,0.8229248,0.4157667,0.5000827,0.084316
88,-0.34207308,-0.40089408,"('low', 'eminent')",0.10220134,0.14090773,-0.1199359,-0.1299932,-0.0100573
