,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.95473766,-1.0050567,"('unsociable', 'sociable')",1.022207,0.71716076,-0.48858708,-0.71061933,-0.1403726,-0.3328384,-0.1924658
1,-1.6898749,-1.4898403,"('unfriendly', 'friendly')",0.3983738,0.4735705,1.2997171,1.2369725,0.0027387,0.0735675,0.0708288
2,0.85481566,0.8743425,"('unlikable', 'likable')",1.1891296,1.2491529,0.9458785,1.1249621,0.9966079,1.0828191,0.0862112
3,-1.0987787,-0.9874646,"('repellent', 'pleasant')",-0.5939518,-0.42084777,-0.16337416,-0.13387725,-0.6187016,-0.5140632,0.1046384
4,-0.04081986,-0.018463146,"('disliked', 'liked')",-0.39592832,-0.29910535,-5.7888937,-5.7390285,-2.0752139,-2.0188656,0.0563483
5,-0.44328946,-0.31355536,"('distant', 'outgoing')",-0.26723328,0.036920723,-0.114350736,0.052329235,-0.2749578,-0.0747685,0.2001893
6,-0.7445512,-0.4986764,"('distant', 'open')",-0.8217491,-0.5123168,0.3497119,0.5003023,-0.4055295,-0.1702303,0.2352992
7,-0.94363016,-0.8337288,"('insensitive', 'sensitive')",0.5802325,0.51132745,0.19071451,0.07104416,-0.057561,-0.0837857,-0.0262247
8,-0.6986745,-0.61204576,"('unaffectionate', 'affectionate')",-0.544856,-0.34641066,0.19212005,0.18984953,-0.3504701,-0.2562023,0.0942678
9,-1.1714607,-1.0901598,"('unaffectionate', 'caring')",0.40997303,0.46731395,0.59513754,0.60738814,-0.0554501,-0.0051526,0.0502975
10,-1.0772771,-1.0022882,"('unsympathetic', 'sympathetic')",0.5213122,0.31981212,-0.4483959,-0.6627076,-0.3347869,-0.4483946,-0.1136077
11,-0.73770744,-0.7880026,"('unhelpful', 'helpful')",0.4543751,0.42385685,2.0447338,2.02387,0.5871338,0.5532414,-0.0338924
12,-0.5905137,-0.35684904,"('unsupportive', 'supportive')",0.4701951,0.7107024,-1.9271812,-1.8539026,-0.6825,-0.5000164,0.1824836
13,-0.1981332,-0.3050619,"('impolite', 'polite')",0.6877806,0.40331927,-0.31819615,-0.4464163,0.0571504,-0.116053,-0.1732034
14,-0.33973032,-0.34944677,"('antisocial', 'social')",1.1168816,0.9633032,-0.5996267,-0.76841444,0.0591749,-0.0515193,-0.1106942
15,0.4364673,0.27634695,"('boring', 'funny')",0.46702915,0.3571321,0.7248739,0.66132355,0.5427901,0.4316009,-0.1111892
16,-0.50475377,-0.4411502,"('unpopular', 'popular')",-0.58522385,-0.31009457,0.6831612,0.74145997,-0.1356055,-0.0032616,0.1323439
17,-0.20822589,-0.10251631,"('nasty', 'nice')",-0.7794453,-0.549098,-0.43570444,-0.36844337,-0.4744585,-0.3400192,0.1344393
18,-0.43788123,-0.23387082,"('disagreeable', 'welcoming')",-0.6417168,-0.4005214,-0.2798624,-0.13071355,-0.4531535,-0.2550352,0.1981183
19,-0.714088,-0.56834185,"('inhospitable', 'hospitable')",-0.4157753,-0.28645277,-0.031719193,0.21433268,-0.3871942,-0.2134873,0.1737069
20,-0.78002787,-0.70265245,"('rough', 'thoughtful')",0.5654263,0.67888814,0.7879014,0.7741321,0.1910999,0.2501226,0.0590227
21,-0.16627067,-0.253643,"('immoral', 'moral')",0.85296077,0.68579066,-0.6113971,-0.69716483,0.0250977,-0.0883391,-0.1134368
22,0.05175321,0.08952427,"('untrustworthy', 'trustworthy')",0.41656384,0.26125652,-0.94249374,-1.0608442,-0.1580589,-0.2366878,-0.0786289
23,-0.873991,-0.87219787,"('insincere', 'sincere')",1.1060382,0.9811406,5.405955,5.192719,1.879334,1.7672205,-0.1121135
24,0.2536694,0.30145887,"('dishonest', 'honest')",0.02945606,-0.04954931,0.735031,0.6172855,0.3393855,0.2897317,-0.0496538
25,0.23168,0.2670725,"('egoistic', 'altruistic')",-0.6074625,-0.5479417,1.2060812,1.1501174,0.2767662,0.2897494,0.0129832
26,-0.3167438,-0.30564207,"('hardhearted', 'benevolent')",1.0353231,1.0577803,1.447516,1.2799097,0.7220318,0.6773493,-0.0446825
27,-0.97169995,-0.78111887,"('hardhearted', 'softhearted')",0.15352778,0.26338091,0.94447196,0.84088725,0.0420999,0.1077164,0.0656165
28,-0.51247406,-0.60129285,"('disloyal', 'loyal')",-0.23939365,-0.42711043,1.0468603,0.8349975,0.0983309,-0.0644686,-0.1627995
29,-0.41700128,-0.41485375,"('unfair', 'fair')",-0.7885749,-0.7793415,-0.59247446,-0.74369025,-0.5993502,-0.6459618,-0.0466116
30,0.05996319,0.06846844,"('intolerant', 'tolerant')",1.9302435,1.8064852,1.2741796,1.2701337,1.0881287,1.0483624,-0.0397663
31,-1.1666375,-0.944884,"('evil', 'good')",-1.7491491,-1.5379894,-1.2342052,-1.176414,-1.3833307,-1.2197625,0.1635682
32,-0.08343564,-0.14665799,"('unkind', 'kind')",1.1739087,0.9282952,0.9597472,0.6738613,0.6834068,0.4851662,-0.1982406
33,0.7519329,0.718788,"('wrong', 'right')",0.51412106,0.54466546,-0.51249313,-0.5092122,0.2511869,0.2514138,0.0002269
34,-0.2636863,-0.073461756,"('mean', 'honorable')",-0.26554477,-0.009825792,5.9838142,6.1013856,1.8181944,2.0060326,0.1878382
35,0.62573326,0.62678957,"('corrupt', 'incorrupt')",-2.0069523,-1.9173551,-0.33018744,-0.37656936,-0.5704688,-0.5557116,0.0147572
36,-0.9479269,-0.87571275,"('hostile', 'amicable')",-1.9977576,-1.7919519,-0.057548895,-0.07692765,-1.0010778,-0.9148641,0.0862137
37,0.033616863,0.11180132,"('fake', 'genuine')",-0.17072502,-0.18543302,0.17891426,0.18947682,0.0139354,0.038615,0.0246796
38,-0.20727149,-0.18500617,"('untruthful', 'truthful')",-0.35725898,-0.31550008,0.15719588,0.278934,-0.1357782,-0.0738574,0.0619208
39,0.6287749,0.64952916,"('exploitative', 'cooperative')",1.4076287,1.255048,0.1265935,0.07703229,0.7209991,0.6605365,-0.0604626
40,-0.29450482,-0.18566468,"('stingy', 'generous')",-0.6566606,-0.6002063,-1.7073894,-1.8111928,-0.8861849,-0.8656879,0.020497
41,-0.2777819,-0.12775618,"('unforgiving', 'forgiving')",-0.3687292,-0.31042254,0.23098086,0.21723905,-0.1385101,-0.0736466,0.0648635
42,0.63022953,0.73271644,"('unreliable', 'reliable')",0.8132468,0.9393009,-2.3917356,-2.266506,-0.3160864,-0.1981629,0.1179235
43,-0.6048006,-0.4851451,"('irresponsible', 'responsible')",1.5185548,1.4980206,0.50004,0.48338875,0.4712648,0.4987548,0.02749
44,0.8956907,0.7913606,"('prejudiced', 'unprejudiced')",0.0821277,0.15465643,-1.1166911,-1.0942569,-0.0462909,-0.0494133,-0.0031224
45,-0.74196976,-0.5903671,"('incompetent', 'competent')",0.7764215,0.70094836,-0.23944089,-0.37658557,-0.0683297,-0.0886681,-0.0203384
