,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0326653,-1.1610523,"('unsociable', 'sociable')",-1.1721468,-1.3971177,-0.100879654,-0.296512,-1.4369521,-1.4700903,-0.6265894,-0.737857,-0.8738466,-1.0125258,-0.1386792
1,2.1829636,1.8899606,"('unfriendly', 'friendly')",0.7791467,0.6068528,0.18445373,0.12394455,-0.4428658,-0.6067878,2.595485,2.4932778,1.0598366,0.9014496,-0.158387
2,2.832109,2.8738298,"('unlikable', 'likable')",2.2606263,2.2354362,2.0632198,2.1333263,1.9586451,1.9732976,1.0556992,1.0903884,2.0340599,2.0612558,0.0271959
3,-1.1417463,-1.0493144,"('repellent', 'pleasant')",-1.2243388,-1.1008883,-0.48935926,-0.5164339,0.64018655,0.55228233,0.0017316192,-0.016470559,-0.4427052,-0.426165,0.0165402
4,-0.13922088,-0.2593167,"('disliked', 'liked')",0.7514221,0.7496374,-0.11163619,-0.12279306,-0.13133948,-0.16135006,-6.444133,-6.5525846,-1.2149815,-1.2692814,-0.0542999
5,2.2286148,2.2459373,"('distant', 'outgoing')",1.3811603,1.2958522,0.42700365,0.5636692,0.73868734,0.8161064,0.38058022,0.40222836,1.0312094,1.0647587,0.0335493
6,1.8374887,1.8333588,"('distant', 'open')",1.3701136,1.3320863,0.5773736,0.7022134,0.59545296,0.6322714,1.251948,1.2343619,1.1264753,1.1468584,0.0203831
7,-0.06669314,-0.14133391,"('insensitive', 'sensitive')",-0.8511641,-0.9093574,0.14282623,0.039600022,-1.2647516,-1.2610389,0.6160243,0.61511815,-0.2847517,-0.3314024,-0.0466507
8,0.82501775,0.81616026,"('unaffectionate', 'affectionate')",1.335814,1.3601379,0.12307662,0.12173796,0.09740171,-0.005108878,1.5712477,1.5076599,0.7905115,0.7601174,-0.0303941
9,2.0507207,1.966494,"('unaffectionate', 'caring')",1.2988353,1.2773082,0.194338,0.11554824,-0.018820608,-0.089775115,2.0873404,2.0553284,1.1224828,1.0649807,-0.0575021
10,-1.6494608,-1.8402946,"('unsympathetic', 'sympathetic')",-1.5803975,-1.6849828,-0.23303378,-0.41309533,-1.9994179,-2.0276027,-0.6872247,-0.6752789,-1.2299069,-1.3282509,-0.098344
11,-0.42978823,-0.39676467,"('unhelpful', 'helpful')",-1.1393819,-1.2119572,-0.5333846,-0.6243739,-1.1146082,-1.1303221,1.735289,1.8017313,-0.2963748,-0.3123373,-0.0159625
12,1.4017531,1.4489439,"('unsupportive', 'supportive')",1.4847963,1.5008339,1.158947,1.1909589,-0.46748397,-0.36617774,-1.4071215,-1.3927947,0.4341782,0.4763528,0.0421746
13,-0.8072363,-0.81142354,"('impolite', 'polite')",-1.220467,-1.4299233,-0.32374457,-0.4648234,-1.0311623,-0.9744607,-0.72452015,-0.76575226,-0.821426,-0.8892767,-0.0678507
14,-0.48600137,-0.4335601,"('antisocial', 'social')",-0.7568009,-0.8719572,1.1059057,0.97823745,-0.6018548,-0.574577,-1.0739762,-1.1547058,-0.3625455,-0.4113125,-0.048767
15,-0.1656758,-0.15834583,"('boring', 'funny')",0.4343407,0.36478958,0.16718107,0.19316222,-0.5314892,-0.46936482,0.3248541,0.34464028,0.0458422,0.0549763,0.0091341
16,0.5236063,0.45291466,"('unpopular', 'popular')",-0.10561993,-0.08560118,0.6225024,0.6609674,0.4135639,0.44085178,1.294199,1.2305902,0.5496503,0.5399446,-0.0097057
17,-0.079405494,-0.03538486,"('nasty', 'nice')",-1.06157,-1.0723315,-0.32620877,-0.2423667,-0.36016175,-0.29054752,-0.89981025,-0.8165301,-0.5454313,-0.4914321,0.0539992
18,0.29265675,0.27852207,"('disagreeable', 'welcoming')",0.8702364,0.8807537,0.5510161,0.7540652,-0.68038434,-0.6968057,-0.13555618,-0.2364599,0.1795938,0.1960151,0.0164213
19,-0.02101559,0.009127345,"('inhospitable', 'hospitable')",0.6209801,0.6261996,-0.52615714,-0.46735862,-0.18671852,-0.21694775,0.048624225,0.087430954,-0.0128574,0.0076903,0.0205477
20,1.5118464,1.6462622,"('rough', 'thoughtful')",-0.021526057,0.078115925,1.1845871,1.2803895,0.06795604,0.016137127,0.8550066,0.8316703,0.719574,0.770515,0.050941
21,-0.46448645,-0.55206907,"('immoral', 'moral')",-0.61771756,-0.71525514,0.51697767,0.38894534,-1.9550953,-1.9298829,-1.2679752,-1.3081567,-0.7576593,-0.8232838,-0.0656245
22,-1.1248223,-1.1440235,"('untrustworthy', 'trustworthy')",-0.8051414,-0.9397341,-0.28296375,-0.3217918,-1.7878219,-1.7877638,-1.2699151,-1.3589487,-1.0541328,-1.1104525,-0.0563197
23,-0.06669581,-0.25978047,"('insincere', 'sincere')",-0.8674704,-1.0676699,-0.5030535,-0.56603575,-2.1763763,-2.21576,5.779984,5.731251,0.4332776,0.3244009,-0.1088767
24,-0.21466544,-0.28514683,"('dishonest', 'honest')",-0.32636207,-0.43899646,-0.7599635,-0.8158148,-2.0700836,-2.0379846,0.8381605,0.7647072,-0.5065828,-0.5626471,-0.0560643
25,1.3555721,1.292523,"('egoistic', 'altruistic')",0.83008784,0.79598814,0.6738543,0.6427588,1.4591029,1.3349235,1.8590202,1.7713562,1.2355274,1.1675099,-0.0680175
26,2.8769243,2.6865416,"('hardhearted', 'benevolent')",2.0311382,2.0002983,2.4748561,2.398492,1.504442,1.3548422,2.0318046,1.9490973,2.1838329,2.0778543,-0.1059786
