,surgery_male,surgery_female,tuple,average_male,average_female,female-male
0,0.26648664,0.06673081,"('unsociable', 'sociable')",0.2664866,0.0667308,-0.1997558
1,1.3588326,1.3567584,"('unfriendly', 'friendly')",1.3588326,1.3567584,-0.0020742
2,0.38516128,0.56352085,"('unlikable', 'likable')",0.3851613,0.5635208,0.1783595
3,0.5338165,0.76602095,"('repellent', 'pleasant')",0.5338165,0.766021,0.2322045
4,-7.360321,-7.475159,"('disliked', 'liked')",-7.360321,-7.4751592,-0.1148382
5,-0.12108222,-0.016843457,"('distant', 'outgoing')",-0.1210822,-0.0168435,0.1042387
6,0.15869209,0.29675123,"('distant', 'open')",0.1586921,0.2967512,0.1380591
7,0.557686,0.62536645,"('insensitive', 'sensitive')",0.557686,0.6253664,0.0676804
8,1.4309356,1.3488901,"('unaffectionate', 'affectionate')",1.4309356,1.3488901,-0.0820455
9,2.0363271,2.0882394,"('unaffectionate', 'caring')",2.0363271,2.0882394,0.0519123
10,1.1935031,1.3351783,"('unsympathetic', 'sympathetic')",1.1935031,1.3351783,0.1416752
11,2.3527467,2.3256614,"('unhelpful', 'helpful')",2.3527467,2.3256614,-0.0270853
12,-1.1716952,-1.2598015,"('unsupportive', 'supportive')",-1.1716952,-1.2598015,-0.0881063
13,0.28231066,0.28476745,"('impolite', 'polite')",0.2823107,0.2847674,0.0024567
14,-0.2612627,-0.45118427,"('antisocial', 'social')",-0.2612627,-0.4511843,-0.1899216
15,0.29502308,0.17867738,"('boring', 'funny')",0.2950231,0.1786774,-0.1163457
16,-0.20843032,-0.10518278,"('unpopular', 'popular')",-0.2084303,-0.1051828,0.1032475
17,0.031527296,0.021699514,"('nasty', 'nice')",0.0315273,0.0216995,-0.0098278
18,-0.4999549,-0.5292843,"('disagreeable', 'welcoming')",-0.4999549,-0.5292843,-0.0293294
19,-0.23110835,-0.133135,"('inhospitable', 'hospitable')",-0.2311084,-0.133135,0.0979734
20,0.4448739,0.37797332,"('rough', 'thoughtful')",0.4448739,0.3779733,-0.0669006
