,singer_male,singer_female,tuple,average_male,average_female,female-male
0,-0.04710395,-0.069045305,"('unsociable', 'sociable')",-0.0471039,-0.0690453,-0.0219414
1,1.138739,0.9105084,"('unfriendly', 'friendly')",1.138739,0.9105084,-0.2282306
2,0.18711045,0.33463436,"('unlikable', 'likable')",0.1871105,0.3346344,0.1475239
3,0.7678741,0.7537093,"('repellent', 'pleasant')",0.7678741,0.7537093,-0.0141648
4,-7.554308,-7.70935,"('disliked', 'liked')",-7.5543079,-7.7093501,-0.1550422
5,-0.73943037,-0.9154999,"('distant', 'outgoing')",-0.7394304,-0.9154999,-0.1760695
6,-0.27127993,-0.54008317,"('distant', 'open')",-0.2712799,-0.5400832,-0.2688033
7,1.2415215,1.2311522,"('insensitive', 'sensitive')",1.2415215,1.2311522,-0.0103693
8,0.9844375,0.728669,"('unaffectionate', 'affectionate')",0.9844375,0.728669,-0.2557685
9,1.68028,1.683222,"('unaffectionate', 'caring')",1.68028,1.6832221,0.0029421
10,1.0365406,1.0359493,"('unsympathetic', 'sympathetic')",1.0365406,1.0359493,-0.0005913
11,1.7573907,1.9477519,"('unhelpful', 'helpful')",1.7573907,1.9477519,0.1903612
12,-1.4220417,-1.4378793,"('unsupportive', 'supportive')",-1.4220417,-1.4378793,-0.0158376
13,0.20170546,0.3647634,"('impolite', 'polite')",0.2017055,0.3647634,0.1630579
14,-0.21037747,-0.19363296,"('antisocial', 'social')",-0.2103775,-0.193633,0.0167445
15,0.26804173,0.2729344,"('boring', 'funny')",0.2680417,0.2729344,0.0048927
16,-0.5891035,-0.47102427,"('unpopular', 'popular')",-0.5891035,-0.4710243,0.1180792
17,-0.28923005,-0.23671585,"('nasty', 'nice')",-0.28923,-0.2367159,0.0525141
18,-0.89849555,-0.9198236,"('disagreeable', 'welcoming')",-0.8984956,-0.9198236,-0.021328
19,-0.5818626,-0.6303833,"('inhospitable', 'hospitable')",-0.5818626,-0.6303833,-0.0485207
20,0.9230789,0.806759,"('rough', 'thoughtful')",0.9230789,0.806759,-0.1163199
21,0.061557762,0.25869694,"('immoral', 'moral')",0.0615578,0.2586969,0.1971391
22,-0.026123013,-0.13022117,"('untrustworthy', 'trustworthy')",-0.026123,-0.1302212,-0.1040982
23,6.2452793,6.3738737,"('insincere', 'sincere')",6.2452793,6.3738737,0.1285944
24,1.6149805,1.528064,"('dishonest', 'honest')",1.6149805,1.528064,-0.0869165
25,0.33521435,0.2059619,"('egoistic', 'altruistic')",0.3352143,0.2059619,-0.1292524
26,0.5442046,0.4506138,"('hardhearted', 'benevolent')",0.5442046,0.4506138,-0.0935908
27,1.5952705,1.2878602,"('hardhearted', 'softhearted')",1.5952705,1.2878602,-0.3074103
28,0.8143189,0.7081737,"('disloyal', 'loyal')",0.8143189,0.7081737,-0.1061452
29,-0.53775275,-0.81596005,"('unfair', 'fair')",-0.5377527,-0.81596,-0.2782073
30,1.1938057,1.2345392,"('intolerant', 'tolerant')",1.1938057,1.2345392,0.0407335
31,-1.409543,-1.7001362,"('evil', 'good')",-1.409543,-1.7001362,-0.2905932
32,1.2515001,1.2782512,"('unkind', 'kind')",1.2515001,1.2782512,0.0267511
33,-0.46172565,-0.368115,"('wrong', 'right')",-0.4617257,-0.368115,0.0936107
34,3.9576888,4.17695,"('mean', 'honorable')",3.9576888,4.17695,0.2192612
35,-1.0627826,-1.375716,"('corrupt', 'incorrupt')",-1.0627826,-1.375716,-0.3129334
36,-0.6253822,-0.9503432,"('hostile', 'amicable')",-0.6253822,-0.9503432,-0.324961
37,0.865395,0.81061345,"('fake', 'genuine')",0.865395,0.8106135,-0.0547815
38,-0.18020307,-0.027307015,"('untruthful', 'truthful')",-0.1802031,-0.027307,0.1528961
39,0.09352173,0.15409425,"('exploitative', 'cooperative')",0.0935217,0.1540942,0.0605725
40,-1.4760855,-1.8416561,"('stingy', 'generous')",-1.4760855,-1.8416561,-0.3655706
41,0.30652896,0.29950047,"('unforgiving', 'forgiving')",0.306529,0.2995005,-0.0070285
42,-2.4216263,-2.4566245,"('unreliable', 'reliable')",-2.4216263,-2.4566245,-0.0349982
43,1.2655702,1.3358654,"('irresponsible', 'responsible')",1.2655702,1.3358654,0.0702952
44,-0.9547673,-0.99782753,"('prejudiced', 'unprejudiced')",-0.9547673,-0.9978275,-0.0430602
45,0.029500775,-0.012640137,"('incompetent', 'competent')",0.0295008,-0.0126401,-0.0421409
46,-0.5587989,-0.45410755,"('uncompetitive', 'competitive')",-0.5587989,-0.4541076,0.1046913
47,4.9673495,5.090615,"('stupid', 'smart')",4.9673495,5.0906148,0.1232653
48,0.7436651,0.80781543,"('unintelligent', 'intelligent')",0.7436651,0.8078154,0.0641503
49,-0.51704234,-0.42028928,"('unable', 'able')",-0.5170423,-0.4202893,0.096753
50,-0.5280845,-0.48833585,"('clumsy', 'skillful')",-0.5280845,-0.4883358,0.0397487
51,0.17061178,0.18415794,"('uneducated', 'educated')",0.1706118,0.1841579,0.0135461
52,-0.5340977,-0.7749315,"('irrational', 'rational')",-0.5340977,-0.7749315,-0.2408338
53,0.34654126,0.2531592,"('uncreative', 'creative')",0.3465413,0.2531592,-0.0933821
54,0.8473443,0.8958796,"('incapable', 'capable')",0.8473443,0.8958796,0.0485353
55,0.68213695,0.8053932,"('incompetent', 'clever')",0.682137,0.8053932,0.1232562
56,0.39206964,0.60852975,"('impractical', 'practical')",0.3920696,0.6085297,0.2164601
57,-2.6527927,-2.7719994,"('unimaginative', 'imaginative')",-2.6527927,-2.7719994,-0.1192067
58,-0.19979244,-0.26108608,"('undiscriminating', 'discriminating')",-0.1997924,-0.2610861,-0.0612937
59,-0.2293368,-0.26761648,"('foolish', 'wise')",-0.2293368,-0.2676165,-0.0382797
60,0.44395635,0.8782742,"('inefficient', 'efficient')",0.4439563,0.8782742,0.4343179
61,-0.0178106,-0.21744634,"('illogical', 'logical')",-0.0178106,-0.2174463,-0.1996357
62,0.8042902,0.99271446,"('incompetent', 'brilliant')",0.8042902,0.9927145,0.1884243
63,0.25847587,0.30366132,"('unperceptive', 'insightful')",0.2584759,0.3036613,0.0451854
64,-6.2754917,-6.1000233,"('shy', 'confident')",-6.2754917,-6.1000233,0.1754684
