,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.46151358,-0.53037,"('unsociable', 'sociable')",0.037128538,-0.12066017,-0.43829703,-0.51450545,-0.2875607,-0.3885119,-0.1009512
1,-0.6482303,-0.76329184,"('unfriendly', 'friendly')",-0.33041993,-0.44227928,2.0039833,1.870724,0.3417777,0.2217176,-0.1200601
2,1.1014463,1.1419296,"('unlikable', 'likable')",0.33090755,0.38671,0.43602076,0.55704695,0.6227915,0.6952288,0.0724373
3,-0.13833217,0.042660676,"('repellent', 'pleasant')",0.2972493,0.4220386,0.2552082,0.33752853,0.1380418,0.2674093,0.1293675
4,0.31655845,0.24016356,"('disliked', 'liked')",0.32531053,0.21893197,-6.4038534,-6.5086317,-1.9206614,-2.0165121,-0.0958507
5,-0.23243916,-0.3027177,"('distant', 'outgoing')",-0.26692504,-0.22504248,0.042380285,0.0029717833,-0.152328,-0.1749295,-0.0226015
6,-0.6852898,-0.7124083,"('distant', 'open')",-0.74149835,-0.6939851,0.68725055,0.60877293,-0.2465125,-0.2658735,-0.019361
7,0.17873564,0.17107692,"('insensitive', 'sensitive')",0.32316244,0.35544172,0.6412921,0.65357,0.3810634,0.3933629,0.0122995
8,-0.41451314,-0.44727185,"('unaffectionate', 'affectionate')",-0.32983705,-0.30652153,1.0257354,0.91971534,0.0937951,0.0553073,-0.0384878
9,-0.4809147,-0.5201039,"('unaffectionate', 'caring')",-0.15160906,-0.16143705,1.2555269,1.2166588,0.2076677,0.1783726,-0.0292951
10,-1.0726558,-0.9929704,"('unsympathetic', 'sympathetic')",-0.35101753,-0.29792202,-0.39527428,-0.34940967,-0.6063159,-0.5467674,0.0595485
11,-0.07929021,0.03692414,"('unhelpful', 'helpful')",1.0278957,1.0563309,1.7536789,1.859716,0.9007614,0.9843237,0.0835623
12,0.17707741,0.2854542,"('unsupportive', 'supportive')",0.105134964,0.21555018,-2.1386743,-2.1276422,-0.6188206,-0.5422126,0.076608
13,-0.1338413,-0.07057253,"('impolite', 'polite')",0.23704286,0.2667362,-0.4813386,-0.45397398,-0.1260457,-0.0859368,0.0401089
