,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1063198,-1.1628643,"('unsociable', 'sociable')",-0.29238588,-0.42131162,-0.6993529,-0.792088,-0.0927351
1,-1.204703,-1.2352976,"('unfriendly', 'friendly')",1.9246633,1.7934769,0.3599802,0.2790897,-0.0808905
2,0.65940523,0.6738416,"('unlikable', 'likable')",0.8368554,0.8756751,0.7481303,0.7747583,0.026628
3,-0.8728697,-0.75199604,"('repellent', 'pleasant')",0.21660843,0.24209738,-0.3281306,-0.2549493,0.0731813
4,-0.090183355,-0.096976936,"('disliked', 'liked')",-6.2373686,-6.3026266,-3.1637759,-3.1998017,-0.0360258
5,-0.3600067,-0.2807119,"('distant', 'outgoing')",-0.0070251226,0.017276462,-0.1835159,-0.1317177,0.0517982
6,-0.51930344,-0.44738337,"('distant', 'open')",0.25901157,0.3064068,-0.1301459,-0.0704883,0.0596576
7,-0.9314855,-0.8784803,"('insensitive', 'sensitive')",0.20855133,0.25934827,-0.3614671,-0.309566,0.0519011
8,-0.97470486,-1.0286834,"('unaffectionate', 'affectionate')",0.9368385,0.8984461,-0.0189332,-0.0651187,-0.0461855
9,-1.3173151,-1.3406407,"('unaffectionate', 'caring')",1.1076056,1.1652052,-0.1048548,-0.0877177,0.0171371
10,-1.5439293,-1.4752401,"('unsympathetic', 'sympathetic')",-0.6585372,-0.63765186,-1.1012332,-1.056446,0.0447872
11,-0.4283149,-0.45676643,"('unhelpful', 'helpful')",1.760228,1.8630111,0.6659566,0.7031224,0.0371658
12,-0.7270486,-0.58868957,"('unsupportive', 'supportive')",-1.9680402,-1.8550005,-1.3475444,-1.221845,0.1256994
13,-0.7888414,-0.8249428,"('impolite', 'polite')",-0.80537856,-0.79373544,-0.79711,-0.8093392,-0.0122292
14,-0.22645466,-0.23448223,"('antisocial', 'social')",-0.45056278,-0.5500358,-0.3385087,-0.392259,-0.0537503
15,0.6511495,0.5146183,"('boring', 'funny')",0.683088,0.5955296,0.6671188,0.555074,-0.1120448
16,-0.026307795,-0.0018479973,"('unpopular', 'popular')",0.7899602,0.76108664,0.3818262,0.3796193,-0.0022069
17,0.378997,0.42299855,"('nasty', 'nice')",-0.28269532,-0.25372592,0.0481508,0.0846363,0.0364855
18,-0.25895846,-0.14367363,"('disagreeable', 'welcoming')",-0.2347031,-0.24895993,-0.2468308,-0.1963168,0.050514
19,-1.0009189,-0.974153,"('inhospitable', 'hospitable')",0.026053185,0.14636974,-0.4874328,-0.4138916,0.0735412
20,0.06774337,0.09566763,"('rough', 'thoughtful')",1.1728243,1.1568415,0.6202838,0.6262546,0.0059708
21,0.20853984,0.17742589,"('immoral', 'moral')",-0.31862068,-0.27670237,-0.0550404,-0.0496382,0.0054022
22,-0.50451064,-0.4859289,"('untrustworthy', 'trustworthy')",-0.916475,-0.9909521,-0.7104928,-0.7384405,-0.0279477
23,-1.1830838,-1.194659,"('insincere', 'sincere')",5.7299953,5.684805,2.2734556,2.2450728,-0.0283828
24,-0.63475764,-0.6254739,"('dishonest', 'honest')",0.813834,0.77754945,0.0895382,0.0760378,-0.0135004
25,-0.42101607,-0.414389,"('egoistic', 'altruistic')",1.5341778,1.4461753,0.5565808,0.5158932,-0.0406876
26,0.1730695,0.019306839,"('hardhearted', 'benevolent')",1.9023001,1.7447612,1.0376848,0.8820341,-0.1556507
27,0.3370703,0.46307218,"('hardhearted', 'softhearted')",1.4071615,1.3413954,0.8721159,0.9022338,0.0301179
28,-0.8168672,-0.9565774,"('disloyal', 'loyal')",1.1325687,1.0172184,0.1578508,0.0303205,-0.1275303
29,-0.05678772,-0.055421703,"('unfair', 'fair')",-0.3757704,-0.5138639,-0.2162791,-0.2846428,-0.0683637
30,0.008336531,-0.043578602,"('intolerant', 'tolerant')",1.1879658,1.1563413,0.5981511,0.5563813,-0.0417698
31,-0.3578814,-0.27533862,"('evil', 'good')",-0.8066591,-0.9162865,-0.5822703,-0.5958126,-0.0135423
32,0.024931379,-0.01390367,"('unkind', 'kind')",1.0368667,0.8736902,0.530899,0.4298933,-0.1010057
33,-0.073551044,-0.115088515,"('wrong', 'right')",-0.672394,-0.7790461,-0.3729725,-0.4470673,-0.0740948
34,0.5985897,0.7599274,"('mean', 'honorable')",6.122372,6.2963524,3.360481,3.5281398,0.1676588
35,0.75934154,0.6994805,"('corrupt', 'incorrupt')",0.030115584,-0.123472475,0.3947286,0.288004,-0.1067246
36,-0.43353793,-0.46122438,"('hostile', 'amicable')",0.3495676,0.13252637,-0.0419852,-0.164349,-0.1223638
37,0.23078293,0.27275693,"('fake', 'genuine')",0.19454303,0.19787638,0.212663,0.2353167,0.0226537
38,-0.785957,-0.77840304,"('untruthful', 'truthful')",-0.056486003,0.028552867,-0.4212215,-0.3749251,0.0462964
