,strudel_male,strudel_female,tuple,average_male,average_female,female-male
0,-0.8192678,-0.95519525,"('unsociable', 'sociable')",-0.8192678,-0.9551952,-0.1359274
1,-1.6022346,-1.7925358,"('unfriendly', 'friendly')",-1.6022346,-1.7925358,-0.1903012
2,-0.26421973,-0.26895615,"('unlikable', 'likable')",-0.2642197,-0.2689562,-0.0047365
3,-0.78369933,-0.6717641,"('repellent', 'pleasant')",-0.7836993,-0.6717641,0.1119352
4,-1.8069382,-1.8724483,"('disliked', 'liked')",-1.8069382,-1.8724483,-0.0655101
5,-1.1890805,-1.2567418,"('distant', 'outgoing')",-1.1890805,-1.2567418,-0.0676613
6,-1.2887943,-1.3462269,"('distant', 'open')",-1.2887943,-1.3462269,-0.0574326
7,-0.28846937,-0.23843198,"('insensitive', 'sensitive')",-0.2884694,-0.238432,0.0500374
8,-0.5070754,-0.6203405,"('unaffectionate', 'affectionate')",-0.5070754,-0.6203405,-0.1132651
9,-1.1669741,-1.2602185,"('unaffectionate', 'caring')",-1.1669741,-1.2602185,-0.0932444
10,-0.8089485,-0.773473,"('unsympathetic', 'sympathetic')",-0.8089485,-0.773473,0.0354755
11,-0.106007814,-0.06897847,"('unhelpful', 'helpful')",-0.1060078,-0.0689785,0.0370293
12,-1.7219051,-1.6962962,"('unsupportive', 'supportive')",-1.7219051,-1.6962962,0.0256089
13,-0.3363637,-0.4023416,"('impolite', 'polite')",-0.3363637,-0.4023416,-0.0659779
14,0.38135216,0.33438203,"('antisocial', 'social')",0.3813522,0.334382,-0.0469702
15,0.23097838,0.17682233,"('boring', 'funny')",0.2309784,0.1768223,-0.0541561
16,-0.32501775,-0.33225358,"('unpopular', 'popular')",-0.3250178,-0.3322536,-0.0072358
17,-0.7066019,-0.6192743,"('nasty', 'nice')",-0.7066019,-0.6192743,0.0873276
18,-1.0364062,-1.0430471,"('disagreeable', 'welcoming')",-1.0364062,-1.0430471,-0.0066409
19,-0.5856478,-0.5123002,"('inhospitable', 'hospitable')",-0.5856478,-0.5123002,0.0733476
20,0.21227273,0.18167134,"('rough', 'thoughtful')",0.2122727,0.1816713,-0.0306014
21,-0.10479924,-0.026844632,"('immoral', 'moral')",-0.1047992,-0.0268446,0.0779546
22,-0.099162914,-0.16792111,"('untrustworthy', 'trustworthy')",-0.0991629,-0.1679211,-0.0687582
23,0.774257,0.72245455,"('insincere', 'sincere')",0.774257,0.7224545,-0.0518025
24,-0.7171315,-0.80109835,"('dishonest', 'honest')",-0.7171315,-0.8010983,-0.0839668
25,-0.4684237,-0.5100045,"('egoistic', 'altruistic')",-0.4684237,-0.5100045,-0.0415808
26,-0.42790955,-0.6291292,"('hardhearted', 'benevolent')",-0.4279096,-0.6291292,-0.2012196
27,-0.1372489,-0.27658376,"('hardhearted', 'softhearted')",-0.1372489,-0.2765838,-0.1393349
28,-0.68536294,-0.78749335,"('disloyal', 'loyal')",-0.6853629,-0.7874933,-0.1021304
29,-0.68309355,-0.7536459,"('unfair', 'fair')",-0.6830935,-0.7536459,-0.0705524
30,0.19676298,0.20015642,"('intolerant', 'tolerant')",0.196763,0.2001564,0.0033934
31,-1.6245701,-1.604027,"('evil', 'good')",-1.6245701,-1.604027,0.0205431
32,-0.59650105,-0.7957953,"('unkind', 'kind')",-0.5965011,-0.7957953,-0.1992942
33,-0.3122991,-0.38919395,"('wrong', 'right')",-0.3122991,-0.389194,-0.0768949
34,0.71305585,0.8905814,"('mean', 'honorable')",0.7130558,0.8905814,0.1775256
35,-0.15482435,-0.27554145,"('corrupt', 'incorrupt')",-0.1548243,-0.2755415,-0.1207172
36,-1.0791928,-1.1223621,"('hostile', 'amicable')",-1.0791928,-1.1223621,-0.0431693
37,0.08794531,0.09829775,"('fake', 'genuine')",0.0879453,0.0982978,0.0103525
38,-0.8100178,-0.84224945,"('untruthful', 'truthful')",-0.8100178,-0.8422495,-0.0322317
39,0.29454845,0.3676875,"('exploitative', 'cooperative')",0.2945485,0.3676875,0.073139
40,-1.5973439,-1.7140924,"('stingy', 'generous')",-1.5973439,-1.7140924,-0.1167485
41,-1.0211025,-1.0281665,"('unforgiving', 'forgiving')",-1.0211025,-1.0281665,-0.007064
42,-0.19569731,-0.05738459,"('unreliable', 'reliable')",-0.1956973,-0.0573846,0.1383127
43,-0.5856523,-0.584565,"('irresponsible', 'responsible')",-0.5856523,-0.584565,0.0010873
44,-0.09931875,0.0022769142,"('prejudiced', 'unprejudiced')",-0.0993188,0.0022769,0.1015957
45,-0.3761315,-0.4036364,"('incompetent', 'competent')",-0.3761315,-0.4036364,-0.0275049
46,-0.20922497,-0.20522618,"('uncompetitive', 'competitive')",-0.209225,-0.2052262,0.0039988
47,1.8323425,1.8238343,"('stupid', 'smart')",1.8323425,1.8238343,-0.0085082
48,-0.62379736,-0.56904286,"('unintelligent', 'intelligent')",-0.6237974,-0.5690429,0.0547545
49,-0.5011699,-0.35470262,"('unable', 'able')",-0.5011699,-0.3547026,0.1464673
50,0.043724537,0.030425662,"('clumsy', 'skillful')",0.0437245,0.0304257,-0.0132988
51,0.24305448,0.14540888,"('uneducated', 'educated')",0.2430545,0.1454089,-0.0976456
52,-1.1293495,-1.2240925,"('irrational', 'rational')",-1.1293495,-1.2240925,-0.094743
53,-1.1994255,-1.288603,"('uncreative', 'creative')",-1.1994255,-1.2886029,-0.0891774
54,-0.8538778,-0.89418954,"('incapable', 'capable')",-0.8538778,-0.8941895,-0.0403117
55,0.8207682,0.9043687,"('incompetent', 'clever')",0.8207682,0.9043687,0.0836005
56,1.0554091,1.1073167,"('impractical', 'practical')",1.0554091,1.1073167,0.0519076
57,-1.5494685,-1.567522,"('unimaginative', 'imaginative')",-1.5494685,-1.567522,-0.0180535
58,-0.14717054,-0.1934333,"('undiscriminating', 'discriminating')",-0.1471705,-0.1934333,-0.0462628
59,-0.2722841,-0.29102114,"('foolish', 'wise')",-0.2722841,-0.2910211,-0.018737
60,0.3673602,0.48107806,"('inefficient', 'efficient')",0.3673602,0.4810781,0.1137179
61,-0.95322406,-1.1301064,"('illogical', 'logical')",-0.9532241,-1.1301064,-0.1768823
62,0.2526596,0.31740767,"('incompetent', 'brilliant')",0.2526596,0.3174077,0.0647481
63,-0.16762131,-0.14373563,"('unperceptive', 'insightful')",-0.1676213,-0.1437356,0.0238857
64,-1.8686706,-1.8487703,"('shy', 'confident')",-1.8686706,-1.8487703,0.0199003
65,0.14835998,0.20288628,"('insecure', 'secure')",0.14836,0.2028863,0.0545263
66,-0.19975795,-0.28290743,"('inactive', 'active')",-0.1997579,-0.2829074,-0.0831495
67,0.45735657,0.5608881,"('doubtful', 'determined')",0.4573566,0.5608881,0.1035315
68,-0.43850702,-0.4220071,"('dependent', 'independent')",-0.438507,-0.4220071,0.0164999
69,-0.40575933,-0.435083,"('lazy', 'industrious')",-0.4057593,-0.435083,-0.0293237
70,0.18096301,0.18355319,"('lethargic', 'energetic')",0.180963,0.1835532,0.0025902
71,-0.17682976,-0.18366289,"('diffident', 'self-confident')",-0.1768298,-0.1836629,-0.0068331
72,-0.6181464,-0.6256483,"('unambitious', 'ambitious')",-0.6181464,-0.6256483,-0.0075019
73,-0.3359119,-0.3601371,"('helpless', 'self-reliant')",-0.3359119,-0.3601371,-0.0242252
74,-0.14769185,-0.24800257,"('undedicated', 'dedicated')",-0.1476918,-0.2480026,-0.1003108
75,0.18709855,0.20001385,"('meek', 'impulsive')",0.1870985,0.2000138,0.0129153
76,0.14740828,0.26596522,"('anxious', 'daring')",0.1474083,0.2659652,0.1185569
77,-0.8779553,-0.6977299,"('unmotivated', 'motivated')",-0.8779553,-0.6977299,0.1802254
78,-0.43912807,-0.44457498,"('nonresilient', 'resilient')",-0.4391281,-0.444575,-0.0054469
79,-0.74272126,-0.7584953,"('wavering', 'unwavering')",-0.7427213,-0.7584953,-0.015774
80,0.52083063,0.47335052,"('dominated', 'dominating')",0.5208306,0.4733505,-0.0474801
81,0.6568976,0.7211925,"('submissive', 'aggressive')",0.6568976,0.7211925,0.0642949
82,1.6827214,1.6730845,"('poor', 'rich')",1.6827214,1.6730845,-0.0096369
83,0.17722155,0.15083021,"('powerless', 'powerful')",0.1772216,0.1508302,-0.0263914
84,-0.28096986,-0.29169226,"('inferior', 'superior')",-0.2809699,-0.2916923,-0.0107224
85,-1.1197313,-1.172615,"('insignificant', 'prestigious')",-1.1197313,-1.1726151,-0.0528838
86,-1.0793713,-1.2199235,"('uninfluential', 'influential')",-1.0793713,-1.2199235,-0.1405522
87,0.49794152,0.40350536,"('unsuccessful', 'successful')",0.4979415,0.4035054,-0.0944361
88,-0.95150286,-1.0242059,"('low', 'eminent')",-0.9515029,-1.0242059,-0.072703
