,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5618262,-0.74048734,"('unsociable', 'sociable')",-0.13148111,-0.30109763,-0.3466537,-0.5207925,-0.1741388
1,-0.7879923,-0.94568694,"('unfriendly', 'friendly')",1.621486,1.6067828,0.4167468,0.3305479,-0.0861989
2,0.69124,0.6263597,"('unlikable', 'likable')",0.672554,0.6135513,0.681897,0.6199555,-0.0619415
3,-0.03193535,0.036858212,"('repellent', 'pleasant')",0.9793976,1.0135198,0.4737311,0.525189,0.0514579
4,0.23357995,0.18910277,"('disliked', 'liked')",-6.609091,-6.7464304,-3.1877553,-3.2786639,-0.0909086
5,-0.40487906,-0.4116763,"('distant', 'outgoing')",-0.46573263,-0.2905678,-0.4353058,-0.351122,0.0841838
6,-0.75598663,-0.7579457,"('distant', 'open')",-0.4736823,-0.28244275,-0.6148345,-0.5201942,0.0946403
7,-0.45234716,-0.4287089,"('insensitive', 'sensitive')",0.48492172,0.5246189,0.0162873,0.047955,0.0316677
8,-0.7557497,-0.8303953,"('unaffectionate', 'affectionate')",0.7150803,0.719519,-0.0203347,-0.0554381,-0.0351034
9,-0.48620272,-0.54337853,"('unaffectionate', 'caring')",1.1080884,1.2476653,0.3109428,0.3521434,0.0412006
10,-1.3072336,-1.4026664,"('unsympathetic', 'sympathetic')",-0.4293242,-0.47715223,-0.8682789,-0.9399093,-0.0716304
11,-0.6009938,-0.58971864,"('unhelpful', 'helpful')",1.8119457,1.9712651,0.6054759,0.6907732,0.0852973
12,0.14271906,0.14158832,"('unsupportive', 'supportive')",-1.9882445,-1.9182082,-0.9227628,-0.88831,0.0344528
13,-0.5357979,-0.6547585,"('impolite', 'polite')",-0.66132,-0.70216066,-0.5985589,-0.6784596,-0.0799007
14,0.33916768,0.37630966,"('antisocial', 'social')",0.08587245,-0.05114843,0.2125201,0.1625806,-0.0499395
15,0.2888373,0.2391758,"('boring', 'funny')",-0.025606742,-0.023938831,0.1316153,0.1076185,-0.0239968
16,-0.43858996,-0.40305898,"('unpopular', 'popular')",0.21879719,0.24442185,-0.1098964,-0.0793186,0.0305778
17,-0.06198695,0.012319667,"('nasty', 'nice')",-0.6306126,-0.56239337,-0.3462998,-0.2750368,0.071263
18,-0.696149,-0.7833811,"('disagreeable', 'welcoming')",-0.42492047,-0.38511905,-0.5605347,-0.5842501,-0.0237154
19,-0.44867352,-0.49137247,"('inhospitable', 'hospitable')",-0.32567465,-0.24595274,-0.3871741,-0.3686626,0.0185115
20,0.021241162,0.09693068,"('rough', 'thoughtful')",0.73238015,0.71741396,0.3768107,0.4071723,0.0303616
21,-0.31732064,-0.42596212,"('immoral', 'moral')",-0.37385154,-0.43634024,-0.3455861,-0.4311512,-0.0855651
22,-0.35014445,-0.35096604,"('untrustworthy', 'trustworthy')",-0.7253638,-0.7703602,-0.5377541,-0.5606631,-0.022909
23,0.016736139,-0.08812649,"('insincere', 'sincere')",6.3404675,6.488441,3.1786017,3.2001572,0.0215555
24,-0.12808362,-0.1769906,"('dishonest', 'honest')",0.9168418,0.9669346,0.3943791,0.394972,0.0005929
25,2.559647e-05,0.06416524,"('egoistic', 'altruistic')",1.3676646,1.36185,0.6838451,0.7130076,0.0291625
26,-0.0029955232,-0.19201598,"('hardhearted', 'benevolent')",1.6221008,1.375143,0.8095527,0.5915635,-0.2179892
27,-0.29482174,-0.23906736,"('hardhearted', 'softhearted')",1.2808408,1.2713674,0.4930095,0.5161501,0.0231406
