,regency_male,regency_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.11548202,-0.023606867,"('unsociable', 'sociable')",1.6800826,1.7776269,-0.56214374,-0.6481507,0.3341523,0.3686231,0.0344708
1,-0.09687574,0.123813,"('unfriendly', 'friendly')",0.10545604,0.17626199,1.9123132,1.8671918,0.6402978,0.7224223,0.0821245
2,0.77498674,0.8429584,"('unlikable', 'likable')",1.5229396,1.6180543,0.63026625,0.64175206,0.9760642,1.0342549,0.0581907
3,-0.63712436,-0.34570265,"('repellent', 'pleasant')",0.15024978,0.43216997,0.61802995,0.65520877,0.0437185,0.2472254,0.2035069
4,-0.9757808,-0.9210135,"('disliked', 'liked')",-0.36985272,-0.39355236,-7.5314193,-7.665126,-2.9590174,-2.9932305,-0.0342131
5,-0.18016581,-0.28756362,"('distant', 'outgoing')",0.018214138,-0.05280844,-0.056744445,-0.083412856,-0.0728987,-0.1412616,-0.0683629
6,-0.98294693,-0.9284625,"('distant', 'open')",-0.40771687,-0.3987329,0.27204743,0.27466443,-0.3728722,-0.3508437,0.0220285
7,0.80799425,1.0808071,"('insensitive', 'sensitive')",1.1743704,1.4518087,0.12054095,0.18350081,0.7009685,0.9053721,0.2044036
8,0.28440994,0.3787047,"('unaffectionate', 'affectionate')",0.095359065,-0.013764672,1.0423759,1.0388596,0.4740483,0.4679332,-0.0061151
9,0.7340467,0.8469992,"('unaffectionate', 'caring')",1.1276385,1.168837,1.4157987,1.4807209,1.0924946,1.1655191,0.0730245
10,0.22602151,0.70614773,"('unsympathetic', 'sympathetic')",0.58126885,0.9415614,-0.7418335,-0.66936076,0.021819,0.3261161,0.3042971
11,0.2834865,0.3068373,"('unhelpful', 'helpful')",1.6195681,1.746927,1.703509,1.7353754,1.2021879,1.2630466,0.0608587
12,0.92195886,1.20749,"('unsupportive', 'supportive')",2.3358672,2.6513724,-2.319778,-2.2729092,0.3126827,0.5286511,0.2159684
13,-0.20334491,-0.25998166,"('impolite', 'polite')",0.7171528,0.8088871,-0.8772533,-0.8821411,-0.1211485,-0.1110785,0.01007
14,1.2497607,1.3121874,"('antisocial', 'social')",2.0835557,2.210037,-0.5406641,-0.6053261,0.930884,0.9722994,0.0414154
15,0.19321024,-0.12341128,"('boring', 'funny')",0.5552608,0.36897016,0.18267019,0.14128256,0.3103804,0.1289471,-0.1814333
16,-1.271005,-1.0181673,"('unpopular', 'popular')",-0.29027444,-0.2523197,0.3912588,0.37735635,-0.3900069,-0.2977102,0.0922967
17,0.1358136,0.25049913,"('nasty', 'nice')",-0.46080557,-0.4377235,-0.31917793,-0.26726884,-0.2147233,-0.1514977,0.0632256
18,-0.02242437,0.04715758,"('disagreeable', 'welcoming')",0.6876665,0.8149528,-0.5606962,-0.6078944,0.0348486,0.0847387,0.0498901
19,-0.22268213,-0.089774676,"('inhospitable', 'hospitable')",-0.2655766,-0.26149637,-0.19455494,-0.1548076,-0.2276045,-0.1686929,0.0589116
20,0.7689192,0.9155489,"('rough', 'thoughtful')",-0.05151467,0.10749996,0.63022536,0.6202463,0.44921,0.5477651,0.0985551
21,0.2673912,0.35819393,"('immoral', 'moral')",1.5026761,1.7332966,-0.94369376,-0.90069973,0.2754579,0.3969303,0.1214724
22,-0.24845561,-0.08166748,"('untrustworthy', 'trustworthy')",0.8292479,1.0275722,-1.2587116,-1.2830135,-0.2259731,-0.1123696,0.1136035
23,0.44991213,0.5918702,"('insincere', 'sincere')",1.0741527,1.2952013,6.191275,6.2146335,2.5717799,2.7005682,0.1287883
