,signet_male,signet_female,tuple,jewelers_male,jewelers_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.6928076,-0.74566114,"('unsociable', 'sociable')",1.1051912,1.0863023,-0.11716649,-0.25291747,0.0984057,0.0292412,-0.0691645
1,-1.6760547,-1.682573,"('unfriendly', 'friendly')",-0.11851012,-0.00468025,1.9493644,1.9090313,0.0515999,0.073926,0.0223261
2,0.27370077,0.33132824,"('unlikable', 'likable')",0.9893053,1.0776244,0.5489493,0.60336095,0.6039852,0.6707712,0.066786
3,-0.7743139,-0.62960964,"('repellent', 'pleasant')",-0.5535377,-0.4124237,0.39653844,0.4505437,-0.3104377,-0.1971632,0.1132745
4,-0.22491774,-0.21502233,"('disliked', 'liked')",0.6842065,0.70312023,-4.0966773,-4.224003,-1.2124628,-1.2453016,-0.0328388
5,-0.25839958,-0.23710248,"('distant', 'outgoing')",-0.3597598,-0.23958306,0.2124759,0.20895937,-0.1352278,-0.0892421,0.0459857
6,-0.300177,-0.21917646,"('distant', 'open')",-0.58004785,-0.41089898,0.625118,0.577644,-0.0850356,-0.0174772,0.0675584
7,-0.028776528,0.059250403,"('insensitive', 'sensitive')",0.33883628,0.42816663,0.15904437,0.22615272,0.156368,0.2378566,0.0814886
8,-0.123835884,-0.1294986,"('unaffectionate', 'affectionate')",0.23250987,0.29708448,0.95562243,0.8950149,0.3547655,0.3542002,-0.0005653
9,-0.45726603,-0.4541369,"('unaffectionate', 'caring')",0.38613966,0.46861774,1.0157975,0.97738266,0.3148904,0.3306212,0.0157308
10,-0.3977321,-0.28408235,"('unsympathetic', 'sympathetic')",-0.33703798,-0.21512903,-0.03312318,0.045813903,-0.2559644,-0.1511325,0.1048319
11,-0.08780658,-0.02683078,"('unhelpful', 'helpful')",-0.40449038,-0.41219583,1.6927261,1.7422819,0.4001431,0.4344184,0.0342753
12,-0.284442,-0.17027922,"('unsupportive', 'supportive')",0.15694498,0.3362268,-1.4493818,-1.4176085,-0.5256263,-0.4172203,0.108406
13,-0.024642829,-0.016166441,"('impolite', 'polite')",0.6274844,0.6462903,-0.08618007,-0.12575789,0.1722205,0.168122,-0.0040985
14,0.74196887,0.76839167,"('antisocial', 'social')",1.291706,1.3095859,0.03004072,0.08457135,0.6879052,0.7208497,0.0329445
15,1.3155897,1.1913105,"('boring', 'funny')",0.5108484,0.4316667,0.42343378,0.37891906,0.7499572,0.6672988,-0.0826584
16,-1.151074,-1.1285353,"('unpopular', 'popular')",0.2743096,0.39102027,0.7513895,0.6646173,-0.0417916,-0.0242992,0.0174924
17,0.2675081,0.29971367,"('nasty', 'nice')",-0.04964311,0.041902456,-0.1207412,-0.1894827,0.0323746,0.0507111,0.0183365
18,-0.43845755,-0.462465,"('disagreeable', 'welcoming')",-0.63947153,-0.500149,-0.95239514,-0.9535246,-0.6767747,-0.6387129,0.0380618
19,-0.7155234,-0.6633371,"('inhospitable', 'hospitable')",-0.63490874,-0.55730563,-0.29386297,-0.30564618,-0.5480984,-0.508763,0.0393354
20,0.07977766,0.19595064,"('rough', 'thoughtful')",-0.51300323,-0.40851593,0.8800983,0.8872497,0.1489576,0.2248948,0.0759372
21,-0.73518455,-0.674619,"('immoral', 'moral')",-0.91943824,-0.876751,-1.2233759,-1.2036396,-0.9593329,-0.9183366,0.0409963
22,-0.5670424,-0.43963385,"('untrustworthy', 'trustworthy')",-0.8201652,-0.78002495,-0.36386183,-0.30038625,-0.5836898,-0.5066817,0.0770081
23,-0.2540475,-0.2410031,"('insincere', 'sincere')",0.031937163,0.113746285,4.342771,4.3362656,1.3735536,1.4030029,0.0294493
24,-0.11012088,-0.08337196,"('dishonest', 'honest')",-1.3042411,-1.2372214,0.3139768,0.38927698,-0.3667951,-0.3104388,0.0563563
25,-1.0143452,-1.0912776,"('egoistic', 'altruistic')",0.6316761,0.66919625,0.18852347,0.12748888,-0.0647152,-0.0981975,-0.0334823
26,-0.06876689,-0.108106665,"('hardhearted', 'benevolent')",0.9298627,0.9973684,2.3750277,2.311927,1.0787079,1.0670629,-0.011645
27,-0.654008,-0.59255147,"('hardhearted', 'softhearted')",-0.54942304,-0.49978232,0.52137876,0.3996921,-0.2273508,-0.2308806,-0.0035298
28,0.22559454,0.16622372,"('disloyal', 'loyal')",0.5210591,0.5348691,1.0292757,0.92511755,0.5919764,0.5420701,-0.0499063
29,-0.1144772,-0.0818893,"('unfair', 'fair')",-1.0752499,-1.0926846,-0.6961465,-0.7039394,-0.6286245,-0.6261711,0.0024534
30,-0.084300146,-0.056027513,"('intolerant', 'tolerant')",0.36217535,0.36014384,1.0167497,0.9976035,0.4315416,0.4339066,0.002365
31,-1.0513408,-0.96062446,"('evil', 'good')",-1.1276263,-0.9982779,-0.10617758,-0.1747684,-0.7617149,-0.7112236,0.0504913
32,-0.44550666,-0.48120055,"('unkind', 'kind')",0.36436537,0.29761395,0.5666597,0.45367396,0.1618395,0.0900291,-0.0718104
33,0.061114106,0.026144847,"('wrong', 'right')",0.1427966,0.16894296,0.073046386,-0.07342353,0.092319,0.0405548,-0.0517642
34,-0.5520711,-0.4258803,"('mean', 'honorable')",-0.054447908,0.13516311,4.734081,4.932626,1.3758539,1.5473029,0.171449
35,0.6201525,0.5075986,"('corrupt', 'incorrupt')",-0.73932827,-0.8331277,0.16455446,-0.054928046,0.0151262,-0.126819,-0.1419452
36,-0.4111657,-0.4144641,"('hostile', 'amicable')",-0.25883806,-0.15072845,0.77574545,0.595346,0.0352472,0.0100512,-0.025196
