,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5417723,-0.67998827,"('unsociable', 'sociable')",0.123048544,-0.109734505,-0.2093619,-0.3948614,-0.1854995
1,-0.9452576,-0.9579214,"('unfriendly', 'friendly')",1.0202847,0.7941974,0.0375135,-0.081862,-0.1193755
2,1.1532971,0.97796345,"('unlikable', 'likable')",0.7019361,0.6346422,0.9276166,0.8063028,-0.1213138
3,-0.66482395,-0.56590605,"('repellent', 'pleasant')",-0.0022295676,0.16036339,-0.3335268,-0.2027713,0.1307555
4,0.67511314,0.7155688,"('disliked', 'liked')",-5.6594367,-5.5018783,-2.4921618,-2.3931546,0.0990072
5,-0.32140377,-0.1083953,"('distant', 'outgoing')",-0.3166722,-0.4903621,-0.319038,-0.2993787,0.0196593
6,-0.42708546,-0.24493544,"('distant', 'open')",-0.20176531,-0.2723894,-0.3144254,-0.2586624,0.055763
7,-0.3014633,-0.1430961,"('insensitive', 'sensitive')",0.68987906,0.83626246,0.1942079,0.3465832,0.1523753
8,-0.7485733,-0.33274168,"('unaffectionate', 'affectionate')",0.06809545,0.104939945,-0.3402389,-0.1139009,0.226338
9,-0.82284844,-0.6339915,"('unaffectionate', 'caring')",0.6088627,0.6174584,-0.1069929,-0.0082665,0.0987264
10,-0.90790105,-1.1868093,"('unsympathetic', 'sympathetic')",-0.022514937,0.01815283,-0.465208,-0.5843282,-0.1191202
11,-0.44897443,-0.5853719,"('unhelpful', 'helpful')",2.1576073,1.9405237,0.8543165,0.6775759,-0.1767406
12,0.11040397,0.28097123,"('unsupportive', 'supportive')",-1.4309074,-1.3670859,-0.6602517,-0.5430573,0.1171944
13,-0.73953867,-0.9217441,"('impolite', 'polite')",0.10697662,0.0255704,-0.316281,-0.4480869,-0.1318059
14,-0.38458583,-0.07426967,"('antisocial', 'social')",0.18019709,0.2162584,-0.1021944,0.0709944,0.1731888
15,0.28544596,0.07085877,"('boring', 'funny')",1.0645283,0.7218781,0.6749871,0.3963684,-0.2786187
16,0.08474526,0.09478754,"('unpopular', 'popular')",0.67069227,0.60358983,0.3777187,0.3491887,-0.02853
17,-0.5257096,-0.41219646,"('nasty', 'nice')",-0.354685,-0.38724893,-0.4401973,-0.3997227,0.0404746
18,0.35183054,0.77761453,"('disagreeable', 'welcoming')",-0.2895214,-0.35861868,0.0311546,0.2094979,0.1783433
19,-0.27841276,-0.3127259,"('inhospitable', 'hospitable')",-0.29746872,-0.4476306,-0.2879407,-0.3801783,-0.0922376
