,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1235968,-1.3092808,"('unsociable', 'sociable')",0.19156615,0.004955139,-0.53997624,-0.75044453,-0.4906689,-0.6849233,-0.1942544
1,-0.15815876,-0.21880041,"('unfriendly', 'friendly')",0.6112036,0.39916843,1.2218082,1.0890869,0.5582844,0.4231517,-0.1351327
2,0.43635476,0.4379608,"('unlikable', 'likable')",0.85607845,0.87608904,0.7947926,0.9118693,0.695742,0.7419731,0.0462311
3,0.080969505,0.095710486,"('repellent', 'pleasant')",1.1167227,1.1358691,0.31486788,0.31058273,0.5041867,0.5140541,0.0098674
4,-0.9148045,-0.9665271,"('disliked', 'liked')",-0.20023276,-0.27158156,-5.5351176,-5.48676,-2.2167184,-2.2416229,-0.0249045
5,-0.9477006,-0.8735674,"('distant', 'outgoing')",-0.81139725,-0.7504232,-0.23677854,-0.17784232,-0.6652921,-0.600611,0.0646811
6,-1.4961399,-1.4177433,"('distant', 'open')",-1.2712373,-1.2842488,0.0020158105,0.040717386,-0.9217871,-0.8870916,0.0346955
7,0.5781758,0.5174089,"('insensitive', 'sensitive')",0.84580904,0.9035215,0.3385489,0.31846052,0.5875112,0.579797,-0.0077142
8,-0.27216917,-0.28037274,"('unaffectionate', 'affectionate')",-0.43372,-0.50038296,0.34581104,0.29643953,-0.120026,-0.1614387,-0.0414127
9,1.0476233,1.0490808,"('unaffectionate', 'caring')",0.7321586,0.7357467,0.852242,0.8362352,0.8773413,0.8736876,-0.0036537
10,0.39422244,0.21642864,"('unsympathetic', 'sympathetic')",-0.12100652,-0.21536252,-0.42327037,-0.50464845,-0.0500182,-0.1678608,-0.1178426
11,0.69654316,0.7399542,"('unhelpful', 'helpful')",0.93415695,1.0271977,1.8943017,1.9668008,1.1750006,1.2446508,0.0696502
12,1.0410275,1.0387632,"('unsupportive', 'supportive')",0.8281654,0.8646209,-1.6947507,-1.6258644,0.0581474,0.0925066,0.0343592
13,-0.0978273,-0.14490595,"('impolite', 'polite')",-0.14785853,-0.10470253,-0.2978828,-0.40000445,-0.1811895,-0.2165376,-0.0353481
14,0.03837741,0.017422624,"('antisocial', 'social')",0.8584205,0.881186,-0.60110533,-0.6676941,0.0985642,0.0769715,-0.0215927
15,-0.544339,-0.5504241,"('boring', 'funny')",-0.74258935,-0.7092687,0.38357204,0.3485232,-0.3011188,-0.3037232,-0.0026044
16,-1.6667359,-1.6931067,"('unpopular', 'popular')",0.13571773,0.03136918,0.5887751,0.52857804,-0.314081,-0.3777198,-0.0636388
17,-0.5687772,-0.52100426,"('nasty', 'nice')",0.17517954,0.30920923,-0.35200402,-0.27639812,-0.2485339,-0.1627311,0.0858028
18,-0.26485974,-0.31997615,"('disagreeable', 'welcoming')",-0.49817282,-0.5285919,-0.56248546,-0.60212886,-0.4418393,-0.4835656,-0.0417263
19,-0.94578135,-0.91087854,"('inhospitable', 'hospitable')",-1.7029524,-1.6118156,-0.3740317,-0.27067572,-1.0075885,-0.9311233,0.0764652
20,0.34652743,0.35613737,"('rough', 'thoughtful')",0.15294658,0.116884954,0.91765237,0.8532589,0.4723755,0.4420937,-0.0302818
21,0.81767356,0.6911609,"('immoral', 'moral')",1.240052,1.19788,-0.4478752,-0.4805414,0.5366167,0.4694998,-0.0671169
22,0.025351625,0.010806969,"('untrustworthy', 'trustworthy')",-0.27509388,-0.30910197,-0.82676566,-0.8395166,-0.358836,-0.3792705,-0.0204345
23,0.6653067,0.50503755,"('insincere', 'sincere')",0.96591383,0.8464948,5.0194106,4.8648,2.216877,2.0721108,-0.1447662
24,1.2681569,1.2348377,"('dishonest', 'honest')",0.37470013,0.37247002,0.649005,0.60686207,0.763954,0.7380566,-0.0258974
25,0.10889651,0.12408671,"('egoistic', 'altruistic')",0.7389891,0.6955374,1.3950719,1.3573079,0.7476525,0.725644,-0.0220085
26,0.42359114,0.36869296,"('hardhearted', 'benevolent')",0.95651966,0.90366375,1.4160386,1.3325003,0.9320498,0.8682857,-0.0637641
27,-0.5663705,-0.47791564,"('hardhearted', 'softhearted')",-0.22919667,-0.11201787,1.0527436,0.998513,0.0857255,0.1361932,0.0504677
28,0.40083924,0.20670176,"('disloyal', 'loyal')",0.094602436,-0.09927811,0.4437731,0.317359,0.3130716,0.1415942,-0.1714774
29,-0.074339956,-0.06230282,"('unfair', 'fair')",0.049134523,0.027368441,-0.5319911,-0.6173976,-0.1857322,-0.217444,-0.0317118
30,1.0334973,1.0709668,"('intolerant', 'tolerant')",1.6787984,1.6481345,1.2723904,1.1901932,1.3282287,1.3030982,-0.0251305
31,-0.88574433,-0.69228035,"('evil', 'good')",-1.0774267,-1.1131318,-1.1568054,-1.1357193,-1.0399922,-0.9803771,0.0596151
32,0.69702995,0.5730396,"('unkind', 'kind')",0.52032846,0.5526702,0.94546974,0.825899,0.7209427,0.6505363,-0.0704064
33,1.0919235,1.0516138,"('wrong', 'right')",0.830526,0.82293355,-0.41731358,-0.4540944,0.501712,0.4734843,-0.0282277
34,-0.34576762,-0.23309049,"('mean', 'honorable')",0.21793288,0.22599825,5.464398,5.5566993,1.7788544,1.8498691,0.0710147
35,-0.24453284,-0.2252623,"('corrupt', 'incorrupt')",-1.2916048,-1.2660415,-0.2541385,-0.32031667,-0.5967587,-0.6038735,-0.0071148
36,-1.6741333,-1.6803919,"('hostile', 'amicable')",-1.9588825,-2.2095797,0.05907709,-0.09523718,-1.1913129,-1.328403,-0.1370901
37,0.62483776,0.58301526,"('fake', 'genuine')",0.24341248,0.24011979,0.094934724,0.10958293,0.3210617,0.310906,-0.0101557
38,0.32306182,0.2930309,"('untruthful', 'truthful')",0.5746663,0.52284706,0.08624148,0.15746456,0.3279899,0.3244475,-0.0035424
39,1.3749262,1.4603798,"('exploitative', 'cooperative')",0.05082911,0.19016127,0.023366738,0.035555884,0.4830407,0.5620323,0.0789916
40,0.27333623,0.20813462,"('stingy', 'generous')",0.49605575,0.37973884,-1.4564753,-1.5636338,-0.2290277,-0.3252534,-0.0962257
