,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,0.45879883,0.400057,"('unsociable', 'sociable')",0.4587988,0.400057,-0.0587418
1,0.18312567,-0.016193733,"('unfriendly', 'friendly')",0.1831257,-0.0161937,-0.1993194
2,-0.4204182,-0.28230792,"('unlikable', 'likable')",-0.4204182,-0.2823079,0.1381103
3,-0.13204667,-0.0505763,"('repellent', 'pleasant')",-0.1320467,-0.0505763,0.0814704
4,-3.3374271,-3.6200984,"('disliked', 'liked')",-3.3374271,-3.6200984,-0.2826713
5,-1.3199626,-1.3736827,"('distant', 'outgoing')",-1.3199626,-1.3736827,-0.0537201
6,-1.407478,-1.4938492,"('distant', 'open')",-1.407478,-1.4938492,-0.0863712
7,0.9765807,0.9244128,"('insensitive', 'sensitive')",0.9765807,0.9244128,-0.0521679
8,0.2141907,0.1477803,"('unaffectionate', 'affectionate')",0.2141907,0.1477803,-0.0664104
9,0.5579023,0.5454416,"('unaffectionate', 'caring')",0.5579023,0.5454416,-0.0124607
10,0.5558105,0.49139053,"('unsympathetic', 'sympathetic')",0.5558105,0.4913905,-0.06442
11,1.4493303,1.6716673,"('unhelpful', 'helpful')",1.4493303,1.6716673,0.222337
12,-0.13383463,-0.15688711,"('unsupportive', 'supportive')",-0.1338346,-0.1568871,-0.0230525
13,0.790343,0.77453744,"('impolite', 'polite')",0.790343,0.7745374,-0.0158056
14,0.7093645,0.8185487,"('antisocial', 'social')",0.7093645,0.8185487,0.1091842
15,0.63526464,0.5107106,"('boring', 'funny')",0.6352646,0.5107106,-0.124554
16,-1.0763366,-1.1395276,"('unpopular', 'popular')",-1.0763366,-1.1395276,-0.063191
17,-0.6215992,-0.61283207,"('nasty', 'nice')",-0.6215992,-0.6128321,0.0087671
18,-0.67623365,-0.6501563,"('disagreeable', 'welcoming')",-0.6762336,-0.6501563,0.0260773
19,-0.4923662,-0.5925374,"('inhospitable', 'hospitable')",-0.4923662,-0.5925374,-0.1001712
20,0.2360284,0.3208727,"('rough', 'thoughtful')",0.2360284,0.3208727,0.0848443
21,-0.017687663,0.0951816,"('immoral', 'moral')",-0.0176877,0.0951816,0.1128693
22,0.6027472,0.5559179,"('untrustworthy', 'trustworthy')",0.6027472,0.5559179,-0.0468293
23,3.5690608,3.705036,"('insincere', 'sincere')",3.5690608,3.7050359,0.1359751
24,1.1896516,1.1495811,"('dishonest', 'honest')",1.1896516,1.1495811,-0.0400705
25,-0.061254434,-0.06713809,"('egoistic', 'altruistic')",-0.0612544,-0.0671381,-0.0058837
26,1.0373433,0.73208076,"('hardhearted', 'benevolent')",1.0373433,0.7320808,-0.3052625
27,0.3496814,0.24313252,"('hardhearted', 'softhearted')",0.3496814,0.2431325,-0.1065489
28,1.4160033,1.302505,"('disloyal', 'loyal')",1.4160033,1.302505,-0.1134983
29,-0.32152167,-0.4414298,"('unfair', 'fair')",-0.3215217,-0.4414298,-0.1199081
30,0.7694737,1.0216129,"('intolerant', 'tolerant')",0.7694737,1.0216129,0.2521392
31,-1.6480514,-1.7681836,"('evil', 'good')",-1.6480514,-1.7681836,-0.1201322
32,1.0168272,0.7199784,"('unkind', 'kind')",1.0168272,0.7199784,-0.2968488
33,-0.1594724,-0.263326,"('wrong', 'right')",-0.1594724,-0.263326,-0.1038536
34,1.9194039,2.180027,"('mean', 'honorable')",1.9194039,2.180027,0.2606231
35,-0.6923508,-1.0243154,"('corrupt', 'incorrupt')",-0.6923508,-1.0243154,-0.3319646
36,-1.1714691,-1.4495778,"('hostile', 'amicable')",-1.1714691,-1.4495778,-0.2781087
37,0.774014,0.6436502,"('fake', 'genuine')",0.774014,0.6436502,-0.1303638
38,0.076645814,0.015775789,"('untruthful', 'truthful')",0.0766458,0.0157758,-0.06087
39,0.8695982,1.0147617,"('exploitative', 'cooperative')",0.8695982,1.0147617,0.1451635
40,-0.7953323,-1.0076101,"('stingy', 'generous')",-0.7953323,-1.0076101,-0.2122778
41,0.59200335,0.58249825,"('unforgiving', 'forgiving')",0.5920033,0.5824983,-0.009505
42,-1.1971108,-1.2640504,"('unreliable', 'reliable')",-1.1971108,-1.2640504,-0.0669396
43,0.53132385,0.757671,"('irresponsible', 'responsible')",0.5313239,0.757671,0.2263471
44,-1.6216531,-1.5799749,"('prejudiced', 'unprejudiced')",-1.6216531,-1.5799749,0.0416782
45,0.91918737,0.8765178,"('incompetent', 'competent')",0.9191874,0.8765178,-0.0426696
46,0.020199955,0.07042976,"('uncompetitive', 'competitive')",0.0202,0.0704298,0.0502298
47,2.4421692,2.7647884,"('stupid', 'smart')",2.4421692,2.7647884,0.3226192
48,0.26069885,0.40314314,"('unintelligent', 'intelligent')",0.2606989,0.4031431,0.1424442
49,-0.11466111,0.019028902,"('unable', 'able')",-0.1146611,0.0190289,0.13369
50,-0.6132429,-0.747487,"('clumsy', 'skillful')",-0.6132429,-0.747487,-0.1342441
51,0.28081876,0.303235,"('uneducated', 'educated')",0.2808188,0.303235,0.0224162
52,-1.1672707,-1.2200539,"('irrational', 'rational')",-1.1672707,-1.2200539,-0.0527832
53,-0.11344747,-0.22548962,"('uncreative', 'creative')",-0.1134475,-0.2254896,-0.1120421
54,0.14970914,-0.06263895,"('incapable', 'capable')",0.1497091,-0.062639,-0.2123481
55,1.4526496,1.6958477,"('incompetent', 'clever')",1.4526496,1.6958477,0.2431981
56,1.6268675,1.7821804,"('impractical', 'practical')",1.6268675,1.7821804,0.1553129
57,-0.6594149,-0.80668885,"('unimaginative', 'imaginative')",-0.6594149,-0.8066888,-0.1472739
58,-0.06232591,-0.029909201,"('undiscriminating', 'discriminating')",-0.0623259,-0.0299092,0.0324167
59,-0.41291308,-0.35896546,"('foolish', 'wise')",-0.4129131,-0.3589655,0.0539476
60,1.1484685,1.484194,"('inefficient', 'efficient')",1.1484685,1.484194,0.3357255
61,0.20121442,0.20230497,"('illogical', 'logical')",0.2012144,0.202305,0.0010906
62,0.9003116,1.2502209,"('incompetent', 'brilliant')",0.9003116,1.2502209,0.3499093
63,0.2315858,0.34266394,"('unperceptive', 'insightful')",0.2315858,0.3426639,0.1110781
64,-3.046427,-3.1400003,"('shy', 'confident')",-3.046427,-3.1400003,-0.0935733
65,0.60995054,0.68696886,"('insecure', 'secure')",0.6099505,0.6869689,0.0770184
66,-0.7315518,-0.9421669,"('inactive', 'active')",-0.7315518,-0.9421669,-0.2106151
67,-0.5682616,-0.4739144,"('doubtful', 'determined')",-0.5682616,-0.4739144,0.0943472
68,-1.1461079,-1.0371785,"('dependent', 'independent')",-1.1461079,-1.0371785,0.1089294
69,-1.3944736,-1.5438061,"('lazy', 'industrious')",-1.3944736,-1.5438061,-0.1493325
70,0.6674551,0.67802435,"('lethargic', 'energetic')",0.6674551,0.6780244,0.0105693
71,0.13566187,0.012426561,"('diffident', 'self-confident')",0.1356619,0.0124266,-0.1232353
72,-0.39165598,-0.23665601,"('unambitious', 'ambitious')",-0.391656,-0.236656,0.155
73,-1.5541843,-1.5266643,"('helpless', 'self-reliant')",-1.5541843,-1.5266643,0.02752
74,1.1777122,1.1226937,"('undedicated', 'dedicated')",1.1777122,1.1226937,-0.0550185
75,-1.2328997,-1.3168434,"('meek', 'impulsive')",-1.2328997,-1.3168434,-0.0839437
76,0.312114,0.47245193,"('anxious', 'daring')",0.312114,0.4724519,0.1603379
77,-1.067355,-0.96800494,"('unmotivated', 'motivated')",-1.067355,-0.9680049,0.0993501
78,-0.0719718,-0.19928074,"('nonresilient', 'resilient')",-0.0719718,-0.1992807,-0.1273089
79,-0.64702,-0.9204957,"('wavering', 'unwavering')",-0.64702,-0.9204957,-0.2734757
80,0.6447929,0.688858,"('dominated', 'dominating')",0.6447929,0.688858,0.0440651
81,0.0034374334,0.23697229,"('submissive', 'aggressive')",0.0034374,0.2369723,0.2335349
82,2.830615,3.031728,"('poor', 'rich')",2.830615,3.031728,0.201113
83,-0.5256958,-0.5283629,"('powerless', 'powerful')",-0.5256958,-0.5283629,-0.0026671
84,0.009349607,0.05592274,"('inferior', 'superior')",0.0093496,0.0559227,0.0465731
85,-1.0110968,-1.2021263,"('insignificant', 'prestigious')",-1.0110968,-1.2021263,-0.1910295
86,0.5565045,0.45035672,"('uninfluential', 'influential')",0.5565045,0.4503567,-0.1061478
87,0.40847784,0.39304683,"('unsuccessful', 'successful')",0.4084778,0.3930468,-0.015431
88,-0.082955115,-0.08484431,"('low', 'eminent')",-0.0829551,-0.0848443,-0.0018892
