,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.67180765,-0.79771596,"('unsociable', 'sociable')",-0.07485783,-0.21666172,-0.48950034,-0.53927237,-0.6667924,-0.7458099,-0.4757395,-0.574865,-0.0991255
1,-1.2624084,-1.3569648,"('unfriendly', 'friendly')",-0.41756985,-0.5831534,0.029959895,-0.09803958,2.2053645,2.0912652,0.1388365,0.0132768,-0.1255597
2,-0.02649837,0.06281206,"('unlikable', 'likable')",0.44903174,0.5029602,0.8403112,0.92666006,0.65235114,0.728343,0.4787989,0.5551938,0.0763949
3,-0.38732308,-0.29763502,"('repellent', 'pleasant')",0.49976853,0.6284592,0.5999718,0.73248875,0.06717701,0.11047059,0.1948986,0.2934459,0.0985473
4,-0.44455573,-0.4151117,"('disliked', 'liked')",-0.669765,-0.6952953,-0.50649554,-0.56068885,-5.5026407,-5.70813,-1.7808642,-1.8448064,-0.0639422
5,-0.42119914,-0.37655354,"('distant', 'outgoing')",-0.37458307,-0.36239457,-0.3367601,-0.30197972,0.1721069,0.16422664,-0.2401089,-0.2191753,0.0209336
6,-0.6363714,-0.5590784,"('distant', 'open')",-0.59967965,-0.5154828,-0.9028558,-0.87935054,0.63939774,0.61355674,-0.3748773,-0.3350887,0.0397886
7,-0.12608255,-0.14202262,"('insensitive', 'sensitive')",0.8863491,0.87438,-0.110499166,-0.08072856,0.32069492,0.38962656,0.2426156,0.2603139,0.0176983
8,-1.0302191,-1.0722458,"('unaffectionate', 'affectionate')",-0.30456018,-0.37065673,-0.8687249,-0.9072458,0.6889162,0.63714415,-0.378647,-0.4282511,-0.0496041
9,-0.93103266,-1.0086039,"('unaffectionate', 'caring')",0.38095066,0.29037917,-0.3657663,-0.40876922,1.0973595,1.1079102,0.0453778,-0.004771,-0.0501488
10,-0.67359227,-0.7349457,"('unsympathetic', 'sympathetic')",0.69353014,0.64864063,-1.2578241,-1.2210081,-0.75083935,-0.7101839,-0.4971814,-0.5043743,-0.0071929
11,0.20567456,0.17651828,"('unhelpful', 'helpful')",0.23479393,0.2248856,0.4312703,0.45542908,1.30753,1.3749194,0.5448172,0.5579381,0.0131209
12,-0.15369578,-0.060184263,"('unsupportive', 'supportive')",0.28433394,0.42511752,0.11795071,0.25155348,-1.8374541,-1.8121438,-0.3972163,-0.2989143,0.098302
