,factor_male,factor_female,tuple,average_male,average_female,female-male
0,-0.23156439,-0.20444031,"('unsociable', 'sociable')",-0.2315644,-0.2044403,0.0271241
1,1.4650475,1.3545723,"('unfriendly', 'friendly')",1.4650475,1.3545723,-0.1104752
2,-0.2677799,-0.22663085,"('unlikable', 'likable')",-0.2677799,-0.2266309,0.041149
3,0.41294995,0.49390867,"('repellent', 'pleasant')",0.4129499,0.4939087,0.0809588
4,-7.5008626,-7.6311703,"('disliked', 'liked')",-7.5008626,-7.6311703,-0.1303077
5,-0.573049,-0.6406677,"('distant', 'outgoing')",-0.573049,-0.6406677,-0.0676187
6,0.0021785945,-0.14888033,"('distant', 'open')",0.0021786,-0.1488803,-0.1510589
7,0.70206803,0.8103653,"('insensitive', 'sensitive')",0.702068,0.8103653,0.1082973
8,1.328979,1.1724727,"('unaffectionate', 'affectionate')",1.328979,1.1724727,-0.1565063
9,1.6643883,1.6498684,"('unaffectionate', 'caring')",1.6643883,1.6498684,-0.0145199
10,0.8830433,0.9890984,"('unsympathetic', 'sympathetic')",0.8830433,0.9890984,0.1060551
11,1.4955981,1.5994765,"('unhelpful', 'helpful')",1.4955981,1.5994765,0.1038784
12,-1.9922076,-1.9802699,"('unsupportive', 'supportive')",-1.9922076,-1.9802699,0.0119377
13,-0.5637512,-0.47668087,"('impolite', 'polite')",-0.5637512,-0.4766809,0.0870703
14,0.18453242,0.17950636,"('antisocial', 'social')",0.1845324,0.1795064,-0.005026
15,0.16092204,0.06497323,"('boring', 'funny')",0.160922,0.0649732,-0.0959488
16,-0.5741026,-0.5862236,"('unpopular', 'popular')",-0.5741026,-0.5862236,-0.012121
17,-0.142926,-0.13939375,"('nasty', 'nice')",-0.142926,-0.1393937,0.0035323
18,-0.49005598,-0.5710443,"('disagreeable', 'welcoming')",-0.490056,-0.5710443,-0.0809883
19,-0.6772541,-0.7322984,"('inhospitable', 'hospitable')",-0.6772541,-0.7322984,-0.0550443
20,1.0227231,0.980431,"('rough', 'thoughtful')",1.0227231,0.980431,-0.0422921
21,-0.6643415,-0.52720726,"('immoral', 'moral')",-0.6643415,-0.5272073,0.1371342
22,-0.74567544,-0.7120523,"('untrustworthy', 'trustworthy')",-0.7456754,-0.7120523,0.0336231
23,6.2973833,6.382124,"('insincere', 'sincere')",6.2973833,6.3821239,0.0847406
24,1.4691274,1.3803008,"('dishonest', 'honest')",1.4691274,1.3803008,-0.0888266
25,0.8248499,0.709013,"('egoistic', 'altruistic')",0.8248499,0.709013,-0.1158369
26,1.2992496,1.1896545,"('hardhearted', 'benevolent')",1.2992496,1.1896545,-0.1095951
27,1.5963788,1.4427426,"('hardhearted', 'softhearted')",1.5963788,1.4427426,-0.1536362
