,baker_male,baker_female,tuple,hughes_male,hughes_female,co_male,co_female,average_male,average_female,female-male
0,1.6047349,1.026366,"('unsociable', 'sociable')",-0.03501851,-0.1923841,-0.5277109,-0.69011366,0.3473351,0.0479561,-0.299379
1,-0.4348287,-0.57327586,"('unfriendly', 'friendly')",1.7835951,1.6380907,1.7381256,1.6148702,1.028964,0.8932284,-0.1357356
2,-0.2477192,-0.19015153,"('unlikable', 'likable')",0.3931964,0.5551094,0.45522866,0.71907306,0.2002353,0.3613436,0.1611083
3,0.31347698,0.30256116,"('repellent', 'pleasant')",-0.9970398,-0.9457594,0.29476348,0.33164513,-0.1295998,-0.103851,0.0257488
4,-0.20384927,-0.12846644,"('disliked', 'liked')",0.9329536,0.8111811,-6.0517044,-6.0709486,-1.7742,-1.796078,-0.021878
5,-1.453918,-1.2185578,"('distant', 'outgoing')",0.58562,0.6033324,-0.25755876,-0.10221401,-0.3752856,-0.2391465,0.1361391
6,-1.7856909,-1.4908466,"('distant', 'open')",0.4554143,0.56618375,-0.045719143,0.12239225,-0.4586653,-0.2674236,0.1912417
7,1.478542,1.2701459,"('insensitive', 'sensitive')",-0.08182014,-0.06382799,0.19606921,0.13054392,0.5309304,0.4456206,-0.0853098
8,-1.2758359,-1.1073706,"('unaffectionate', 'affectionate')",1.5880724,1.6402277,1.0003624,0.9779855,0.437533,0.5036142,0.0660812
9,0.47425792,0.45500478,"('unaffectionate', 'caring')",2.2277005,2.1677275,1.5300992,1.4236246,1.4106859,1.3487856,-0.0619003
10,1.2782604,0.8321234,"('unsympathetic', 'sympathetic')",-0.45907998,-0.5010795,-0.013473481,-0.22416285,0.268569,0.035627,-0.232942
11,0.60845137,0.32081378,"('unhelpful', 'helpful')",-0.35640815,-0.41086072,1.7079626,1.6183592,0.6533353,0.5094374,-0.1438979
12,1.0679594,0.9154839,"('unsupportive', 'supportive')",1.1620246,1.1750349,-1.7684609,-1.6903075,0.1538411,0.1334037,-0.0204374
13,0.90982485,0.58713603,"('impolite', 'polite')",-1.007313,-1.0773643,-0.76863724,-0.7762233,-0.2887085,-0.4221505,-0.133442
14,1.2885511,0.7475621,"('antisocial', 'social')",0.21174692,0.013902439,-0.22906058,-0.3482288,0.4237458,0.1377452,-0.2860006
15,0.15689817,0.07861248,"('boring', 'funny')",0.043284968,-0.1589441,0.7311754,0.7893875,0.3104529,0.236352,-0.0741009
16,-0.8689948,-0.66995406,"('unpopular', 'popular')",-0.7158992,-0.6598829,-0.12981224,-0.16986805,-0.5715687,-0.4999017,0.071667
17,0.8251957,0.91891927,"('nasty', 'nice')",-0.20672964,-0.21327013,-0.23423834,-0.17322028,0.1280759,0.1774763,0.0494004
18,-1.4584584,-1.1977518,"('disagreeable', 'welcoming')",-0.14631468,0.038679227,-1.3141208,-1.1818092,-0.9729646,-0.7802939,0.1926707
19,-0.0903655,0.2277083,"('inhospitable', 'hospitable')",1.1301156,1.2124292,0.07667726,0.20937106,0.3721425,0.5498362,0.1776937
20,0.38155088,0.36431158,"('rough', 'thoughtful')",-0.2980222,-0.24391216,0.2748382,0.2849777,0.1194556,0.1351257,0.0156701
21,1.2624784,1.0476251,"('immoral', 'moral')",-0.6294035,-0.6706492,-1.5059708,-1.4820063,-0.2909653,-0.3683435,-0.0773782
22,-0.2875685,-0.604852,"('untrustworthy', 'trustworthy')",-0.61200434,-0.8135744,-1.0445709,-1.1195786,-0.6480479,-0.8460016,-0.1979537
23,1.1154865,0.82418203,"('insincere', 'sincere')",-0.4055903,-0.4396528,5.242215,5.097858,1.9840371,1.8274624,-0.1565747
24,-0.4224733,-0.5608425,"('dishonest', 'honest')",-0.4315431,-0.41446224,0.47942996,0.4172048,-0.1248622,-0.1860333,-0.0611711
25,-0.31469616,-0.0045830235,"('egoistic', 'altruistic')",1.3775849,1.4192523,1.2593714,1.2621052,0.7740867,0.8922582,0.1181715
26,0.025244333,-0.16888262,"('hardhearted', 'benevolent')",2.5920813,2.3878844,2.4388025,2.275275,1.685376,1.4980923,-0.1872837
27,-0.4724776,-0.36520725,"('hardhearted', 'softhearted')",0.22928457,0.33688754,0.8170339,0.8593823,0.1912803,0.2770209,0.0857406
28,0.8841001,0.6029882,"('disloyal', 'loyal')",0.88247114,0.7436763,1.1830724,0.8830835,0.9832145,0.7432493,-0.2399652
