,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.6930825,0.3885328,"('unsociable', 'sociable')",0.6930825,0.3885328,-0.3045497
1,0.99013376,0.9884105,"('unfriendly', 'friendly')",0.9901338,0.9884105,-0.0017233
2,0.5331957,0.66683143,"('unlikable', 'likable')",0.5331957,0.6668314,0.1336357
3,0.693824,0.65824854,"('repellent', 'pleasant')",0.693824,0.6582485,-0.0355755
4,-6.4865336,-6.5046086,"('disliked', 'liked')",-6.4865336,-6.5046086,-0.018075
5,-0.70726043,-0.5569418,"('distant', 'outgoing')",-0.7072604,-0.5569418,0.1503186
6,-0.5102965,-0.3765496,"('distant', 'open')",-0.5102965,-0.3765496,0.1337469
7,0.87894386,0.91238654,"('insensitive', 'sensitive')",0.8789439,0.9123865,0.0334426
8,0.55915594,0.5747476,"('unaffectionate', 'affectionate')",0.5591559,0.5747476,0.0155917
9,1.5903435,1.6347244,"('unaffectionate', 'caring')",1.5903435,1.6347244,0.0443809
10,1.3767347,1.3256601,"('unsympathetic', 'sympathetic')",1.3767347,1.3256601,-0.0510746
11,2.7529175,2.7253048,"('unhelpful', 'helpful')",2.7529175,2.7253048,-0.0276127
12,-1.3540678,-1.422971,"('unsupportive', 'supportive')",-1.3540678,-1.422971,-0.0689032
13,0.6125541,0.4509653,"('impolite', 'polite')",0.6125541,0.4509653,-0.1615888
14,0.2521504,0.073192574,"('antisocial', 'social')",0.2521504,0.0731926,-0.1789578
15,0.7610351,0.6983276,"('boring', 'funny')",0.7610351,0.6983276,-0.0627075
16,-0.00591607,-0.045551427,"('unpopular', 'popular')",-0.0059161,-0.0455514,-0.0396353
17,-0.24053603,-0.28394926,"('nasty', 'nice')",-0.240536,-0.2839493,-0.0434133
18,-0.9360993,-1.0190206,"('disagreeable', 'welcoming')",-0.9360993,-1.0190206,-0.0829213
19,-0.73421246,-0.6240885,"('inhospitable', 'hospitable')",-0.7342125,-0.6240885,0.110124
20,0.46923786,0.41247314,"('rough', 'thoughtful')",0.4692379,0.4124731,-0.0567648
21,0.27363706,0.2714837,"('immoral', 'moral')",0.2736371,0.2714837,-0.0021534
22,-0.10531256,-0.1419226,"('untrustworthy', 'trustworthy')",-0.1053126,-0.1419226,-0.03661
23,6.544913,6.4697113,"('insincere', 'sincere')",6.5449128,6.4697113,-0.0752015
24,1.6707064,1.6892344,"('dishonest', 'honest')",1.6707064,1.6892344,0.018528
