,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4295303,0.25687602,"('unsociable', 'sociable')",1.1204965,1.0887219,1.7045796,1.6561283,-0.6279852,-0.73145884,-0.25685042,-0.3337445,0.4739541,0.3873045,-0.0866496
1,-0.28781947,-0.29255402,"('unfriendly', 'friendly')",1.5715594,1.649677,-1.0618188,-0.98096764,-1.7617087,-1.7048541,1.5361584,1.3000495,-0.0007258,-0.0057298,-0.005004
2,0.9782073,1.0962747,"('unlikable', 'likable')",0.2989107,0.30958843,1.2018106,1.2501855,0.90878123,0.9554862,0.5559156,0.6327295,0.7887251,0.8488529,0.0601278
3,-0.8521958,-0.89732146,"('repellent', 'pleasant')",-1.8100343,-1.6920344,0.109810084,0.11943184,-1.2281164,-1.2427918,-0.27474755,-0.18220206,-0.8110567,-0.7789836,0.0320731
4,-0.6617509,-0.54649633,"('disliked', 'liked')",-1.084492,-0.9778145,-0.7708893,-0.75843424,-0.099459425,0.014250793,-5.428503,-5.3401046,-1.6090189,-1.5217197,0.0872992
5,-0.41608965,-0.21877828,"('distant', 'outgoing')",1.1222357,1.2142886,-0.6601364,-0.49012432,-0.69956136,-0.5227852,-0.06523353,-0.16663218,-0.1437571,-0.0368063,0.1069508
6,-0.27204135,-0.08090173,"('distant', 'open')",0.84765124,0.9616659,-0.7298126,-0.5396901,-0.8882877,-0.6594581,0.2133409,0.07434893,-0.1658299,-0.048807,0.1170229
7,0.07431325,-0.021487005,"('insensitive', 'sensitive')",-0.082200594,-0.0029062834,0.7968247,0.81262916,-0.45561284,-0.501857,0.2501013,0.24588734,0.1166852,0.1064533,-0.0102319
8,-0.42104062,-0.37889957,"('unaffectionate', 'affectionate')",0.23294275,0.24394317,-1.9185429,-1.8745925,-2.076748,-2.0114832,0.36675224,0.21501817,-0.7633273,-0.7612028,0.0021245
9,0.42894498,0.43366766,"('unaffectionate', 'caring')",0.6822782,0.69307685,-1.0272709,-0.94982517,-1.9827347,-1.9254786,0.66401744,0.5205378,-0.246953,-0.2456043,0.0013487
10,0.14937538,0.007923685,"('unsympathetic', 'sympathetic')",0.09479026,0.14993402,0.70972747,0.6920645,-1.2259698,-1.3205079,-0.2564758,-0.27245277,-0.1057105,-0.1486077,-0.0428972
11,0.7070958,0.6395326,"('unhelpful', 'helpful')",0.9420776,0.94988596,1.613079,1.587449,-0.923357,-1.00275,1.8809924,1.8061554,0.8439775,0.7960546,-0.0479229
12,0.91204065,1.0358949,"('unsupportive', 'supportive')",0.92485243,1.0611999,0.66749024,0.8630858,-0.8656601,-0.7752858,-1.4584533,-1.3725362,0.036054,0.1624717,0.1264177
