,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9339546,-1.1796181,"('unsociable', 'sociable')",-0.07625103,-0.21894541,-0.5051028,-0.6992818,-0.194179
1,-1.6279093,-1.6645349,"('unfriendly', 'friendly')",1.2510614,1.0052897,-0.1884239,-0.3296226,-0.1411987
2,0.46626914,0.34993073,"('unlikable', 'likable')",0.79343694,0.6880286,0.629853,0.5189797,-0.1108733
3,-0.20212875,-0.096067,"('repellent', 'pleasant')",0.5907185,0.6000575,0.1942949,0.2519952,0.0577003
4,-0.14070593,-0.082463995,"('disliked', 'liked')",-5.984844,-5.9889073,-3.0627751,-3.0356858,0.0270893
5,-1.5453078,-1.5618713,"('distant', 'outgoing')",-0.525386,-0.52778137,-1.0353469,-1.0448263,-0.0094794
6,-1.8989183,-1.9156811,"('distant', 'open')",-0.57938635,-0.65802383,-1.2391523,-1.2868525,-0.0477002
7,-0.39170015,-0.33343333,"('insensitive', 'sensitive')",0.21779916,0.18248133,-0.0869505,-0.075476,0.0114745
8,-1.1395652,-1.1368155,"('unaffectionate', 'affectionate')",0.45600617,0.26736784,-0.3417795,-0.4347239,-0.0929444
9,-1.5406454,-1.5828987,"('unaffectionate', 'caring')",0.8557487,0.75330997,-0.3424483,-0.4147944,-0.0723461
10,-0.96931946,-1.1584153,"('unsympathetic', 'sympathetic')",-0.6905861,-0.83386004,-0.8299528,-0.9961377,-0.1661849
11,-0.29863924,-0.45864838,"('unhelpful', 'helpful')",1.653724,1.6318268,0.6775423,0.5865892,-0.0909531
12,-0.7424835,-0.75822246,"('unsupportive', 'supportive')",-1.9992408,-2.0067565,-1.3708621,-1.3824894,-0.0116273
13,-0.6993851,-0.8953226,"('impolite', 'polite')",-0.5589549,-0.5469241,-0.62917,-0.7211233,-0.0919533
14,0.71204734,0.63667285,"('antisocial', 'social')",0.40230802,0.32195607,0.5571777,0.4793144,-0.0778633
15,0.2849819,0.20197739,"('boring', 'funny')",0.29829627,0.27680275,0.2916391,0.2393901,-0.052249
16,-0.2386316,-0.1579417,"('unpopular', 'popular')",0.51151526,0.53657454,0.1364418,0.1893164,0.0528746
17,-0.34820005,-0.35144463,"('nasty', 'nice')",-0.57076895,-0.48379534,-0.4594845,-0.41762,0.0418645
18,-0.5687838,-0.5605179,"('disagreeable', 'welcoming')",-0.49732432,-0.59719074,-0.5330541,-0.5788543,-0.0458002
19,-1.8376689,-1.8106298,"('inhospitable', 'hospitable')",-0.70119303,-0.7054748,-1.269431,-1.2580523,0.0113787
20,0.28900936,0.35995606,"('rough', 'thoughtful')",0.88236845,0.8247317,0.5856889,0.5923439,0.006655
21,0.061454125,-0.09822179,"('immoral', 'moral')",-0.25676864,-0.29762906,-0.0976573,-0.1979254,-0.1002681
22,-0.48017338,-0.5346071,"('untrustworthy', 'trustworthy')",-1.0042366,-1.0761691,-0.742205,-0.8053881,-0.0631831
23,-0.7171805,-0.81539416,"('insincere', 'sincere')",5.229239,5.2104144,2.2560291,2.1975102,-0.0585189
24,-0.51271707,-0.69373953,"('dishonest', 'honest')",0.46576363,0.42786586,-0.0234767,-0.1329368,-0.1094601
25,-0.46192706,-0.35555685,"('egoistic', 'altruistic')",0.99985814,0.919739,0.2689655,0.2820911,0.0131256
26,-0.21311308,-0.267919,"('hardhearted', 'benevolent')",1.5065081,1.2967184,0.6466975,0.5143996,-0.1322979
27,-0.61305994,-0.47132576,"('hardhearted', 'softhearted')",0.61917526,0.4832752,0.0030577,0.0059747,0.002917
28,-0.36219302,-0.368024,"('disloyal', 'loyal')",1.1543647,1.0949978,0.3960859,0.3634869,-0.032599
29,-0.31426293,-0.26661515,"('unfair', 'fair')",-0.38638937,-0.50044155,-0.3503262,-0.3835284,-0.0332022
30,0.7220575,0.6226264,"('intolerant', 'tolerant')",1.2779183,1.2229106,0.999988,0.9227685,-0.0772195
