,travel_male,travel_female,tuple,average_male,average_female,female-male
0,0.23313606,0.049587518,"('unsociable', 'sociable')",0.2331361,0.0495875,-0.1835486
1,2.2744102,2.2577543,"('unfriendly', 'friendly')",2.2744102,2.2577543,-0.0166559
2,0.64242446,0.7641492,"('unlikable', 'likable')",0.6424245,0.7641492,0.1217247
3,0.015206354,0.13669848,"('repellent', 'pleasant')",0.0152064,0.1366985,0.1214921
4,-6.39569,-6.4127975,"('disliked', 'liked')",-6.39569,-6.4127975,-0.0171075
5,0.23718148,0.3165064,"('distant', 'outgoing')",0.2371815,0.3165064,0.0793249
6,0.19695142,0.27083546,"('distant', 'open')",0.1969514,0.2708355,0.0738841
7,0.94111675,1.0232728,"('insensitive', 'sensitive')",0.9411168,1.0232728,0.082156
8,1.4415329,1.3744739,"('unaffectionate', 'affectionate')",1.4415329,1.3744739,-0.067059
9,2.3274057,2.3613062,"('unaffectionate', 'caring')",2.3274057,2.3613062,0.0339005
10,0.45305923,0.38797474,"('unsympathetic', 'sympathetic')",0.4530592,0.3879747,-0.0650845
11,2.317069,2.4156542,"('unhelpful', 'helpful')",2.3170691,2.4156542,0.0985851
12,-0.88211805,-0.835286,"('unsupportive', 'supportive')",-0.882118,-0.835286,0.046832
13,-0.10558197,-0.14167668,"('impolite', 'polite')",-0.105582,-0.1416767,-0.0360947
14,0.36390033,0.25308704,"('antisocial', 'social')",0.3639003,0.253087,-0.1108133
15,0.19065516,0.17931864,"('boring', 'funny')",0.1906552,0.1793186,-0.0113366
16,0.043641582,0.18362564,"('unpopular', 'popular')",0.0436416,0.1836256,0.139984
17,-0.0071754325,0.02510224,"('nasty', 'nice')",-0.0071754,0.0251022,0.0322776
18,-0.74891394,-0.6961149,"('disagreeable', 'welcoming')",-0.7489139,-0.6961149,0.052799
19,-0.44924298,-0.34661865,"('inhospitable', 'hospitable')",-0.449243,-0.3466187,0.1026243
20,0.24159177,0.2553956,"('rough', 'thoughtful')",0.2415918,0.2553956,0.0138038
21,-0.24671431,-0.12149568,"('immoral', 'moral')",-0.2467143,-0.1214957,0.1252186
22,-0.596044,-0.5602025,"('untrustworthy', 'trustworthy')",-0.596044,-0.5602025,0.0358415
23,6.506164,6.590489,"('insincere', 'sincere')",6.5061641,6.5904889,0.0843248
24,1.8051618,1.7917008,"('dishonest', 'honest')",1.8051618,1.7917008,-0.013461
25,1.2523717,1.2660444,"('egoistic', 'altruistic')",1.2523717,1.2660444,0.0136727
26,1.6240743,1.3355985,"('hardhearted', 'benevolent')",1.6240743,1.3355985,-0.2884758
27,1.14517,1.0323457,"('hardhearted', 'softhearted')",1.14517,1.0323457,-0.1128243
28,1.1910508,1.1422454,"('disloyal', 'loyal')",1.1910508,1.1422454,-0.0488054
29,-0.52663106,-0.68674654,"('unfair', 'fair')",-0.5266311,-0.6867465,-0.1601154
30,1.3850538,1.4174902,"('intolerant', 'tolerant')",1.3850538,1.4174902,0.0324364
31,-1.4245347,-1.4877822,"('evil', 'good')",-1.4245347,-1.4877822,-0.0632475
32,1.3832823,1.1977168,"('unkind', 'kind')",1.3832823,1.1977168,-0.1855655
