,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,0.49488014,-0.009642893,"('unsociable', 'sociable')",0.4948801,-0.0096429,-0.504523
1,1.4118671,1.5623404,"('unfriendly', 'friendly')",1.4118671,1.5623404,0.1504733
2,0.58430076,0.64524025,"('unlikable', 'likable')",0.5843008,0.6452402,0.0609394
3,1.1110691,0.83581996,"('repellent', 'pleasant')",1.1110691,0.83582,-0.2752491
4,-6.8641796,-7.06876,"('disliked', 'liked')",-6.8641796,-7.0687599,-0.2045803
5,-0.25364608,-0.17784795,"('distant', 'outgoing')",-0.2536461,-0.177848,0.0757981
6,-0.062458728,0.07473034,"('distant', 'open')",-0.0624587,0.0747303,0.137189
7,1.0499969,0.865287,"('insensitive', 'sensitive')",1.0499969,0.865287,-0.1847099
8,0.9956168,1.2650597,"('unaffectionate', 'affectionate')",0.9956168,1.2650597,0.2694429
9,1.5699121,1.8309764,"('unaffectionate', 'caring')",1.5699121,1.8309764,0.2610643
10,1.3303593,0.99803966,"('unsympathetic', 'sympathetic')",1.3303593,0.9980397,-0.3323196
11,2.0508254,2.0158882,"('unhelpful', 'helpful')",2.0508254,2.0158882,-0.0349372
12,-1.366651,-1.5087214,"('unsupportive', 'supportive')",-1.3666511,-1.5087214,-0.1420703
13,0.62733865,0.19853655,"('impolite', 'polite')",0.6273386,0.1985365,-0.4288021
14,0.16673106,-0.23570792,"('antisocial', 'social')",0.1667311,-0.2357079,-0.402439
15,0.756974,0.7785629,"('boring', 'funny')",0.756974,0.7785629,0.0215889
16,0.029363867,0.11742655,"('unpopular', 'popular')",0.0293639,0.1174266,0.0880627
17,-0.10960966,0.10640931,"('nasty', 'nice')",-0.1096097,0.1064093,0.216019
18,-0.31493843,-0.37454972,"('disagreeable', 'welcoming')",-0.3149384,-0.3745497,-0.0596113
19,-0.5994136,-0.2872898,"('inhospitable', 'hospitable')",-0.5994136,-0.2872898,0.3121238
20,0.7071639,0.52092534,"('rough', 'thoughtful')",0.7071639,0.5209253,-0.1862386
21,0.17177585,-0.102983326,"('immoral', 'moral')",0.1717758,-0.1029833,-0.2747591
22,0.18123941,0.011784982,"('untrustworthy', 'trustworthy')",0.1812394,0.011785,-0.1694544
23,6.6484385,6.837893,"('insincere', 'sincere')",6.6484385,6.837893,0.1894545
24,1.9165142,1.9052045,"('dishonest', 'honest')",1.9165142,1.9052045,-0.0113097
25,0.63209337,0.7920286,"('egoistic', 'altruistic')",0.6320934,0.7920286,0.1599352
26,0.13500772,0.15202326,"('hardhearted', 'benevolent')",0.1350077,0.1520233,0.0170156
27,1.2884333,1.1487678,"('hardhearted', 'softhearted')",1.2884333,1.1487678,-0.1396655
28,1.2690943,1.4158117,"('disloyal', 'loyal')",1.2690943,1.4158117,0.1467174
29,-0.7035687,-0.7738081,"('unfair', 'fair')",-0.7035687,-0.7738081,-0.0702394
30,0.9739062,0.6866415,"('intolerant', 'tolerant')",0.9739062,0.6866415,-0.2872647
31,-1.4516966,-1.1598696,"('evil', 'good')",-1.4516966,-1.1598696,0.291827
32,1.4124713,1.3496611,"('unkind', 'kind')",1.4124713,1.3496611,-0.0628102
33,-0.67068815,-0.5393419,"('wrong', 'right')",-0.6706882,-0.5393419,0.1313463
34,4.6704526,5.0974574,"('mean', 'honorable')",4.6704526,5.0974574,0.4270048
35,-1.1382933,-0.87462723,"('corrupt', 'incorrupt')",-1.1382933,-0.8746272,0.2636661
36,-0.9577571,-0.4458916,"('hostile', 'amicable')",-0.9577571,-0.4458916,0.5118655
37,0.8184936,0.8948148,"('fake', 'genuine')",0.8184936,0.8948148,0.0763212
38,-0.053117916,0.098762564,"('untruthful', 'truthful')",-0.0531179,0.0987626,0.1518805
