,canteen_male,canteen_female,tuple,average_male,average_female,female-male
0,0.05071728,0.023427326,"('unsociable', 'sociable')",0.0507173,0.0234273,-0.02729
1,1.4409184,1.4596117,"('unfriendly', 'friendly')",1.4409184,1.4596117,0.0186933
2,-0.10791969,-0.041818764,"('unlikable', 'likable')",-0.1079197,-0.0418188,0.0661009
3,0.4146178,0.4340334,"('repellent', 'pleasant')",0.4146178,0.4340334,0.0194156
4,-7.5478945,-7.620559,"('disliked', 'liked')",-7.5478945,-7.6205592,-0.0726647
5,-0.67294675,-0.62648606,"('distant', 'outgoing')",-0.6729468,-0.6264861,0.0464607
6,-0.05569897,-0.058503367,"('distant', 'open')",-0.055699,-0.0585034,-0.0028044
7,0.691932,0.72160983,"('insensitive', 'sensitive')",0.691932,0.7216098,0.0296778
8,1.1911932,1.1110654,"('unaffectionate', 'affectionate')",1.1911932,1.1110654,-0.0801278
9,1.53653,1.5396326,"('unaffectionate', 'caring')",1.53653,1.5396326,0.0031026
10,0.6052747,0.59469223,"('unsympathetic', 'sympathetic')",0.6052747,0.5946922,-0.0105825
11,1.5280186,1.601194,"('unhelpful', 'helpful')",1.5280186,1.601194,0.0731754
12,-1.9851736,-1.9769864,"('unsupportive', 'supportive')",-1.9851736,-1.9769864,0.0081872
13,-0.3222004,-0.311098,"('impolite', 'polite')",-0.3222004,-0.311098,0.0111024
14,0.044041216,0.0010235067,"('antisocial', 'social')",0.0440412,0.0010235,-0.0430177
15,0.33523217,0.316377,"('boring', 'funny')",0.3352322,0.316377,-0.0188552
16,-0.30003804,-0.2544064,"('unpopular', 'popular')",-0.300038,-0.2544064,0.0456316
17,-0.40160778,-0.3246769,"('nasty', 'nice')",-0.4016078,-0.3246769,0.0769309
18,-0.74114054,-0.81211406,"('disagreeable', 'welcoming')",-0.7411405,-0.8121141,-0.0709736
19,-0.45444933,-0.50041646,"('inhospitable', 'hospitable')",-0.4544493,-0.5004165,-0.0459672
20,0.9242242,0.8813892,"('rough', 'thoughtful')",0.9242242,0.8813892,-0.042835
21,-0.42884108,-0.39761722,"('immoral', 'moral')",-0.4288411,-0.3976172,0.0312239
22,-0.86649585,-0.88128644,"('untrustworthy', 'trustworthy')",-0.8664958,-0.8812864,-0.0147906
23,6.5562053,6.600567,"('insincere', 'sincere')",6.5562053,6.6005669,0.0443616
24,1.4722112,1.3837188,"('dishonest', 'honest')",1.4722112,1.3837188,-0.0884924
25,0.86459726,0.7980901,"('egoistic', 'altruistic')",0.8645973,0.7980901,-0.0665072
26,1.6714437,1.6677576,"('hardhearted', 'benevolent')",1.6714437,1.6677576,-0.0036861
27,1.5421696,1.3556869,"('hardhearted', 'softhearted')",1.5421696,1.3556869,-0.1864827
28,1.0013076,0.9604647,"('disloyal', 'loyal')",1.0013076,0.9604647,-0.0408429
29,-0.79634255,-0.9089975,"('unfair', 'fair')",-0.7963426,-0.9089975,-0.1126549
30,1.130116,1.1178124,"('intolerant', 'tolerant')",1.130116,1.1178124,-0.0123036
31,-1.4337827,-1.4070531,"('evil', 'good')",-1.4337827,-1.4070531,0.0267296
32,1.0766828,1.0011777,"('unkind', 'kind')",1.0766828,1.0011777,-0.0755051
33,-0.60608363,-0.633191,"('wrong', 'right')",-0.6060836,-0.633191,-0.0271074
34,4.7726374,4.899747,"('mean', 'honorable')",4.7726374,4.8997469,0.1271095
35,-0.5376138,-0.7337351,"('corrupt', 'incorrupt')",-0.5376138,-0.7337351,-0.1961213
36,-0.585923,-0.70810074,"('hostile', 'amicable')",-0.585923,-0.7081007,-0.1221777
37,0.6835084,0.67789155,"('fake', 'genuine')",0.6835084,0.6778916,-0.0056168
38,-0.14722048,-0.10236108,"('untruthful', 'truthful')",-0.1472205,-0.1023611,0.0448594
39,0.6524837,0.65280056,"('exploitative', 'cooperative')",0.6524837,0.6528006,0.0003169
40,-2.0005097,-2.139251,"('stingy', 'generous')",-2.0005097,-2.139251,-0.1387413
41,-0.22072758,-0.27693346,"('unforgiving', 'forgiving')",-0.2207276,-0.2769335,-0.0562059
42,-2.7454216,-2.7804708,"('unreliable', 'reliable')",-2.7454216,-2.7804708,-0.0350492
43,0.86703753,0.8817826,"('irresponsible', 'responsible')",0.8670375,0.8817826,0.0147451
44,-0.79410535,-0.78397566,"('prejudiced', 'unprejudiced')",-0.7941054,-0.7839757,0.0101297
45,0.087499954,0.07986463,"('incompetent', 'competent')",0.0875,0.0798646,-0.0076354
46,-0.8851692,-0.91265583,"('uncompetitive', 'competitive')",-0.8851692,-0.9126558,-0.0274866
47,5.326812,5.5065513,"('stupid', 'smart')",5.3268118,5.5065513,0.1797395
48,0.37599427,0.41126645,"('unintelligent', 'intelligent')",0.3759943,0.4112664,0.0352721
49,-0.16912927,-0.114588484,"('unable', 'able')",-0.1691293,-0.1145885,0.0545408
50,-0.82144886,-0.86980665,"('clumsy', 'skillful')",-0.8214489,-0.8698066,-0.0483577
51,0.2647413,0.112079106,"('uneducated', 'educated')",0.2647413,0.1120791,-0.1526622
52,-0.10546477,-0.1945819,"('irrational', 'rational')",-0.1054648,-0.1945819,-0.0891171
53,0.14659211,0.121678844,"('uncreative', 'creative')",0.1465921,0.1216788,-0.0249133
54,1.2041519,1.2611554,"('incapable', 'capable')",1.2041519,1.2611554,0.0570035
55,0.6284713,0.6502007,"('incompetent', 'clever')",0.6284713,0.6502007,0.0217294
56,0.85229576,0.8448392,"('impractical', 'practical')",0.8522958,0.8448392,-0.0074566
57,-3.105168,-3.0992932,"('unimaginative', 'imaginative')",-3.1051681,-3.0992932,0.0058749
58,0.24566638,0.23106596,"('undiscriminating', 'discriminating')",0.2456664,0.231066,-0.0146004
59,-0.22011723,-0.22085351,"('foolish', 'wise')",-0.2201172,-0.2208535,-0.0007363
60,0.34199473,0.47109592,"('inefficient', 'efficient')",0.3419947,0.4710959,0.1291012
61,0.59425366,0.47004464,"('illogical', 'logical')",0.5942537,0.4700446,-0.1242091
62,0.23744321,0.37148106,"('incompetent', 'brilliant')",0.2374432,0.3714811,0.1340379
63,-0.06265153,0.0040266626,"('unperceptive', 'insightful')",-0.0626515,0.0040267,0.0666782
64,-6.809726,-6.8602686,"('shy', 'confident')",-6.8097262,-6.8602686,-0.0505424
65,-0.20352659,-0.16365038,"('insecure', 'secure')",-0.2035266,-0.1636504,0.0398762
66,0.14308125,0.02668456,"('inactive', 'active')",0.1430812,0.0266846,-0.1163966
67,-0.059245504,0.02804627,"('doubtful', 'determined')",-0.0592455,0.0280463,0.0872918
68,-1.1141865,-1.2122227,"('dependent', 'independent')",-1.1141865,-1.2122227,-0.0980362
69,-1.9459255,-1.9646086,"('lazy', 'industrious')",-1.9459255,-1.9646086,-0.0186831
70,0.8680196,0.86812216,"('lethargic', 'energetic')",0.8680196,0.8681222,0.0001026
71,0.8598111,0.8803048,"('diffident', 'self-confident')",0.8598111,0.8803048,0.0204937
72,0.30123132,0.40748283,"('unambitious', 'ambitious')",0.3012313,0.4074828,0.1062515
73,-3.594374,-3.5787113,"('helpless', 'self-reliant')",-3.5943739,-3.5787113,0.0156626
74,0.25967035,0.10726785,"('undedicated', 'dedicated')",0.2596703,0.1072678,-0.1524025
75,-1.0362087,-0.98985595,"('meek', 'impulsive')",-1.0362087,-0.9898559,0.0463528
76,0.32262912,0.31081176,"('anxious', 'daring')",0.3226291,0.3108118,-0.0118173
77,-1.4348242,-1.2216288,"('unmotivated', 'motivated')",-1.4348242,-1.2216288,0.2131954
78,-0.6696779,-0.6792391,"('nonresilient', 'resilient')",-0.6696779,-0.6792391,-0.0095612
79,-0.2865084,-0.2769323,"('wavering', 'unwavering')",-0.2865084,-0.2769323,0.0095761
80,-0.28741238,-0.29183227,"('dominated', 'dominating')",-0.2874124,-0.2918323,-0.0044199
81,-0.43271512,-0.33815125,"('submissive', 'aggressive')",-0.4327151,-0.3381512,0.0945639
82,6.616914,6.627127,"('poor', 'rich')",6.6169138,6.6271272,0.0102134
83,-0.56903327,-0.5658796,"('powerless', 'powerful')",-0.5690333,-0.5658796,0.0031537
84,0.38122985,0.29616478,"('inferior', 'superior')",0.3812298,0.2961648,-0.085065
85,-0.17943418,-0.2515216,"('insignificant', 'prestigious')",-0.1794342,-0.2515216,-0.0720874
86,0.29282942,0.2593306,"('uninfluential', 'influential')",0.2928294,0.2593306,-0.0334988
87,-0.5088664,-0.38652483,"('unsuccessful', 'successful')",-0.5088664,-0.3865248,0.1223416
88,0.69766086,0.6396875,"('low', 'eminent')",0.6976609,0.6396875,-0.0579734
