,cyclamen_male,cyclamen_female,tuple,average_male,average_female,female-male
0,0.18436205,-0.29471758,"('unsociable', 'sociable')",0.1843621,-0.2947176,-0.4790797
1,-0.5767146,-0.77782583,"('unfriendly', 'friendly')",-0.5767146,-0.7778258,-0.2011112
2,0.9462588,0.90567786,"('unlikable', 'likable')",0.9462588,0.9056779,-0.0405809
3,-0.14874479,0.084383965,"('repellent', 'pleasant')",-0.1487448,0.084384,0.2331288
4,-2.599484,-2.6022925,"('disliked', 'liked')",-2.599484,-2.6022925,-0.0028085
5,-0.8846269,-1.147847,"('distant', 'outgoing')",-0.8846269,-1.1478471,-0.2632202
6,-1.0340428,-1.3217753,"('distant', 'open')",-1.0340428,-1.3217753,-0.2877325
7,-0.45406672,-0.45623717,"('insensitive', 'sensitive')",-0.4540667,-0.4562372,-0.0021705
8,-0.8178703,-0.8176062,"('unaffectionate', 'affectionate')",-0.8178703,-0.8176062,0.0002641
9,-0.8516149,-0.9534619,"('unaffectionate', 'caring')",-0.8516149,-0.9534619,-0.101847
10,-0.7963454,-1.0238595,"('unsympathetic', 'sympathetic')",-0.7963454,-1.0238595,-0.2275141
11,0.32776538,0.4408739,"('unhelpful', 'helpful')",0.3277654,0.4408739,0.1131085
12,-1.2954624,-1.3233624,"('unsupportive', 'supportive')",-1.2954624,-1.3233624,-0.0279
13,-0.4435957,-0.62402886,"('impolite', 'polite')",-0.4435957,-0.6240289,-0.1804332
14,0.8320505,0.71181387,"('antisocial', 'social')",0.8320505,0.7118139,-0.1202366
15,0.31230316,0.08159013,"('boring', 'funny')",0.3123032,0.0815901,-0.2307131
16,-0.6745118,-0.33927292,"('unpopular', 'popular')",-0.6745118,-0.3392729,0.3352389
17,-0.356401,-0.31704113,"('nasty', 'nice')",-0.356401,-0.3170411,0.0393599
18,-0.2945661,-0.16531852,"('disagreeable', 'welcoming')",-0.2945661,-0.1653185,0.1292476
19,-1.2578167,-1.4754388,"('inhospitable', 'hospitable')",-1.2578167,-1.4754388,-0.2176221
20,0.15924041,0.23996986,"('rough', 'thoughtful')",0.1592404,0.2399699,0.0807295
21,0.04158737,0.06793232,"('immoral', 'moral')",0.0415874,0.0679323,0.0263449
22,0.107344046,0.016815247,"('untrustworthy', 'trustworthy')",0.107344,0.0168152,-0.0905288
23,1.3851081,1.3841169,"('insincere', 'sincere')",1.3851081,1.3841169,-0.0009912
24,-0.08163744,-0.2914408,"('dishonest', 'honest')",-0.0816374,-0.2914408,-0.2098034
25,-0.44747028,-0.47469932,"('egoistic', 'altruistic')",-0.4474703,-0.4746993,-0.027229
26,1.1330035,0.5718494,"('hardhearted', 'benevolent')",1.1330035,0.5718494,-0.5611541
27,0.2728435,0.24750426,"('hardhearted', 'softhearted')",0.2728435,0.2475043,-0.0253392
28,-0.43648377,-0.60799265,"('disloyal', 'loyal')",-0.4364838,-0.6079926,-0.1715088
29,-0.21389592,-0.36572745,"('unfair', 'fair')",-0.2138959,-0.3657275,-0.1518316
30,0.9273381,0.6907881,"('intolerant', 'tolerant')",0.9273381,0.6907881,-0.23655
31,-0.7188779,-0.7620338,"('evil', 'good')",-0.7188779,-0.7620338,-0.0431559
32,0.3840756,0.18897523,"('unkind', 'kind')",0.3840756,0.1889752,-0.1951004
33,-0.25048718,-0.42504066,"('wrong', 'right')",-0.2504872,-0.4250407,-0.1745535
34,1.4572328,1.7078636,"('mean', 'honorable')",1.4572328,1.7078636,0.2506308
35,-0.55911076,-0.7757833,"('corrupt', 'incorrupt')",-0.5591108,-0.7757833,-0.2166725
36,-0.5619238,-0.7675753,"('hostile', 'amicable')",-0.5619238,-0.7675753,-0.2056515
37,-0.3902384,-0.4016071,"('fake', 'genuine')",-0.3902384,-0.4016071,-0.0113687
38,-0.42092052,-0.5137456,"('untruthful', 'truthful')",-0.4209205,-0.5137456,-0.0928251
39,0.6215772,0.8054906,"('exploitative', 'cooperative')",0.6215772,0.8054906,0.1839134
40,-0.51255834,-0.58532834,"('stingy', 'generous')",-0.5125583,-0.5853283,-0.07277
41,0.27036983,0.12154678,"('unforgiving', 'forgiving')",0.2703698,0.1215468,-0.148823
42,-0.2921916,-0.484391,"('unreliable', 'reliable')",-0.2921916,-0.484391,-0.1921994
43,-0.06550564,-0.07081322,"('irresponsible', 'responsible')",-0.0655056,-0.0708132,-0.0053076
44,-0.26470587,0.0041965917,"('prejudiced', 'unprejudiced')",-0.2647059,0.0041966,0.2689025
45,-0.019545062,-0.25561172,"('incompetent', 'competent')",-0.0195451,-0.2556117,-0.2360666
46,-0.29957828,-0.23151188,"('uncompetitive', 'competitive')",-0.2995783,-0.2315119,0.0680664
47,1.9036807,1.8651682,"('stupid', 'smart')",1.9036807,1.8651682,-0.0385125
48,-0.09056433,0.043176766,"('unintelligent', 'intelligent')",-0.0905643,0.0431768,0.1337411
49,-0.6628159,-0.31358436,"('unable', 'able')",-0.6628159,-0.3135844,0.3492315
50,0.09281606,0.18349393,"('clumsy', 'skillful')",0.0928161,0.1834939,0.0906778
51,0.05432514,-0.20733465,"('uneducated', 'educated')",0.0543251,-0.2073347,-0.2616598
52,-0.6488449,-0.7724011,"('irrational', 'rational')",-0.6488449,-0.7724011,-0.1235562
53,-1.2185329,-1.379181,"('uncreative', 'creative')",-1.2185329,-1.379181,-0.1606481
54,-0.43024546,-0.61455244,"('incapable', 'capable')",-0.4302455,-0.6145524,-0.1843069
55,0.44031873,0.5333619,"('incompetent', 'clever')",0.4403187,0.5333619,0.0930432
56,0.24762516,-0.04074078,"('impractical', 'practical')",0.2476252,-0.0407408,-0.288366
57,-1.3485068,-1.6201111,"('unimaginative', 'imaginative')",-1.3485068,-1.6201111,-0.2716043
58,1.2986116,1.084649,"('undiscriminating', 'discriminating')",1.2986116,1.084649,-0.2139626
59,-0.029610518,-0.14418031,"('foolish', 'wise')",-0.0296105,-0.1441803,-0.1145698
60,0.3712613,0.6337527,"('inefficient', 'efficient')",0.3712613,0.6337527,0.2624914
61,0.026394924,-0.19521607,"('illogical', 'logical')",0.0263949,-0.1952161,-0.221611
62,0.33471555,0.47917265,"('incompetent', 'brilliant')",0.3347155,0.4791726,0.1444571
63,-0.19931692,-0.17705455,"('unperceptive', 'insightful')",-0.1993169,-0.1770546,0.0222623
64,-2.1739028,-2.2787714,"('shy', 'confident')",-2.1739028,-2.2787714,-0.1048686
65,0.9245809,0.7863687,"('insecure', 'secure')",0.9245809,0.7863687,-0.1382122
66,-0.6359237,-0.9319985,"('inactive', 'active')",-0.6359237,-0.9319985,-0.2960748
67,0.093206525,-0.1743665,"('doubtful', 'determined')",0.0932065,-0.1743665,-0.267573
68,0.28988254,0.2574129,"('dependent', 'independent')",0.2898825,0.2574129,-0.0324696
69,-0.23127013,-0.40642408,"('lazy', 'industrious')",-0.2312701,-0.4064241,-0.175154
70,-0.0014682133,-0.09277585,"('lethargic', 'energetic')",-0.0014682,-0.0927759,-0.0913077
71,-0.70264393,-0.68479234,"('diffident', 'self-confident')",-0.7026439,-0.6847923,0.0178516
72,0.29208365,0.18460375,"('unambitious', 'ambitious')",0.2920837,0.1846038,-0.1074799
73,-0.39975762,-0.36446384,"('helpless', 'self-reliant')",-0.3997576,-0.3644638,0.0352938
74,0.4006333,0.21819893,"('undedicated', 'dedicated')",0.4006333,0.2181989,-0.1824344
75,0.16068514,0.17758965,"('meek', 'impulsive')",0.1606851,0.1775897,0.0169046
76,0.72444123,0.97898185,"('anxious', 'daring')",0.7244412,0.9789819,0.2545407
77,-1.1737329,-1.04539,"('unmotivated', 'motivated')",-1.1737329,-1.04539,0.1283429
78,-1.00877,-0.6954025,"('nonresilient', 'resilient')",-1.00877,-0.6954025,0.3133675
79,-0.5341971,-0.80222356,"('wavering', 'unwavering')",-0.5341971,-0.8022236,-0.2680265
80,0.16220781,0.08393901,"('dominated', 'dominating')",0.1622078,0.083939,-0.0782688
81,0.358357,0.21955934,"('submissive', 'aggressive')",0.358357,0.2195593,-0.1387977
82,2.1080556,1.9923557,"('poor', 'rich')",2.1080556,1.9923557,-0.1156999
83,-0.01899026,-0.29398757,"('powerless', 'powerful')",-0.0189903,-0.2939876,-0.2749973
84,0.18643428,0.08020361,"('inferior', 'superior')",0.1864343,0.0802036,-0.1062307
85,-0.60257876,-0.43124777,"('insignificant', 'prestigious')",-0.6025788,-0.4312478,0.171331
