,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0782716,-1.2244229,"('unsociable', 'sociable')",-0.57110703,-0.6880613,-0.8246893,-0.9562421,-0.1315528
1,-1.5101134,-1.5217235,"('unfriendly', 'friendly')",1.8548945,1.7921394,0.1723906,0.135208,-0.0371826
2,0.26202095,0.3418793,"('unlikable', 'likable')",0.50089645,0.55385,0.3814587,0.4478647,0.066406
3,-0.7237531,-0.66120815,"('repellent', 'pleasant')",-0.19488838,-0.16384712,-0.4593207,-0.4125276,0.0467931
4,-0.020611119,-0.0498099,"('disliked', 'liked')",-5.743446,-5.817188,-2.8820286,-2.9334989,-0.0514703
5,0.176452,0.3303002,"('distant', 'outgoing')",0.2636576,0.270076,0.2200548,0.3001881,0.0801333
6,-0.16136488,0.034070455,"('distant', 'open')",0.57546335,0.5405153,0.2070492,0.2872929,0.0802437
7,-1.2313629,-1.2361007,"('insensitive', 'sensitive')",0.07130074,0.12774453,-0.5800311,-0.5541781,0.025853
8,-0.94223386,-0.9202177,"('unaffectionate', 'affectionate')",0.8594678,0.7830882,-0.041383,-0.0685647,-0.0271817
9,-1.5103467,-1.4807075,"('unaffectionate', 'caring')",0.86751467,0.8494972,-0.321416,-0.3156052,0.0058108
10,-2.3570197,-2.398421,"('unsympathetic', 'sympathetic')",-1.0582292,-1.0432839,-1.7076244,-1.7208525,-0.0132281
11,-0.34407014,-0.36658433,"('unhelpful', 'helpful')",1.1524374,1.2357436,0.4041837,0.4345797,0.030396
12,-0.73321354,-0.61979216,"('unsupportive', 'supportive')",-1.8537768,-1.7988143,-1.2934952,-1.2093033,0.0841919
13,-1.1348516,-1.203031,"('impolite', 'polite')",-0.9631536,-0.965676,-1.0490026,-1.0843534,-0.0353508
14,-0.27152085,-0.36450645,"('antisocial', 'social')",-0.9084433,-0.952612,-0.589982,-0.6585592,-0.0685772
15,0.48411247,0.4207936,"('boring', 'funny')",0.6905346,0.6535715,0.5873235,0.5371826,-0.0501409
16,-0.015403401,0.052765056,"('unpopular', 'popular')",0.7061298,0.7252524,0.3453632,0.3890087,0.0436455
17,-0.45032185,-0.36969873,"('nasty', 'nice')",-0.260213,-0.23100595,-0.3552674,-0.3003523,0.0549151
18,-0.3783909,-0.37902406,"('disagreeable', 'welcoming')",-0.26163298,-0.3311956,-0.3200119,-0.3551098,-0.0350979
19,-0.3696914,-0.22266296,"('inhospitable', 'hospitable')",0.23100103,0.29833156,-0.0693452,0.0378343,0.1071795
20,0.14686182,0.18737407,"('rough', 'thoughtful')",1.1406716,1.0973116,0.6437667,0.6423429,-0.0014238
21,-0.51451296,-0.6263246,"('immoral', 'moral')",-0.6202523,-0.59880954,-0.5673826,-0.6125671,-0.0451845
22,-0.66683835,-0.69620794,"('untrustworthy', 'trustworthy')",-1.1443192,-1.2098621,-0.9055787,-0.953035,-0.0474563
23,-1.26221,-1.3233525,"('insincere', 'sincere')",4.877989,4.85386,1.8078895,1.7652538,-0.0426357
24,-1.2267463,-1.3226508,"('dishonest', 'honest')",0.35737655,0.31398422,-0.4346849,-0.5043333,-0.0696484
25,-0.8761717,-0.8601947,"('egoistic', 'altruistic')",1.6391736,1.6093494,0.381501,0.3745773,-0.0069237
26,-0.12914616,-0.1525735,"('hardhearted', 'benevolent')",1.9505097,1.9272612,0.9106817,0.8873439,-0.0233378
27,-0.2950211,-0.22313982,"('hardhearted', 'softhearted')",1.5822585,1.4551044,0.6436187,0.6159823,-0.0276364
28,-1.1524367,-1.338951,"('disloyal', 'loyal')",0.5962831,0.4963445,-0.2780768,-0.4213032,-0.1432264
29,-0.16332127,-0.197372,"('unfair', 'fair')",-0.42939937,-0.58080924,-0.2963603,-0.3890906,-0.0927303
30,-0.00921654,-0.13250369,"('intolerant', 'tolerant')",1.0290042,0.94606715,0.5098938,0.4067817,-0.1031121
31,-0.33955675,-0.19901046,"('evil', 'good')",-0.32592255,-0.33238122,-0.3327397,-0.2656958,0.0670439
32,-0.6897409,-0.7415032,"('unkind', 'kind')",0.47858068,0.37712076,-0.1055801,-0.1821912,-0.0766111
33,-0.011915103,-0.020663831,"('wrong', 'right')",-0.37984282,-0.4570555,-0.195879,-0.2388597,-0.0429807
34,-0.44483346,-0.29093787,"('mean', 'honorable')",5.6732,5.7945848,2.6141834,2.7518234,0.13764
35,-0.010362562,0.0124304,"('corrupt', 'incorrupt')",0.49470693,0.37138718,0.2421722,0.1919088,-0.0502634
36,-0.9784747,-0.9512657,"('hostile', 'amicable')",0.65375555,0.4719718,-0.1623596,-0.2396469,-0.0772873
37,-0.37678874,-0.33174747,"('fake', 'genuine')",-0.12365735,-0.13513559,-0.250223,-0.2334415,0.0167815
38,-1.0743524,-1.0144188,"('untruthful', 'truthful')",-0.15419258,-0.091765806,-0.6142725,-0.5530923,0.0611802
39,0.8151365,0.7859535,"('exploitative', 'cooperative')",0.31992346,0.29633182,0.56753,0.5411427,-0.0263873
40,-0.27784854,-0.3226512,"('stingy', 'generous')",-1.4997737,-1.620353,-0.8888111,-0.9715021,-0.082691
