,keurig_male,keurig_female,tuple,dr_male,dr_female,pepper_male,pepper_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8156227,-1.0380086,"('unsociable', 'sociable')",0.24843931,0.08977163,-0.026314676,-0.12551387,-0.30327526,-0.49010766,-0.2241933,-0.3909646,-0.1667713
1,-1.5352988,-1.5562819,"('unfriendly', 'friendly')",-1.5841038,-1.6392676,1.0151746,0.84416974,1.5584638,1.430693,-0.1364411,-0.2301717,-0.0937306
2,1.0016145,1.0229018,"('unlikable', 'likable')",0.50573415,0.5611532,-0.14380997,-0.14402494,0.5859979,0.65333253,0.4873841,0.5233406,0.0359565
3,-1.6607839,-1.518201,"('repellent', 'pleasant')",-1.8081715,-1.7342528,-2.493781,-2.4105349,0.11945448,0.19141689,-1.4608206,-1.367893,0.0929276
4,1.0930917,1.0410581,"('disliked', 'liked')",0.20934747,0.08063744,0.17371996,0.07363958,-5.7449307,-5.9019403,-1.0671929,-1.1766512,-0.1094583
5,0.13292879,0.16859777,"('distant', 'outgoing')",-1.250159,-1.1269745,0.30624372,0.30252105,-0.472085,-0.3742255,-0.3207679,-0.2575203,0.0632476
6,-0.15411726,-0.037696216,"('distant', 'open')",-1.66184,-1.4938525,0.17191021,0.19240335,0.07210325,0.16295646,-0.3929859,-0.2940472,0.0989387
7,-1.4788995,-1.4175847,"('insensitive', 'sensitive')",-1.0895901,-1.0379947,-0.8193697,-0.77847385,0.50800645,0.5774178,-0.7199632,-0.6641588,0.0558044
8,-0.82849675,-0.78789866,"('unaffectionate', 'affectionate')",-1.349025,-1.296223,0.11681909,0.010691062,0.5188534,0.5649241,-0.3854623,-0.3771266,0.0083357
9,-1.4267457,-1.4086617,"('unaffectionate', 'caring')",-0.6739403,-0.71030366,0.15152542,0.06430253,0.8031418,0.83537763,-0.2865047,-0.3048213,-0.0183166
10,-1.8852376,-1.9041665,"('unsympathetic', 'sympathetic')",-1.1019336,-1.0913723,-1.6300046,-1.6953824,-0.41501045,-0.49522096,-1.2580466,-1.2965355,-0.0384889
11,-1.1145731,-1.1293046,"('unhelpful', 'helpful')",0.45755947,0.43686193,-0.93982285,-0.9373783,1.5351422,1.6199831,-0.0154236,-0.0024595,0.0129641
12,-0.7902548,-0.65070134,"('unsupportive', 'supportive')",0.30887806,0.42161316,-0.33372033,-0.27870536,-1.795038,-1.706505,-0.6525338,-0.5535746,0.0989592
13,-0.68665904,-0.79700863,"('impolite', 'polite')",0.5045485,0.4580603,-0.22529553,-0.23111898,-0.61001533,-0.666083,-0.2543554,-0.3090376,-0.0546822
14,0.004742505,-0.08880755,"('antisocial', 'social')",0.54381245,0.52526295,-1.3698524,-1.370177,-0.43732816,-0.5098871,-0.3146564,-0.3609022,-0.0462458
15,0.51800835,0.38264287,"('boring', 'funny')",0.34360456,0.17651536,0.72967553,0.69704247,0.59640974,0.5057751,0.5469245,0.4404939,-0.1064306
16,0.054493822,0.117745265,"('unpopular', 'popular')",-0.48746955,-0.46939975,-0.64190215,-0.6173255,0.5288257,0.50344354,-0.136513,-0.1163841,0.0201289
17,-0.18672243,-0.14779004,"('nasty', 'nice')",-1.1642071,-1.0767597,-1.0165672,-0.9545887,-0.6079964,-0.5166391,-0.7438733,-0.6739444,0.0699289
18,-0.22440967,-0.053311426,"('disagreeable', 'welcoming')",-0.90923005,-0.6240149,-1.0805653,-1.0760098,-0.6741555,-0.5942068,-0.7220901,-0.5868857,0.1352044
19,-0.20580797,-0.09998166,"('inhospitable', 'hospitable')",-0.21489383,-0.14550114,-0.45708016,-0.4737205,-0.3393943,-0.12854625,-0.3042941,-0.2119374,0.0923567
20,-0.3064279,-0.23714882,"('rough', 'thoughtful')",-0.512243,-0.47637954,0.008246927,0.055166326,1.0856905,1.062497,0.0688166,0.1010337,0.0322171
21,-1.1539316,-1.127225,"('immoral', 'moral')",-0.4565919,-0.41914177,-1.3424009,-1.3594271,-0.8732698,-0.8690699,-0.9565485,-0.9437159,0.0128326
22,0.2058239,0.2130381,"('untrustworthy', 'trustworthy')",0.30742908,0.24020864,-0.7072158,-0.7215322,-0.7389739,-0.79650354,-0.2332342,-0.2661973,-0.0329631
23,-1.5187875,-1.5792664,"('insincere', 'sincere')",-0.24673435,-0.26994246,-0.38953036,-0.3643871,5.2416043,5.190981,0.771638,0.7443463,-0.0272917
24,-0.925871,-0.9007919,"('dishonest', 'honest')",-0.95932883,-0.8731691,-1.0104139,-1.0217062,0.4239763,0.4324112,-0.6179093,-0.590814,0.0270953
25,-0.45872167,-0.4105592,"('egoistic', 'altruistic')",-1.5315106,-1.4310594,0.65467507,0.6324123,1.198721,1.1805469,-0.034209,-0.0071648,0.0270442
26,-0.1778417,-0.19887002,"('hardhearted', 'benevolent')",-0.28991923,-0.24383782,1.3278182,1.2629726,1.8352003,1.74656,0.6738144,0.6417062,-0.0321082
