,historian_male,historian_female,tuple,average_male,average_female,female-male
0,0.8229823,0.64279115,"('unsociable', 'sociable')",0.8229823,0.6427912,-0.1801911
1,0.851222,0.8046691,"('unfriendly', 'friendly')",0.851222,0.8046691,-0.0465529
2,0.23316199,0.43109405,"('unlikable', 'likable')",0.233162,0.4310941,0.1979321
3,0.6255197,0.7444289,"('repellent', 'pleasant')",0.6255197,0.7444289,0.1189092
4,-6.085953,-6.378759,"('disliked', 'liked')",-6.0859532,-6.3787589,-0.2928057
5,-1.4847012,-1.3002408,"('distant', 'outgoing')",-1.4847012,-1.3002408,0.1844604
6,-1.2107273,-0.9997186,"('distant', 'open')",-1.2107273,-0.9997186,0.2110087
7,2.135201,2.0200129,"('insensitive', 'sensitive')",2.135201,2.0200129,-0.1151881
8,0.45012337,0.4332494,"('unaffectionate', 'affectionate')",0.4501234,0.4332494,-0.016874
9,1.2520435,1.2521405,"('unaffectionate', 'caring')",1.2520435,1.2521405,9.7e-05
10,1.2803729,1.2764446,"('unsympathetic', 'sympathetic')",1.2803729,1.2764446,-0.0039283
11,2.1081886,2.151676,"('unhelpful', 'helpful')",2.1081886,2.1516759,0.0434873
12,-0.88879466,-0.8822191,"('unsupportive', 'supportive')",-0.8887947,-0.8822191,0.0065756
13,0.52446085,0.48564965,"('impolite', 'polite')",0.5244609,0.4856496,-0.0388113
14,0.70825213,0.66631526,"('antisocial', 'social')",0.7082521,0.6663153,-0.0419368
15,0.07939524,0.107362285,"('boring', 'funny')",0.0793952,0.1073623,0.0279671
16,-0.4414918,-0.4567455,"('unpopular', 'popular')",-0.4414918,-0.4567455,-0.0152537
17,-0.5494452,-0.51921284,"('nasty', 'nice')",-0.5494452,-0.5192128,0.0302324
18,-1.1440343,-0.9900841,"('disagreeable', 'welcoming')",-1.1440343,-0.9900841,0.1539502
19,-0.9753555,-0.80170184,"('inhospitable', 'hospitable')",-0.9753555,-0.8017018,0.1736537
20,0.9006871,0.9382357,"('rough', 'thoughtful')",0.9006871,0.9382357,0.0375486
21,0.23390858,0.39852256,"('immoral', 'moral')",0.2339086,0.3985226,0.164614
