,body_male,body_female,tuple,average_male,average_female,female-male
0,0.27034295,0.18130484,"('unsociable', 'sociable')",0.2703429,0.1813048,-0.0890381
1,1.5256351,1.4520322,"('unfriendly', 'friendly')",1.5256351,1.4520322,-0.0736029
2,0.38416582,0.42110732,"('unlikable', 'likable')",0.3841658,0.4211073,0.0369415
3,0.678103,0.7465065,"('repellent', 'pleasant')",0.678103,0.7465065,0.0684035
4,-6.89388,-7.024285,"('disliked', 'liked')",-6.8938799,-7.0242848,-0.1304049
5,-0.5262851,-0.58504474,"('distant', 'outgoing')",-0.5262851,-0.5850447,-0.0587596
6,-0.31599542,-0.43497503,"('distant', 'open')",-0.3159954,-0.434975,-0.1189796
7,1.3492724,1.3943758,"('insensitive', 'sensitive')",1.3492724,1.3943758,0.0451034
8,1.0132452,0.93361825,"('unaffectionate', 'affectionate')",1.0132452,0.9336182,-0.079627
9,1.8271006,1.8550119,"('unaffectionate', 'caring')",1.8271006,1.8550119,0.0279113
10,0.77226615,0.8517041,"('unsympathetic', 'sympathetic')",0.7722661,0.8517041,0.079438
11,2.1844935,2.2683127,"('unhelpful', 'helpful')",2.1844935,2.2683127,0.0838192
12,-1.3973675,-1.343277,"('unsupportive', 'supportive')",-1.3973675,-1.343277,0.0540905
13,-0.3316602,-0.34905973,"('impolite', 'polite')",-0.3316602,-0.3490597,-0.0173995
14,0.51817554,0.5890705,"('antisocial', 'social')",0.5181755,0.5890705,0.070895
15,0.30016723,0.16617244,"('boring', 'funny')",0.3001672,0.1661724,-0.1339948
16,-0.14400618,-0.16691987,"('unpopular', 'popular')",-0.1440062,-0.1669199,-0.0229137
17,0.16719002,0.273484,"('nasty', 'nice')",0.16719,0.273484,0.106294
18,-0.034245003,-0.13985834,"('disagreeable', 'welcoming')",-0.034245,-0.1398583,-0.1056133
19,-0.20940323,-0.3011751,"('inhospitable', 'hospitable')",-0.2094032,-0.3011751,-0.0917719
20,0.8727035,0.850796,"('rough', 'thoughtful')",0.8727035,0.850796,-0.0219075
21,0.10254763,0.21242318,"('immoral', 'moral')",0.1025476,0.2124232,0.1098756
22,-0.43223813,-0.425905,"('untrustworthy', 'trustworthy')",-0.4322381,-0.425905,0.0063331
23,6.8141913,6.9003487,"('insincere', 'sincere')",6.8141913,6.9003487,0.0861574
24,1.7553761,1.7177019,"('dishonest', 'honest')",1.7553761,1.7177019,-0.0376742
25,0.6536231,0.54795784,"('egoistic', 'altruistic')",0.6536231,0.5479578,-0.1056653
26,1.2349496,1.192227,"('hardhearted', 'benevolent')",1.2349496,1.192227,-0.0427226
27,1.8582635,1.7071,"('hardhearted', 'softhearted')",1.8582635,1.7071,-0.1511635
28,1.270488,1.2416806,"('disloyal', 'loyal')",1.270488,1.2416806,-0.0288074
29,-0.3983044,-0.49846318,"('unfair', 'fair')",-0.3983044,-0.4984632,-0.1001588
