,fanny_male,fanny_female,tuple,average_male,average_female,female-male
0,-0.37053198,-0.4075601,"('unsociable', 'sociable')",-0.370532,-0.4075601,-0.0370281
1,1.4431477,1.5279989,"('unfriendly', 'friendly')",1.4431477,1.5279989,0.0848512
2,-0.25375438,-0.17253302,"('unlikable', 'likable')",-0.2537544,-0.172533,0.0812214
3,0.54854757,0.38408446,"('repellent', 'pleasant')",0.5485476,0.3840845,-0.1644631
4,-7.5526996,-7.958406,"('disliked', 'liked')",-7.5526996,-7.958406,-0.4057064
5,-0.1556368,-0.04742916,"('distant', 'outgoing')",-0.1556368,-0.0474292,0.1082076
6,0.33959097,0.43918833,"('distant', 'open')",0.339591,0.4391883,0.0995973
7,0.541408,0.51096207,"('insensitive', 'sensitive')",0.541408,0.5109621,-0.0304459
8,1.3062435,1.3814349,"('unaffectionate', 'affectionate')",1.3062435,1.3814349,0.0751914
9,1.2691215,1.4555961,"('unaffectionate', 'caring')",1.2691215,1.4555961,0.1864746
10,0.48218676,0.3417423,"('unsympathetic', 'sympathetic')",0.4821868,0.3417423,-0.1404445
11,1.3269999,1.2856435,"('unhelpful', 'helpful')",1.3269999,1.2856435,-0.0413564
12,-2.1776628,-2.3038974,"('unsupportive', 'supportive')",-2.1776628,-2.3038974,-0.1262346
13,-0.49168867,-0.6484728,"('impolite', 'polite')",-0.4916887,-0.6484728,-0.1567841
14,-0.23873949,-0.24356847,"('antisocial', 'social')",-0.2387395,-0.2435685,-0.004829
15,0.07630249,0.0875523,"('boring', 'funny')",0.0763025,0.0875523,0.0112498
16,-0.32573143,-0.32353002,"('unpopular', 'popular')",-0.3257314,-0.32353,0.0022014
17,-0.19673306,-0.16944748,"('nasty', 'nice')",-0.1967331,-0.1694475,0.0272856
18,-0.07899069,-0.15738267,"('disagreeable', 'welcoming')",-0.0789907,-0.1573827,-0.078392
19,-0.4798181,-0.3514626,"('inhospitable', 'hospitable')",-0.4798181,-0.3514626,0.1283555
20,1.2537948,1.1397829,"('rough', 'thoughtful')",1.2537948,1.1397829,-0.1140119
21,-0.6768766,-0.56662536,"('immoral', 'moral')",-0.6768766,-0.5666254,0.1102512
22,-0.8897491,-0.9820626,"('untrustworthy', 'trustworthy')",-0.8897491,-0.9820626,-0.0923135
