,porthole_male,porthole_female,tuple,average_male,average_female,female-male
0,1.1847805,0.95952797,"('unsociable', 'sociable')",1.1847805,0.959528,-0.2252525
1,-0.08340487,-0.18775025,"('unfriendly', 'friendly')",-0.0834049,-0.1877503,-0.1043454
2,0.50872296,0.5304886,"('unlikable', 'likable')",0.508723,0.5304886,0.0217656
3,0.088957325,0.32710296,"('repellent', 'pleasant')",0.0889573,0.327103,0.2381457
4,-3.5575917,-3.5624971,"('disliked', 'liked')",-3.5575917,-3.5624971,-0.0049054
5,-1.8819472,-1.8103294,"('distant', 'outgoing')",-1.8819472,-1.8103294,0.0716178
6,-1.5090874,-1.49737,"('distant', 'open')",-1.5090874,-1.49737,0.0117174
7,1.5083463,1.588639,"('insensitive', 'sensitive')",1.5083463,1.588639,0.0802927
8,-0.53550327,-0.56497854,"('unaffectionate', 'affectionate')",-0.5355033,-0.5649785,-0.0294752
9,0.11144695,0.17253715,"('unaffectionate', 'caring')",0.1114469,0.1725371,0.0610902
10,0.8666536,0.7937756,"('unsympathetic', 'sympathetic')",0.8666536,0.7937756,-0.072878
11,1.562654,1.5806872,"('unhelpful', 'helpful')",1.562654,1.5806872,0.0180332
12,-0.6908257,-0.6019047,"('unsupportive', 'supportive')",-0.6908257,-0.6019047,0.088921
13,0.95094866,0.8377667,"('impolite', 'polite')",0.9509487,0.8377667,-0.113182
14,1.7464476,1.6822494,"('antisocial', 'social')",1.7464476,1.6822494,-0.0641982
15,0.9978724,0.74613476,"('boring', 'funny')",0.9978724,0.7461348,-0.2517376
16,-0.50024366,-0.31601492,"('unpopular', 'popular')",-0.5002437,-0.3160149,0.1842288
17,-0.28477564,-0.14852585,"('nasty', 'nice')",-0.2847756,-0.1485258,0.1362498
18,-0.5576361,-0.5003788,"('disagreeable', 'welcoming')",-0.5576361,-0.5003788,0.0572573
19,-2.424376,-2.3240664,"('inhospitable', 'hospitable')",-2.424376,-2.3240664,0.1003096
20,0.47646883,0.42023623,"('rough', 'thoughtful')",0.4764688,0.4202362,-0.0562326
21,0.9100747,0.9353315,"('immoral', 'moral')",0.9100747,0.9353315,0.0252568
22,0.5666826,0.51216525,"('untrustworthy', 'trustworthy')",0.5666826,0.5121652,-0.0545174
23,3.7573009,3.803744,"('insincere', 'sincere')",3.7573009,3.8037441,0.0464432
24,0.29854983,0.28161886,"('dishonest', 'honest')",0.2985498,0.2816189,-0.0169309
25,-0.08162901,-0.09302856,"('egoistic', 'altruistic')",-0.081629,-0.0930286,-0.0113996
26,0.23065321,-0.0019760225,"('hardhearted', 'benevolent')",0.2306532,-0.001976,-0.2326292
27,0.19317275,0.16926229,"('hardhearted', 'softhearted')",0.1931728,0.1692623,-0.0239105
28,0.2332014,0.313541,"('disloyal', 'loyal')",0.2332014,0.313541,0.0803396
29,-0.25969723,-0.2887583,"('unfair', 'fair')",-0.2596972,-0.2887583,-0.0290611
30,1.2061158,0.9986348,"('intolerant', 'tolerant')",1.2061158,0.9986348,-0.207481
31,-2.12032,-2.0336423,"('evil', 'good')",-2.1203201,-2.0336423,0.0866778
32,0.9869903,0.8099902,"('unkind', 'kind')",0.9869903,0.8099902,-0.1770001
33,-0.49945217,-0.4875132,"('wrong', 'right')",-0.4994522,-0.4875132,0.011939
34,2.3536232,2.50195,"('mean', 'honorable')",2.3536232,2.50195,0.1483268
35,-1.8115608,-1.8795136,"('corrupt', 'incorrupt')",-1.8115608,-1.8795136,-0.0679528
36,-1.3982661,-1.3087412,"('hostile', 'amicable')",-1.3982661,-1.3087412,0.0895249
37,0.11510272,0.043028552,"('fake', 'genuine')",0.1151027,0.0430286,-0.0720741
38,-0.047928073,-0.13273625,"('untruthful', 'truthful')",-0.0479281,-0.1327363,-0.0848082
39,0.40732068,0.5038178,"('exploitative', 'cooperative')",0.4073207,0.5038178,0.0964971
40,-0.85948175,-0.77626854,"('stingy', 'generous')",-0.8594818,-0.7762685,0.0832133
41,0.54121923,0.47048146,"('unforgiving', 'forgiving')",0.5412192,0.4704815,-0.0707377
42,-0.6109908,-0.5806605,"('unreliable', 'reliable')",-0.6109908,-0.5806605,0.0303303
