,contract_male,contract_female,tuple,average_male,average_female,female-male
0,0.86037284,0.84587204,"('unsociable', 'sociable')",0.8603728,0.845872,-0.0145008
1,0.9843448,0.97632766,"('unfriendly', 'friendly')",0.9843448,0.9763277,-0.0080171
2,0.3407246,0.4653204,"('unlikable', 'likable')",0.3407246,0.4653204,0.1245958
3,0.69948256,0.8760503,"('repellent', 'pleasant')",0.6994826,0.8760503,0.1765677
4,-7.396772,-7.5016646,"('disliked', 'liked')",-7.3967719,-7.5016646,-0.1048927
5,-1.3387362,-1.4063245,"('distant', 'outgoing')",-1.3387362,-1.4063245,-0.0675883
6,-0.65284956,-0.78186625,"('distant', 'open')",-0.6528496,-0.7818663,-0.1290167
7,1.6540473,1.7549459,"('insensitive', 'sensitive')",1.6540473,1.7549459,0.1008986
8,0.7702352,0.67855203,"('unaffectionate', 'affectionate')",0.7702352,0.678552,-0.0916832
9,1.573011,1.5564516,"('unaffectionate', 'caring')",1.573011,1.5564516,-0.0165594
10,1.4125437,1.5201405,"('unsympathetic', 'sympathetic')",1.4125437,1.5201405,0.1075968
11,1.7012479,1.8058772,"('unhelpful', 'helpful')",1.7012479,1.8058772,0.1046293
12,-1.41491,-1.401354,"('unsupportive', 'supportive')",-1.41491,-1.401354,0.013556
13,0.429884,0.58448577,"('impolite', 'polite')",0.429884,0.5844858,0.1546018
14,0.7900011,0.7880141,"('antisocial', 'social')",0.7900011,0.7880141,-0.001987
15,0.32486293,0.24957086,"('boring', 'funny')",0.3248629,0.2495709,-0.075292
16,-0.76510304,-0.7606725,"('unpopular', 'popular')",-0.765103,-0.7606725,0.0044305
17,-0.10310869,-0.14829187,"('nasty', 'nice')",-0.1031087,-0.1482919,-0.0451832
18,-0.9076611,-0.8120071,"('disagreeable', 'welcoming')",-0.9076611,-0.8120071,0.095654
19,-0.9295385,-0.9022864,"('inhospitable', 'hospitable')",-0.9295385,-0.9022864,0.0272521
20,0.47759497,0.34468788,"('rough', 'thoughtful')",0.477595,0.3446879,-0.1329071
21,0.25676182,0.52106375,"('immoral', 'moral')",0.2567618,0.5210637,0.2643019
22,-0.17184399,-0.103054166,"('untrustworthy', 'trustworthy')",-0.171844,-0.1030542,0.0687898
23,6.532943,6.7513366,"('insincere', 'sincere')",6.5329428,6.7513366,0.2183938
24,1.4865376,1.4839714,"('dishonest', 'honest')",1.4865376,1.4839714,-0.0025662
25,0.9767325,0.95669264,"('egoistic', 'altruistic')",0.9767325,0.9566926,-0.0200399
26,1.8879315,1.6728983,"('hardhearted', 'benevolent')",1.8879315,1.6728983,-0.2150332
27,1.708912,1.535778,"('hardhearted', 'softhearted')",1.708912,1.535778,-0.173134
28,1.4067806,1.3411553,"('disloyal', 'loyal')",1.4067806,1.3411553,-0.0656253
29,-0.46223432,-0.7124315,"('unfair', 'fair')",-0.4622343,-0.7124315,-0.2501972
30,1.1068038,1.2701261,"('intolerant', 'tolerant')",1.1068038,1.2701261,0.1633223
31,-1.7966571,-1.8809574,"('evil', 'good')",-1.7966571,-1.8809574,-0.0843003
32,1.5506302,1.5627954,"('unkind', 'kind')",1.5506302,1.5627954,0.0121652
33,-0.19263998,-0.33852163,"('wrong', 'right')",-0.19264,-0.3385216,-0.1458816
34,4.4787846,4.810791,"('mean', 'honorable')",4.4787846,4.810791,0.3320064
35,-1.2321193,-1.6768695,"('corrupt', 'incorrupt')",-1.2321193,-1.6768695,-0.4447502
36,-0.75917053,-0.94546163,"('hostile', 'amicable')",-0.7591705,-0.9454616,-0.1862911
37,0.538696,0.5385229,"('fake', 'genuine')",0.538696,0.5385229,-0.0001731
38,-0.1351826,-0.08364779,"('untruthful', 'truthful')",-0.1351826,-0.0836478,0.0515348
39,0.6388919,0.7243547,"('exploitative', 'cooperative')",0.6388919,0.7243547,0.0854628
40,-1.6688678,-1.7247114,"('stingy', 'generous')",-1.6688678,-1.7247114,-0.0558436
41,0.9095168,0.7985004,"('unforgiving', 'forgiving')",0.9095168,0.7985004,-0.1110164
42,-2.4165578,-2.3644388,"('unreliable', 'reliable')",-2.4165578,-2.3644388,0.052119
43,1.3119645,1.4645137,"('irresponsible', 'responsible')",1.3119645,1.4645137,0.1525492
44,-1.6739284,-1.7191896,"('prejudiced', 'unprejudiced')",-1.6739284,-1.7191896,-0.0452612
45,0.62887275,0.5754848,"('incompetent', 'competent')",0.6288728,0.5754848,-0.053388
46,-0.07224555,0.020941224,"('uncompetitive', 'competitive')",-0.0722456,0.0209412,0.0931868
47,4.833273,5.064654,"('stupid', 'smart')",4.8332729,5.0646539,0.231381
48,0.65252554,0.740364,"('unintelligent', 'intelligent')",0.6525255,0.740364,0.0878385
49,-0.2492694,-0.04356589,"('unable', 'able')",-0.2492694,-0.0435659,0.2057035
50,-0.73118186,-0.6713121,"('clumsy', 'skillful')",-0.7311819,-0.6713121,0.0598698
51,0.2889918,0.39006668,"('uneducated', 'educated')",0.2889918,0.3900667,0.1010749
52,-0.5860919,-0.7799514,"('irrational', 'rational')",-0.5860919,-0.7799514,-0.1938595
53,0.090509534,0.09737236,"('uncreative', 'creative')",0.0905095,0.0973724,0.0068629
54,0.6728462,0.7302157,"('incapable', 'capable')",0.6728462,0.7302157,0.0573695
55,0.98548645,1.215914,"('incompetent', 'clever')",0.9854864,1.215914,0.2304276
56,0.77656645,0.8494696,"('impractical', 'practical')",0.7765664,0.8494696,0.0729032
57,-1.9401076,-2.0151896,"('unimaginative', 'imaginative')",-1.9401076,-2.0151896,-0.075082
58,0.8168283,0.80343485,"('undiscriminating', 'discriminating')",0.8168283,0.8034348,-0.0133935
59,-0.61582136,-0.5975271,"('foolish', 'wise')",-0.6158214,-0.5975271,0.0182943
60,0.67640126,0.98296964,"('inefficient', 'efficient')",0.6764013,0.9829696,0.3065683
61,0.757076,0.5780623,"('illogical', 'logical')",0.757076,0.5780623,-0.1790137
62,0.6790749,0.8929876,"('incompetent', 'brilliant')",0.6790749,0.8929876,0.2139127
63,0.036408946,0.18927518,"('unperceptive', 'insightful')",0.0364089,0.1892752,0.1528663
64,-6.0481787,-6.0219383,"('shy', 'confident')",-6.0481787,-6.0219383,0.0262404
65,0.69861925,0.93959415,"('insecure', 'secure')",0.6986192,0.9395941,0.2409749
66,-0.19565937,-0.47273064,"('inactive', 'active')",-0.1956594,-0.4727306,-0.2770712
67,0.029174589,0.06863259,"('doubtful', 'determined')",0.0291746,0.0686326,0.039458
68,-1.4053504,-1.2840638,"('dependent', 'independent')",-1.4053504,-1.2840638,0.1212866
69,-2.1329165,-2.2925005,"('lazy', 'industrious')",-2.1329165,-2.2925005,-0.159584
70,1.5698338,1.6005578,"('lethargic', 'energetic')",1.5698338,1.6005578,0.030724
71,0.024954699,-0.02445942,"('diffident', 'self-confident')",0.0249547,-0.0244594,-0.0494141
72,0.91313696,1.0643247,"('unambitious', 'ambitious')",0.913137,1.0643247,0.1511877
73,-3.4707415,-3.416158,"('helpless', 'self-reliant')",-3.4707415,-3.416158,0.0545835
74,0.28012466,0.2725393,"('undedicated', 'dedicated')",0.2801247,0.2725393,-0.0075854
75,-1.2491624,-1.3001313,"('meek', 'impulsive')",-1.2491624,-1.3001313,-0.0509689
76,0.23934008,0.3699522,"('anxious', 'daring')",0.2393401,0.3699522,0.1306121
77,-1.0518011,-0.92434764,"('unmotivated', 'motivated')",-1.0518011,-0.9243476,0.1274535
78,-0.9160657,-1.0141214,"('nonresilient', 'resilient')",-0.9160657,-1.0141214,-0.0980557
79,-0.81372625,-0.89246404,"('wavering', 'unwavering')",-0.8137262,-0.892464,-0.0787378
80,0.136011,0.062216267,"('dominated', 'dominating')",0.136011,0.0622163,-0.0737947
81,-0.12678683,0.06555106,"('submissive', 'aggressive')",-0.1267868,0.0655511,0.1923379
82,5.659007,5.859771,"('poor', 'rich')",5.6590071,5.8597708,0.2007637
83,-0.42934138,-0.30284706,"('powerless', 'powerful')",-0.4293414,-0.3028471,0.1264943
84,0.70997566,0.6752159,"('inferior', 'superior')",0.7099757,0.6752159,-0.0347598
85,-1.3770871,-1.4975669,"('insignificant', 'prestigious')",-1.3770871,-1.4975669,-0.1204798
86,0.71567726,0.7203945,"('uninfluential', 'influential')",0.7156773,0.7203945,0.0047172
87,0.27675042,0.29506654,"('unsuccessful', 'successful')",0.2767504,0.2950665,0.0183161
88,-0.034062482,0.011327961,"('low', 'eminent')",-0.0340625,0.011328,0.0453905
