,dish_male,dish_female,tuple,network_male,network_female,corporation_male,corporation_female,average_male,average_female,female-male
0,-0.8900489,-0.93341345,"('unsociable', 'sociable')",-0.7097604,-0.73150635,0.5665654,0.45138073,-0.3444147,-0.404513,-0.0600983
1,0.87152374,0.91809803,"('unfriendly', 'friendly')",-0.41821492,-0.53747845,-0.46925515,-0.4933509,-0.0053154,-0.0375771,-0.0322617
2,0.24608594,0.32133505,"('unlikable', 'likable')",0.21148139,0.20893568,2.1839533,2.199161,0.8805068,0.9098105,0.0293037
3,-1.2183506,-1.1006708,"('repellent', 'pleasant')",-0.85748076,-0.653449,0.35544187,0.495107,-0.5734632,-0.419671,0.1537922
4,-0.076756254,-0.05502783,"('disliked', 'liked')",-0.40888286,-0.34592012,-1.1618575,-1.2598296,-0.5491655,-0.5535925,-0.004427
5,-0.08387677,-0.09365023,"('distant', 'outgoing')",-0.39269918,-0.48153466,-1.5506482,-1.3556483,-0.6757414,-0.643611,0.0321304
6,0.112126246,0.1709441,"('distant', 'open')",-0.7302881,-0.81015384,-2.000035,-1.8210969,-0.8727323,-0.8201022,0.0526301
7,-0.24551871,-0.14977297,"('insensitive', 'sensitive')",-1.0210711,-0.8113061,0.94015926,1.0877477,-0.1088102,0.0422229,0.1510331
8,0.59918976,0.5679075,"('unaffectionate', 'affectionate')",-0.37768617,-0.6411852,-0.13667986,-0.2443342,0.0282746,-0.1058706,-0.1341452
9,1.1143832,1.1298581,"('unaffectionate', 'caring')",-0.17659631,-0.26989964,0.7731631,0.80309016,0.5703167,0.5543496,-0.0159671
10,-1.0617244,-1.0391846,"('unsympathetic', 'sympathetic')",-2.1008902,-1.8615662,0.10006302,0.12285881,-1.0208505,-0.925964,0.0948865
11,-0.8664504,-0.88711536,"('unhelpful', 'helpful')",-0.74729663,-0.65003836,1.0070467,0.9560565,-0.2022335,-0.1936991,0.0085344
12,0.65460145,0.80463505,"('unsupportive', 'supportive')",-0.5900191,-0.39711297,0.9830175,1.1264032,0.3491999,0.5113084,0.1621085
13,-0.6975751,-0.79974234,"('impolite', 'polite')",-0.45699218,-0.4544624,0.28921497,0.20090705,-0.2884508,-0.3510993,-0.0626485
