,pig_male,pig_female,tuple,average_male,average_female,female-male
0,-0.43797505,-0.36301994,"('unsociable', 'sociable')",-0.437975,-0.3630199,0.0749551
1,1.2327704,1.1150442,"('unfriendly', 'friendly')",1.2327704,1.1150442,-0.1177262
2,-0.20737347,-0.16637388,"('unlikable', 'likable')",-0.2073735,-0.1663739,0.0409996
3,0.56239,0.6105685,"('repellent', 'pleasant')",0.56239,0.6105685,0.0481785
4,-7.2285166,-7.4255557,"('disliked', 'liked')",-7.2285166,-7.4255557,-0.1970391
5,-0.4136175,-0.50198436,"('distant', 'outgoing')",-0.4136175,-0.5019844,-0.0883669
6,0.2861075,0.08680624,"('distant', 'open')",0.2861075,0.0868062,-0.1993013
7,0.53924745,0.67517686,"('insensitive', 'sensitive')",0.5392475,0.6751769,0.1359294
8,1.1125998,0.91811705,"('unaffectionate', 'affectionate')",1.1125998,0.918117,-0.1944828
9,1.2126812,1.1808918,"('unaffectionate', 'caring')",1.2126812,1.1808918,-0.0317894
10,0.63915735,0.8036559,"('unsympathetic', 'sympathetic')",0.6391574,0.8036559,0.1644985
11,1.0049504,1.1407003,"('unhelpful', 'helpful')",1.0049504,1.1407003,0.1357499
12,-2.1393309,-2.115243,"('unsupportive', 'supportive')",-2.1393309,-2.115243,0.0240879
13,-0.6649708,-0.48134983,"('impolite', 'polite')",-0.6649708,-0.4813498,0.183621
14,-0.02937361,0.08016231,"('antisocial', 'social')",-0.0293736,0.0801623,0.1095359
15,-0.0240684,-0.10542773,"('boring', 'funny')",-0.0240684,-0.1054277,-0.0813593
16,-0.67441595,-0.747992,"('unpopular', 'popular')",-0.6744159,-0.747992,-0.0735761
17,-0.107427485,-0.08192732,"('nasty', 'nice')",-0.1074275,-0.0819273,0.0255002
18,-0.37601268,-0.3887145,"('disagreeable', 'welcoming')",-0.3760127,-0.3887145,-0.0127018
19,-0.61847556,-0.77078104,"('inhospitable', 'hospitable')",-0.6184756,-0.770781,-0.1523054
20,0.777848,0.7855406,"('rough', 'thoughtful')",0.777848,0.7855406,0.0076926
21,-0.72336215,-0.51347655,"('immoral', 'moral')",-0.7233621,-0.5134766,0.2098855
22,-0.4610203,-0.39317185,"('untrustworthy', 'trustworthy')",-0.4610203,-0.3931718,0.0678485
23,5.8499284,5.978081,"('insincere', 'sincere')",5.8499284,5.9780812,0.1281528
24,1.2915195,1.2370304,"('dishonest', 'honest')",1.2915195,1.2370304,-0.0544891
25,0.9623645,0.80942047,"('egoistic', 'altruistic')",0.9623645,0.8094205,-0.152944
26,0.871489,0.7682466,"('hardhearted', 'benevolent')",0.871489,0.7682466,-0.1032424
27,1.6684295,1.4732242,"('hardhearted', 'softhearted')",1.6684295,1.4732242,-0.1952053
28,1.0175825,0.99158996,"('disloyal', 'loyal')",1.0175825,0.99159,-0.0259925
29,-0.49985573,-0.59901947,"('unfair', 'fair')",-0.4998557,-0.5990195,-0.0991638
30,0.637228,0.7412753,"('intolerant', 'tolerant')",0.637228,0.7412753,0.1040473
31,-0.97639954,-1.196621,"('evil', 'good')",-0.9763995,-1.1966209,-0.2202214
32,0.628291,0.61939543,"('unkind', 'kind')",0.628291,0.6193954,-0.0088956
33,-0.56932193,-0.6056506,"('wrong', 'right')",-0.5693219,-0.6056506,-0.0363287
34,4.2659745,4.4107785,"('mean', 'honorable')",4.2659745,4.4107785,0.144804
35,-0.4528916,-0.76984376,"('corrupt', 'incorrupt')",-0.4528916,-0.7698438,-0.3169522
36,-0.44134483,-0.6706427,"('hostile', 'amicable')",-0.4413448,-0.6706427,-0.2292979
37,0.70225614,0.69416046,"('fake', 'genuine')",0.7022561,0.6941605,-0.0080956
38,-0.63905954,-0.5774255,"('untruthful', 'truthful')",-0.6390595,-0.5774255,0.061634
39,0.28919503,0.3922698,"('exploitative', 'cooperative')",0.289195,0.3922698,0.1030748
40,-1.2813793,-1.4385934,"('stingy', 'generous')",-1.2813793,-1.4385934,-0.1572141
41,-0.10831402,-0.0713878,"('unforgiving', 'forgiving')",-0.108314,-0.0713878,0.0369262
42,-2.300615,-2.271236,"('unreliable', 'reliable')",-2.3006151,-2.2712359,0.0293792
43,0.4832471,0.6430305,"('irresponsible', 'responsible')",0.4832471,0.6430305,0.1597834
44,-0.7687042,-0.7040607,"('prejudiced', 'unprejudiced')",-0.7687042,-0.7040607,0.0646435
45,-0.36091653,-0.31996,"('incompetent', 'competent')",-0.3609165,-0.31996,0.0409565
46,-0.8489473,-0.7124757,"('uncompetitive', 'competitive')",-0.8489473,-0.7124757,0.1364716
47,4.8493505,5.0409746,"('stupid', 'smart')",4.8493505,5.0409746,0.1916241
48,0.09995511,0.14299732,"('unintelligent', 'intelligent')",0.0999551,0.1429973,0.0430422
49,-0.051085226,-0.03789415,"('unable', 'able')",-0.0510852,-0.0378941,0.0131911
50,-0.5833205,-0.6811544,"('clumsy', 'skillful')",-0.5833205,-0.6811544,-0.0978339
51,0.0597695,0.09677941,"('uneducated', 'educated')",0.0597695,0.0967794,0.0370099
52,-0.1800378,-0.39125097,"('irrational', 'rational')",-0.1800378,-0.391251,-0.2112132
53,-0.1692123,-0.27537435,"('uncreative', 'creative')",-0.1692123,-0.2753744,-0.1061621
54,0.77333874,0.81356853,"('incapable', 'capable')",0.7733387,0.8135685,0.0402298
55,0.46615914,0.5893055,"('incompetent', 'clever')",0.4661591,0.5893055,0.1231464
56,0.046811737,0.17909539,"('impractical', 'practical')",0.0468117,0.1790954,0.1322837
57,-2.7936904,-2.7198794,"('unimaginative', 'imaginative')",-2.7936904,-2.7198794,0.073811
58,0.13314347,0.09895709,"('undiscriminating', 'discriminating')",0.1331435,0.0989571,-0.0341864
59,-0.26709768,-0.3364867,"('foolish', 'wise')",-0.2670977,-0.3364867,-0.069389
60,-0.110256106,0.24458376,"('inefficient', 'efficient')",-0.1102561,0.2445838,0.3548399
61,0.08590333,0.00580173,"('illogical', 'logical')",0.0859033,0.0058017,-0.0801016
62,-0.0905889,0.11763862,"('incompetent', 'brilliant')",-0.0905889,0.1176386,0.2082275
63,-0.6562652,-0.5412237,"('unperceptive', 'insightful')",-0.6562652,-0.5412237,0.1150415
64,-6.4689755,-6.33158,"('shy', 'confident')",-6.4689755,-6.3315802,0.1373953
65,0.058028415,0.25002477,"('insecure', 'secure')",0.0580284,0.2500248,0.1919964
66,0.02260463,-0.10716736,"('inactive', 'active')",0.0226046,-0.1071674,-0.129772
67,-0.52373385,-0.41185185,"('doubtful', 'determined')",-0.5237339,-0.4118519,0.111882
68,-0.9619389,-0.96602553,"('dependent', 'independent')",-0.9619389,-0.9660255,-0.0040866
69,-1.9531468,-2.0627286,"('lazy', 'industrious')",-1.9531468,-2.0627286,-0.1095818
70,0.87877935,0.969511,"('lethargic', 'energetic')",0.8787794,0.969511,0.0907316
71,0.48349914,0.4952933,"('diffident', 'self-confident')",0.4834991,0.4952933,0.0117942
72,0.58382225,0.7466433,"('unambitious', 'ambitious')",0.5838223,0.7466433,0.162821
73,-3.0095472,-3.0415552,"('helpless', 'self-reliant')",-3.0095472,-3.0415552,-0.032008
74,-0.092153795,-0.14321215,"('undedicated', 'dedicated')",-0.0921538,-0.1432122,-0.0510584
75,-0.53655773,-0.53727776,"('meek', 'impulsive')",-0.5365577,-0.5372778,-0.0007201
