,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.73453045,-0.81683624,"('unsociable', 'sociable')",-0.06747692,-0.108208306,-0.4010037,-0.4625223,-0.0615186
1,-0.89879227,-1.0877901,"('unfriendly', 'friendly')",2.0574687,1.8046002,0.5793382,0.3584051,-0.2209331
2,0.481853,0.5273903,"('unlikable', 'likable')",0.5092016,0.52752745,0.4955273,0.5274589,0.0319316
3,-0.4926045,-0.32173818,"('repellent', 'pleasant')",-0.2637671,-0.22549483,-0.3781858,-0.2736165,0.1045693
4,0.44759318,0.452376,"('disliked', 'liked')",-4.0164056,-4.036645,-1.7844062,-1.7921345,-0.0077283
5,-0.7559106,-0.87841755,"('distant', 'outgoing')",0.12003418,0.00041624904,-0.3179382,-0.4390007,-0.1210625
6,-0.6982703,-0.75815433,"('distant', 'open')",0.13066477,-0.023023129,-0.2838028,-0.3905887,-0.1067859
7,0.36328238,0.45030016,"('insensitive', 'sensitive')",0.9393907,0.98348683,0.6513366,0.7168935,0.0655569
8,-0.99294484,-1.0767852,"('unaffectionate', 'affectionate')",0.82989067,0.5675703,-0.0815271,-0.2546074,-0.1730803
9,-1.0412499,-1.0868869,"('unaffectionate', 'caring')",1.3373067,1.1553074,0.1480284,0.0342103,-0.1138181
10,-0.6942656,-0.56482434,"('unsympathetic', 'sympathetic')",-0.08816222,-0.034890763,-0.3912139,-0.2998576,0.0913563
11,-1.1005888,-1.0364764,"('unhelpful', 'helpful')",1.2842065,1.299626,0.0918089,0.1315748,0.0397659
12,-0.43857133,-0.38017297,"('unsupportive', 'supportive')",-0.56676626,-0.51717347,-0.5026688,-0.4486732,0.0539956
13,-0.66171414,-0.65667135,"('impolite', 'polite')",-0.29833323,-0.18974271,-0.4800237,-0.423207,0.0568167
14,0.61915123,0.7072087,"('antisocial', 'social')",0.8785896,1.0300413,0.7488704,0.868625,0.1197546
15,-0.08649035,-0.15512481,"('boring', 'funny')",0.13067278,0.09898694,0.0220912,-0.0280689,-0.0501601
