,severity_male,severity_female,tuple,average_male,average_female,female-male
0,0.5319401,0.48196194,"('unsociable', 'sociable')",0.5319401,0.4819619,-0.0499782
1,1.0588471,1.1090554,"('unfriendly', 'friendly')",1.0588471,1.1090554,0.0502083
2,0.7083891,0.8363075,"('unlikable', 'likable')",0.7083891,0.8363075,0.1279184
3,1.2518435,1.4252307,"('repellent', 'pleasant')",1.2518435,1.4252307,0.1733872
4,-6.8846693,-6.8707695,"('disliked', 'liked')",-6.8846693,-6.8707695,0.0138998
5,-0.3537427,-0.20423594,"('distant', 'outgoing')",-0.3537427,-0.2042359,0.1495068
6,-0.22611463,-0.070366904,"('distant', 'open')",-0.2261146,-0.0703669,0.1557477
7,1.6595926,1.7188307,"('insensitive', 'sensitive')",1.6595926,1.7188307,0.0592381
8,0.66416496,0.6681112,"('unaffectionate', 'affectionate')",0.664165,0.6681112,0.0039462
9,1.1174649,1.2008216,"('unaffectionate', 'caring')",1.1174649,1.2008216,0.0833567
10,1.8376406,1.8646675,"('unsympathetic', 'sympathetic')",1.8376406,1.8646675,0.0270269
11,2.241518,2.2487745,"('unhelpful', 'helpful')",2.241518,2.2487745,0.0072565
12,-0.7581365,-0.7026152,"('unsupportive', 'supportive')",-0.7581365,-0.7026152,0.0555213
13,0.67776906,0.63230956,"('impolite', 'polite')",0.6777691,0.6323096,-0.0454595
14,0.64077574,0.5140639,"('antisocial', 'social')",0.6407757,0.5140639,-0.1267118
15,0.05557777,0.09977599,"('boring', 'funny')",0.0555778,0.099776,0.0441982
16,-0.62567407,-0.45856827,"('unpopular', 'popular')",-0.6256741,-0.4585683,0.1671058
17,-0.0011710972,-0.018221736,"('nasty', 'nice')",-0.0011711,-0.0182217,-0.0170506
18,-0.10114598,-0.10028553,"('disagreeable', 'welcoming')",-0.101146,-0.1002855,0.0008605
19,-0.43999058,-0.33370703,"('inhospitable', 'hospitable')",-0.4399906,-0.333707,0.1062836
20,0.7880108,0.7363995,"('rough', 'thoughtful')",0.7880108,0.7363995,-0.0516113
21,0.7450432,0.79564357,"('immoral', 'moral')",0.7450432,0.7956436,0.0506004
22,0.38347173,0.3032142,"('untrustworthy', 'trustworthy')",0.3834717,0.3032142,-0.0802575
23,6.7361927,6.842339,"('insincere', 'sincere')",6.7361927,6.842339,0.1061463
24,2.3158855,2.3798025,"('dishonest', 'honest')",2.3158855,2.3798025,0.063917
25,0.23929112,0.18457681,"('egoistic', 'altruistic')",0.2392911,0.1845768,-0.0547143
26,-0.1765428,-0.20037997,"('hardhearted', 'benevolent')",-0.1765428,-0.20038,-0.0238372
27,1.3549008,1.2668524,"('hardhearted', 'softhearted')",1.3549008,1.2668524,-0.0880484
28,1.2295702,1.30737,"('disloyal', 'loyal')",1.2295702,1.3073699,0.0777997
