,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.5458249,-0.6482251,"('unsociable', 'sociable')",-0.5458249,-0.6482251,-0.1024002
1,-0.017174818,0.17164172,"('unfriendly', 'friendly')",-0.0171748,0.1716417,0.1888165
2,-0.22999488,-0.02095801,"('unlikable', 'likable')",-0.2299949,-0.020958,0.2090369
3,-0.8896859,-0.57796013,"('repellent', 'pleasant')",-0.8896859,-0.5779601,0.3117258
4,-1.458219,-1.3428564,"('disliked', 'liked')",-1.4582191,-1.3428564,0.1153627
5,0.37235978,0.44848615,"('distant', 'outgoing')",0.3723598,0.4484861,0.0761263
6,0.5644395,0.573112,"('distant', 'open')",0.5644395,0.573112,0.0086725
7,-0.26656348,-0.06470961,"('insensitive', 'sensitive')",-0.2665635,-0.0647096,0.2018539
8,-0.19878598,-0.3471327,"('unaffectionate', 'affectionate')",-0.198786,-0.3471327,-0.1483467
9,-0.47262132,-0.41882306,"('unaffectionate', 'caring')",-0.4726213,-0.4188231,0.0537982
10,-1.8621202,-1.9475521,"('unsympathetic', 'sympathetic')",-1.8621202,-1.9475521,-0.0854319
11,-0.7913788,-0.5947139,"('unhelpful', 'helpful')",-0.7913788,-0.5947139,0.1966649
12,-1.3207911,-1.2160109,"('unsupportive', 'supportive')",-1.3207911,-1.2160109,0.1047802
13,-0.86133385,-0.8628288,"('impolite', 'polite')",-0.8613338,-0.8628288,-0.001495
14,-0.557841,-0.56484485,"('antisocial', 'social')",-0.557841,-0.5648448,-0.0070038
15,-0.33005282,-0.38027394,"('boring', 'funny')",-0.3300528,-0.3802739,-0.0502211
16,0.21294147,0.38993162,"('unpopular', 'popular')",0.2129415,0.3899316,0.1769901
17,-1.3136758,-1.2680689,"('nasty', 'nice')",-1.3136758,-1.2680689,0.0456069
18,-0.5716644,-0.26589954,"('disagreeable', 'welcoming')",-0.5716644,-0.2658995,0.3057649
19,-0.6209055,-0.4736357,"('inhospitable', 'hospitable')",-0.6209055,-0.4736357,0.1472698
20,0.08014017,0.119724184,"('rough', 'thoughtful')",0.0801402,0.1197242,0.039584
21,-1.0698909,-0.90394104,"('immoral', 'moral')",-1.0698909,-0.903941,0.1659499
22,-0.12932211,-0.02573462,"('untrustworthy', 'trustworthy')",-0.1293221,-0.0257346,0.1035875
23,0.45341828,0.6528068,"('insincere', 'sincere')",0.4534183,0.6528068,0.1993885
24,-0.4753846,-0.48857716,"('dishonest', 'honest')",-0.4753846,-0.4885772,-0.0131926
25,0.78595936,0.7920452,"('egoistic', 'altruistic')",0.7859594,0.7920452,0.0060858
26,1.4309781,1.179395,"('hardhearted', 'benevolent')",1.4309781,1.179395,-0.2515831
27,0.42481235,0.29323396,"('hardhearted', 'softhearted')",0.4248123,0.293234,-0.1315783
28,-0.3043665,-0.4871781,"('disloyal', 'loyal')",-0.3043665,-0.4871781,-0.1828116
29,0.18121761,0.095693864,"('unfair', 'fair')",0.1812176,0.0956939,-0.0855237
30,-1.2008318,-1.1265011,"('intolerant', 'tolerant')",-1.2008318,-1.1265011,0.0743307
31,-0.66987884,-0.5919033,"('evil', 'good')",-0.6698788,-0.5919033,0.0779755
32,-0.18315352,-0.21342589,"('unkind', 'kind')",-0.1831535,-0.2134259,-0.0302724
33,0.3718081,0.36163926,"('wrong', 'right')",0.3718081,0.3616393,-0.0101688
34,0.6378804,0.9301325,"('mean', 'honorable')",0.6378804,0.9301325,0.2922521
35,1.317515,1.1248972,"('corrupt', 'incorrupt')",1.317515,1.1248972,-0.1926178
36,-0.036987904,-0.17019996,"('hostile', 'amicable')",-0.0369879,-0.1702,-0.1332121
37,-0.2367751,-0.24269246,"('fake', 'genuine')",-0.2367751,-0.2426925,-0.0059174
38,-0.057450462,0.054199155,"('untruthful', 'truthful')",-0.0574505,0.0541992,0.1116497
