,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.24173525,-0.5781178,"('unsociable', 'sociable')",-0.2417352,-0.5781178,-0.3363826
1,1.4872855,1.5983202,"('unfriendly', 'friendly')",1.4872855,1.5983202,0.1110347
2,0.5176444,0.67799985,"('unlikable', 'likable')",0.5176444,0.6779999,0.1603555
3,0.5894723,0.58051485,"('repellent', 'pleasant')",0.5894723,0.5805148,-0.0089575
4,-7.122743,-7.2661567,"('disliked', 'liked')",-7.1227431,-7.2661567,-0.1434136
5,0.07869751,0.37929702,"('distant', 'outgoing')",0.0786975,0.379297,0.3005995
6,0.35952646,0.73259854,"('distant', 'open')",0.3595265,0.7325985,0.373072
7,0.09711003,0.11769344,"('insensitive', 'sensitive')",0.09711,0.1176934,0.0205834
8,1.4756604,1.6005512,"('unaffectionate', 'affectionate')",1.4756604,1.6005512,0.1248908
9,1.7896643,2.015083,"('unaffectionate', 'caring')",1.7896643,2.0150831,0.2254188
10,0.6035418,0.5788725,"('unsympathetic', 'sympathetic')",0.6035418,0.5788725,-0.0246693
11,1.7558533,1.840261,"('unhelpful', 'helpful')",1.7558533,1.840261,0.0844077
12,-1.7305956,-1.7969252,"('unsupportive', 'supportive')",-1.7305956,-1.7969252,-0.0663296
13,-0.13033882,-0.42645577,"('impolite', 'polite')",-0.1303388,-0.4264558,-0.296117
14,-0.6169897,-0.9672755,"('antisocial', 'social')",-0.6169897,-0.9672755,-0.3502858
15,0.40589947,0.36139882,"('boring', 'funny')",0.4058995,0.3613988,-0.0445007
16,-0.2860652,-0.16068688,"('unpopular', 'popular')",-0.2860652,-0.1606869,0.1253783
17,0.03022192,0.009306898,"('nasty', 'nice')",0.0302219,0.0093069,-0.020915
18,-0.57861865,-0.6899083,"('disagreeable', 'welcoming')",-0.5786186,-0.6899083,-0.1112897
19,-0.3466726,-0.045111433,"('inhospitable', 'hospitable')",-0.3466726,-0.0451114,0.3015612
20,0.48015302,0.36319155,"('rough', 'thoughtful')",0.480153,0.3631915,-0.1169615
21,-0.4075842,-0.35475808,"('immoral', 'moral')",-0.4075842,-0.3547581,0.0528261
22,-0.73427695,-0.7774388,"('untrustworthy', 'trustworthy')",-0.734277,-0.7774388,-0.0431618
23,6.154166,6.2670197,"('insincere', 'sincere')",6.1541662,6.2670197,0.1128535
24,1.6083367,1.6788956,"('dishonest', 'honest')",1.6083367,1.6788956,0.0705589
25,0.49704254,0.4283086,"('egoistic', 'altruistic')",0.4970425,0.4283086,-0.0687339
26,0.47184858,0.39516535,"('hardhearted', 'benevolent')",0.4718486,0.3951654,-0.0766832
27,1.6975975,1.6426613,"('hardhearted', 'softhearted')",1.6975975,1.6426613,-0.0549362
28,1.0694851,1.1868078,"('disloyal', 'loyal')",1.0694851,1.1868078,0.1173227
29,-0.30994183,-0.43099412,"('unfair', 'fair')",-0.3099418,-0.4309941,-0.1210523
30,0.3820751,0.24189417,"('intolerant', 'tolerant')",0.3820751,0.2418942,-0.1401809
31,-1.3865688,-1.2465491,"('evil', 'good')",-1.3865688,-1.2465491,0.1400197
32,1.1971321,1.0861646,"('unkind', 'kind')",1.1971321,1.0861646,-0.1109675
33,-0.23709661,-0.10697506,"('wrong', 'right')",-0.2370966,-0.1069751,0.1301215
34,4.8191123,5.182811,"('mean', 'honorable')",4.8191123,5.1828108,0.3636985
35,-0.6281128,-0.49605256,"('corrupt', 'incorrupt')",-0.6281128,-0.4960526,0.1320602
36,-0.38378307,-0.2151579,"('hostile', 'amicable')",-0.3837831,-0.2151579,0.1686252
37,0.7561315,0.72103935,"('fake', 'genuine')",0.7561315,0.7210394,-0.0350921
38,0.0443877,0.14819744,"('untruthful', 'truthful')",0.0443877,0.1481974,0.1038097
39,-0.19445996,-0.19415317,"('exploitative', 'cooperative')",-0.19446,-0.1941532,0.0003068
40,-1.9555602,-2.3024411,"('stingy', 'generous')",-1.9555602,-2.3024411,-0.3468809
41,0.026610801,-0.0029595364,"('unforgiving', 'forgiving')",0.0266108,-0.0029595,-0.0295703
42,-2.489011,-2.6861784,"('unreliable', 'reliable')",-2.489011,-2.6861784,-0.1971674
43,0.9195091,0.8995307,"('irresponsible', 'responsible')",0.9195091,0.8995307,-0.0199784
44,-1.0772214,-1.215194,"('prejudiced', 'unprejudiced')",-1.0772214,-1.215194,-0.1379726
45,-0.21002339,-0.25264898,"('incompetent', 'competent')",-0.2100234,-0.252649,-0.0426256
46,-1.0121236,-1.2251146,"('uncompetitive', 'competitive')",-1.0121236,-1.2251146,-0.212991
47,5.252113,5.59233,"('stupid', 'smart')",5.2521129,5.59233,0.3402171
48,0.29540056,0.17266494,"('unintelligent', 'intelligent')",0.2954006,0.1726649,-0.1227357
49,0.39919275,0.5789432,"('unable', 'able')",0.3991928,0.5789432,0.1797504
50,-0.06654597,0.012618782,"('clumsy', 'skillful')",-0.066546,0.0126188,0.0791648
51,0.23642802,0.089899525,"('uneducated', 'educated')",0.236428,0.0898995,-0.1465285
52,-0.094427064,0.071464956,"('irrational', 'rational')",-0.0944271,0.071465,0.1658921
