,zoetis_male,zoetis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.068806835,-0.021377267,"('unsociable', 'sociable')",-0.32115534,-0.51978445,-0.1261743,-0.2705809,-0.1444066
1,-0.74715567,-0.79187363,"('unfriendly', 'friendly')",1.2669256,0.9841271,0.259885,0.0961267,-0.1637583
2,0.6412588,0.68629825,"('unlikable', 'likable')",0.6542153,0.7319028,0.647737,0.7091005,0.0613635
3,-0.371688,-0.1812981,"('repellent', 'pleasant')",-0.25445122,-0.13980256,-0.3130696,-0.1605503,0.1525193
4,-0.77145034,-0.78243065,"('disliked', 'liked')",-5.7279396,-5.5876226,-3.2496951,-3.1850266,0.0646685
5,-1.8908777,-1.9000928,"('distant', 'outgoing')",-0.4576394,-0.5316629,-1.1742586,-1.2158779,-0.0416193
6,-2.2209961,-2.21719,"('distant', 'open')",-0.119891405,-0.2474697,-1.1704438,-1.2323298,-0.061886
7,0.14908645,0.31427526,"('insensitive', 'sensitive')",0.30700842,0.27447316,0.2280474,0.2943742,0.0663268
8,-0.87359166,-0.91432464,"('unaffectionate', 'affectionate')",0.24486206,0.06630188,-0.3143648,-0.4240114,-0.1096466
9,-0.8059683,-0.71415734,"('unaffectionate', 'caring')",0.7225547,0.6152617,-0.0417068,-0.0494478,-0.007741
10,-0.044289187,0.0996989,"('unsympathetic', 'sympathetic')",-0.26867297,-0.36042783,-0.1564811,-0.1303645,0.0261166
11,1.0038948,1.1189554,"('unhelpful', 'helpful')",2.015863,2.0054843,1.5098789,1.5622199,0.052341
12,0.92561024,1.1412721,"('unsupportive', 'supportive')",-1.6388508,-1.5887525,-0.3566203,-0.2237402,0.1328801
13,0.0061847083,-0.02930626,"('impolite', 'polite')",-0.12333602,-0.13122058,-0.0585757,-0.0802634,-0.0216877
14,0.92615587,0.9693566,"('antisocial', 'social')",-0.21899445,-0.22841708,0.3535807,0.3704697,0.016889
15,-0.77977926,-0.8867024,"('boring', 'funny')",0.6675984,0.6254014,-0.0560904,-0.1306505,-0.0745601
16,-1.7420301,-1.6268835,"('unpopular', 'popular')",0.42315775,0.47251272,-0.6594362,-0.5771854,0.0822508
17,0.058569886,0.20567767,"('nasty', 'nice')",-0.2612245,-0.21908702,-0.1013273,-0.0067047,0.0946226
18,0.28110898,0.40077382,"('disagreeable', 'welcoming')",-0.27837974,-0.3284216,0.0013646,0.0361761,0.0348115
19,-1.7801331,-1.7648039,"('inhospitable', 'hospitable')",-0.35098886,-0.40697825,-1.0655611,-1.085891,-0.0203299
20,0.64271706,0.6477658,"('rough', 'thoughtful')",1.1280437,1.0222628,0.8853804,0.8350143,-0.0503661
21,1.252017,1.2372894,"('immoral', 'moral')",-0.33324486,-0.36239633,0.4593861,0.4374465,-0.0219396
22,0.7579135,0.7482269,"('untrustworthy', 'trustworthy')",-0.831672,-0.9064748,-0.0368793,-0.079124,-0.0422447
23,0.9918704,1.0850973,"('insincere', 'sincere')",5.2520742,5.03425,3.1219723,3.0596735,-0.0622988
24,-0.43123728,-0.43687043,"('dishonest', 'honest')",0.5146007,0.40060642,0.0416817,-0.018132,-0.0598137
25,-0.6216093,-0.6810924,"('egoistic', 'altruistic')",1.1107653,1.0048827,0.244578,0.1618952,-0.0826828
26,0.32656118,0.17878348,"('hardhearted', 'benevolent')",1.5408946,1.3325174,0.9337279,0.7556504,-0.1780775
27,0.8194834,1.0257851,"('hardhearted', 'softhearted')",1.1774328,1.0634347,0.9984581,1.0446099,0.0461518
28,-0.034884088,-0.059487868,"('disloyal', 'loyal')",0.7089674,0.54803705,0.3370416,0.2442746,-0.092767
29,-0.7962688,-0.8436202,"('unfair', 'fair')",-0.8461524,-1.0280039,-0.8212106,-0.9358121,-0.1146015
30,1.2972535,1.3036737,"('intolerant', 'tolerant')",1.8830045,1.781163,1.590129,1.5424184,-0.0477106
31,-1.77597,-1.7449954,"('evil', 'good')",-1.237517,-1.3456136,-1.5067434,-1.5453045,-0.0385611
32,0.5864037,0.6187463,"('unkind', 'kind')",1.0805216,0.8981901,0.8334627,0.7584682,-0.0749945
33,-0.48305404,-0.50259346,"('wrong', 'right')",-0.5498215,-0.59495175,-0.5164378,-0.5487726,-0.0323348
34,-0.11666485,-0.0009271838,"('mean', 'honorable')",5.7252035,5.694308,2.8042693,2.8466904,0.0424211
35,-0.94311655,-1.0107281,"('corrupt', 'incorrupt')",-0.32991585,-0.4096372,-0.6365162,-0.7101827,-0.0736665
36,-2.004601,-2.0276098,"('hostile', 'amicable')",0.058113046,-0.10557846,-0.973244,-1.0665941,-0.0933501
37,0.4398442,0.4564332,"('fake', 'genuine')",0.14889666,0.086673975,0.2943704,0.2715536,-0.0228168
38,0.02067985,0.13299355,"('untruthful', 'truthful')",0.25133651,0.29234007,0.1360082,0.2126668,0.0766586
39,0.45616478,0.54208267,"('exploitative', 'cooperative')",0.28374907,0.22639981,0.3699569,0.3842412,0.0142843
40,0.26758412,0.31354973,"('stingy', 'generous')",-1.5766642,-1.6222758,-0.6545401,-0.654363,0.0001771
41,1.0249192,1.0854658,"('unforgiving', 'forgiving')",0.31189418,0.21848536,0.6684067,0.6519756,-0.0164311
42,0.7388554,0.83687073,"('unreliable', 'reliable')",-2.6971424,-2.6145651,-0.9791435,-0.8888472,0.0902963
43,0.2357262,0.34482184,"('irresponsible', 'responsible')",0.43788144,0.30566132,0.3368038,0.3252416,-0.0115622
44,0.07722233,0.046653174,"('prejudiced', 'unprejudiced')",-1.1682404,-1.1433705,-0.545509,-0.5483587,-0.0028497
45,-0.08436887,0.01217139,"('incompetent', 'competent')",-0.031108188,-0.10840428,-0.0577385,-0.0481164,0.0096221
46,0.4358544,0.5960666,"('uncompetitive', 'competitive')",-0.48832393,-0.4346171,-0.0262348,0.0807247,0.1069595
47,-0.55481994,-0.50923115,"('stupid', 'smart')",5.0941277,4.988272,2.2696538,2.2395205,-0.0301333
48,1.1644789,1.1339977,"('unintelligent', 'intelligent')",1.0260541,0.9276282,1.0952666,1.030813,-0.0644536
49,0.02095513,0.25778317,"('unable', 'able')",0.24745294,0.3549927,0.134204,0.3063879,0.1721839
50,0.10361746,0.264818,"('clumsy', 'skillful')",0.09720946,0.08071831,0.1004135,0.1727682,0.0723547
51,-0.04656549,-0.16134758,"('uneducated', 'educated')",0.43059665,0.31012177,0.1920156,0.0743871,-0.1176285
52,-1.2212862,-1.3041608,"('irrational', 'rational')",-0.12863699,-0.29948694,-0.6749616,-0.8018239,-0.1268623
53,-1.4975034,-1.3257111,"('uncreative', 'creative')",0.5811247,0.48148394,-0.4581893,-0.4221136,0.0360757
54,-0.77268517,-0.8035341,"('incapable', 'capable')",1.1091365,1.0905961,0.1682256,0.143531,-0.0246946
55,1.289075,1.3380798,"('incompetent', 'clever')",0.14710023,0.12594613,0.7180876,0.732013,0.0139254
56,0.6420006,0.62736464,"('impractical', 'practical')",0.23966014,0.23355363,0.4408304,0.4304591,-0.0103713
57,-0.013436288,-0.011286773,"('unimaginative', 'imaginative')",-2.2951849,-2.3682587,-1.1543106,-1.1897727,-0.0354621
58,0.20169964,0.18662639,"('undiscriminating', 'discriminating')",0.051330622,-0.046432808,0.1265151,0.0700968,-0.0564183
59,-0.32574913,-0.29868338,"('foolish', 'wise')",0.3310264,0.28369865,0.0026386,-0.0074924,-0.010131
60,1.4834001,1.5888033,"('inefficient', 'efficient')",0.54699075,0.6350702,1.0151954,1.1119368,0.0967414
61,-0.32116464,-0.32961312,"('illogical', 'logical')",-0.10909601,-0.30545393,-0.2151303,-0.3175335,-0.1024032
62,0.99977744,1.2127681,"('incompetent', 'brilliant')",0.6360827,0.8216688,0.8179301,1.0172185,0.1992884
63,0.5363157,0.67704576,"('unperceptive', 'insightful')",1.0530427,1.0582352,0.7946792,0.8676405,0.0729613
64,-0.16778372,-0.26299107,"('shy', 'confident')",-5.8205533,-5.6548085,-2.9941685,-2.9588997,0.0352688
65,0.9605098,0.92697656,"('insecure', 'secure')",-0.1564682,-0.20901802,0.4020208,0.3589793,-0.0430415
66,-1.3507705,-1.3488436,"('inactive', 'active')",0.5408114,0.48465377,-0.4049795,-0.4320949,-0.0271154
67,0.36530375,0.27349585,"('doubtful', 'determined')",-0.08461303,-0.10850385,0.1403454,0.082496,-0.0578494
68,-0.12904711,-0.12294861,"('dependent', 'independent')",-0.34521812,-0.37373775,-0.2371326,-0.2483432,-0.0112106
69,-0.6420176,-0.6041324,"('lazy', 'industrious')",-0.048464023,0.0011772942,-0.3452408,-0.3014776,0.0437632
70,0.45853183,0.5749646,"('lethargic', 'energetic')",0.53945893,0.58044153,0.4989954,0.5777031,0.0787077
71,-0.90684676,-0.85384023,"('diffident', 'self-confident')",0.36164486,0.3512474,-0.2726009,-0.2512964,0.0213045
72,0.29659888,0.29396182,"('unambitious', 'ambitious')",-0.9299386,-0.9221827,-0.3166699,-0.3141104,0.0025595
73,0.3800044,0.3616171,"('helpless', 'self-reliant')",-3.0060546,-2.9182038,-1.3130251,-1.2782934,0.0347317
74,0.7868937,0.8599989,"('undedicated', 'dedicated')",-0.01534977,-0.15482464,0.385772,0.3525871,-0.0331849
75,0.23702106,0.20365676,"('meek', 'impulsive')",-0.32062766,-0.22095358,-0.0418033,-0.0086484,0.0331549
76,1.4723048,1.5652419,"('anxious', 'daring')",0.5312091,0.58764666,1.0017569,1.0764443,0.0746874
77,-0.29375818,-0.24439752,"('unmotivated', 'motivated')",-0.7125378,-0.6325614,-0.503148,-0.4384795,0.0646685
78,0.4634828,0.5978699,"('nonresilient', 'resilient')",0.32539704,0.43485814,0.3944399,0.516364,0.1219241
79,-1.1120002,-1.127548,"('wavering', 'unwavering')",-0.052034013,-0.056890287,-0.5820171,-0.5922191,-0.010202
80,0.66839,0.6504137,"('dominated', 'dominating')",-1.21439,-1.1116288,-0.273,-0.2306075,0.0423925
81,1.2759079,1.0589757,"('submissive', 'aggressive')",-0.031411268,0.036650103,0.6222483,0.5478129,-0.0744354
82,-0.6324065,-0.6169504,"('poor', 'rich')",5.6395516,5.5636444,2.5035725,2.4733469,-0.0302256
83,-0.11038298,-0.19506754,"('powerless', 'powerful')",-0.8030319,-0.8772957,-0.4567074,-0.5361816,-0.0794742
84,0.17797434,0.08450384,"('inferior', 'superior')",1.1000037,1.098751,0.638989,0.5916274,-0.0473616
85,-0.5624411,-0.5803795,"('insignificant', 'prestigious')",0.4598665,0.35237175,-0.0512873,-0.1140039,-0.0627166
86,-0.32785338,-0.40090084,"('uninfluential', 'influential')",-0.33013606,-0.47201583,-0.3289947,-0.4364583,-0.1074636
87,-0.59806496,-0.60929537,"('unsuccessful', 'successful')",0.75939566,0.79532844,0.0806653,0.0930165,0.0123512
88,-0.51485753,-0.6270939,"('low', 'eminent')",0.533306,0.43992656,0.0092242,-0.0935837,-0.1028079
