,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6848848,-0.82455987,"('unsociable', 'sociable')",-0.33636338,-0.44758934,-0.5106241,-0.6360746,-0.1254505
1,-0.6801788,-0.60452425,"('unfriendly', 'friendly')",1.9287057,1.8226036,0.6242634,0.6090397,-0.0152237
2,0.87198454,0.9524751,"('unlikable', 'likable')",0.7940214,0.89146507,0.833003,0.9219701,0.0889671
3,-0.8238024,-0.7231484,"('repellent', 'pleasant')",-0.27892134,-0.27344093,-0.5513619,-0.4982947,0.0530672
4,0.4477465,0.49840108,"('disliked', 'liked')",-5.6097283,-5.669355,-2.580991,-2.5854769,-0.0044859
5,0.14251328,0.23965047,"('distant', 'outgoing')",-0.052597735,-0.054848697,0.0449578,0.0924009,0.0474431
6,-0.28819683,-0.1490649,"('distant', 'open')",0.33712423,0.2971016,0.0244637,0.0740183,0.0495546
7,-0.6986438,-0.7217679,"('insensitive', 'sensitive')",0.16127859,0.18198149,-0.2686826,-0.2698932,-0.0012106
8,-0.84831923,-0.81396097,"('unaffectionate', 'affectionate')",0.86500174,0.80221593,0.0083413,-0.0058725,-0.0142138
9,-0.5366522,-0.5043828,"('unaffectionate', 'caring')",1.0813739,1.0676821,0.2723609,0.2816497,0.0092888
10,-1.3569365,-1.4228677,"('unsympathetic', 'sympathetic')",-0.81384754,-0.8373269,-1.085392,-1.1300973,-0.0447053
11,-0.5667666,-0.60343796,"('unhelpful', 'helpful')",1.3615377,1.4218142,0.3973855,0.4091881,0.0118026
12,-0.09031107,0.047295578,"('unsupportive', 'supportive')",-1.7150512,-1.6489494,-0.9026811,-0.8008269,0.1018542
13,-0.5617735,-0.69017696,"('impolite', 'polite')",-0.8111141,-0.84965545,-0.6864438,-0.7699162,-0.0834724
14,-0.13293359,-0.21648882,"('antisocial', 'social')",-0.83992845,-0.8989831,-0.486431,-0.557736,-0.071305
15,0.09672326,0.016763963,"('boring', 'funny')",0.6613908,0.6203067,0.379057,0.3185353,-0.0605217
16,-0.8083594,-0.6714751,"('unpopular', 'popular')",0.47326797,0.50060105,-0.1675457,-0.085437,0.0821087
17,0.032156743,0.16066274,"('nasty', 'nice')",-0.46478477,-0.42075065,-0.216314,-0.130044,0.08627
18,-0.63856304,-0.58304,"('disagreeable', 'welcoming')",-0.39069092,-0.45788693,-0.514627,-0.5204635,-0.0058365
19,-0.526551,-0.41991982,"('inhospitable', 'hospitable')",0.09110521,0.16052209,-0.2177229,-0.1296989,0.088024
20,-0.3618002,-0.3182335,"('rough', 'thoughtful')",0.9337847,0.8612229,0.2859923,0.2714947,-0.0144976
21,-0.72778976,-0.77237284,"('immoral', 'moral')",-0.78895193,-0.7542985,-0.7583709,-0.7633357,-0.0049648
22,-0.7541884,-0.80082864,"('untrustworthy', 'trustworthy')",-0.945599,-1.0652596,-0.8498937,-0.9330441,-0.0831504
23,-0.57737315,-0.6609233,"('insincere', 'sincere')",5.0472236,4.944087,2.2349253,2.1415818,-0.0933435
24,-0.6073218,-0.6571812,"('dishonest', 'honest')",0.5556072,0.46373668,-0.0258573,-0.0967223,-0.070865
25,0.141056,0.18479183,"('egoistic', 'altruistic')",1.7349043,1.7279843,0.9379802,0.9563881,0.0184079
26,0.31815282,0.31462592,"('hardhearted', 'benevolent')",2.059808,1.991291,1.1889805,1.1529585,-0.036022
27,-0.034264565,0.061673075,"('hardhearted', 'softhearted')",1.3876708,1.2832444,0.6767031,0.6724587,-0.0042444
28,-0.9661256,-1.1195934,"('disloyal', 'loyal')",0.7489401,0.63785225,-0.1085927,-0.2408706,-0.1322779
29,-0.44409904,-0.4536273,"('unfair', 'fair')",-0.46931738,-0.59188586,-0.4567082,-0.5227566,-0.0660484
