,nvr_male,nvr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.04085018,-0.04024471,"('unsociable', 'sociable')",0.52827,0.37823677,0.2437099,0.168996,-0.0747139
1,-1.177732,-1.5080596,"('unfriendly', 'friendly')",1.0976679,0.93988943,-0.040032,-0.2840851,-0.2440531
2,0.49628738,0.62848556,"('unlikable', 'likable')",0.4804767,0.53624207,0.488382,0.5823638,0.0939818
3,0.33896136,0.55761695,"('repellent', 'pleasant')",0.7252499,0.8081527,0.5321056,0.6828848,0.1507792
4,-0.08366436,-0.42007092,"('disliked', 'liked')",-6.6294894,-6.668576,-3.3565769,-3.5443234,-0.1877465
5,-1.3661331,-1.5538625,"('distant', 'outgoing')",-0.8791625,-0.9430546,-1.1226478,-1.2484585,-0.1258107
6,-1.5344232,-1.7393206,"('distant', 'open')",-0.3748,-0.49722055,-0.9546116,-1.1182706,-0.163659
7,0.43746316,0.5497774,"('insensitive', 'sensitive')",1.3772637,1.3062453,0.9073634,0.9280114,0.020648
8,-1.1351371,-1.2249614,"('unaffectionate', 'affectionate')",0.2917114,0.111516386,-0.4217128,-0.5567225,-0.1350097
9,-0.6901694,-0.77864194,"('unaffectionate', 'caring')",1.0906327,0.9401949,0.2002316,0.0807765,-0.1194551
10,-0.10938978,0.07684489,"('unsympathetic', 'sympathetic')",0.46567023,0.38411617,0.1781402,0.2304805,0.0523403
11,0.5174338,0.7741615,"('unhelpful', 'helpful')",2.2082462,2.2188017,1.3628401,1.4964817,0.1336416
12,0.00192523,0.16157612,"('unsupportive', 'supportive')",-1.6042885,-1.6374772,-0.8011816,-0.7379505,0.0632311
13,0.37789956,0.5251253,"('impolite', 'polite')",0.17921585,0.22527394,0.2785577,0.3751996,0.0966419
14,0.7684503,0.92875195,"('antisocial', 'social')",0.58119816,0.55829775,0.6748242,0.7435248,0.0687006
15,0.63952833,0.4263764,"('boring', 'funny')",0.50622606,0.42053372,0.5728772,0.4234551,-0.1494221
16,-0.75484085,-0.8391025,"('unpopular', 'popular')",0.081817895,0.21896929,-0.3365115,-0.3100666,0.0264449
17,-0.4560922,-0.46869403,"('nasty', 'nice')",-0.6055972,-0.5873883,-0.5308447,-0.5280411,0.0028036
18,-0.93312824,-0.7915287,"('disagreeable', 'welcoming')",-0.7153457,-0.7256307,-0.824237,-0.7585797,0.0656573
19,-0.6671389,-0.7500189,"('inhospitable', 'hospitable')",-0.54378724,-0.52148557,-0.605463,-0.6357522,-0.0302892
20,0.17376965,0.32287025,"('rough', 'thoughtful')",1.2782942,1.2794871,0.7260319,0.8011787,0.0751468
21,-0.26488122,0.050127875,"('immoral', 'moral')",-0.16613187,-0.0042945114,-0.2155066,0.0229167,0.2384233
22,0.91180915,0.8339196,"('untrustworthy', 'trustworthy')",-0.00058623776,-0.116244644,0.4556115,0.3588375,-0.096774
23,0.22822955,0.36986998,"('insincere', 'sincere')",6.3966293,6.266058,3.3124294,3.3179641,0.0055347
24,0.2290035,0.20474106,"('dishonest', 'honest')",1.1673021,1.0365032,0.6981528,0.6206222,-0.0775306
25,-1.0561998,-1.3001009,"('egoistic', 'altruistic')",0.85576236,0.86468047,-0.1002187,-0.2177102,-0.1174915
26,0.39986157,0.14915147,"('hardhearted', 'benevolent')",1.4430071,1.3964298,0.9214343,0.7727906,-0.1486437
27,0.050247,0.04196457,"('hardhearted', 'softhearted')",1.0836122,0.966681,0.5669296,0.5043228,-0.0626068
28,-0.2866305,-0.45621,"('disloyal', 'loyal')",0.90726626,0.7470351,0.3103179,0.1454125,-0.1649054
29,0.10552204,-0.016698763,"('unfair', 'fair')",-0.45857787,-0.74629545,-0.1765279,-0.3814971,-0.2049692
30,1.1587276,1.3630172,"('intolerant', 'tolerant')",1.9925284,1.9839383,1.575628,1.6734778,0.0978498
31,-1.0594331,-1.4085163,"('evil', 'good')",-1.5252005,-1.6733574,-1.2923168,-1.5409368,-0.24862
32,0.39633557,0.40283927,"('unkind', 'kind')",1.0992936,0.9179083,0.7478146,0.6603738,-0.0874408
33,0.050879657,-0.11567247,"('wrong', 'right')",-0.680504,-0.7683327,-0.3148122,-0.4420026,-0.1271904
34,-0.49540305,-0.27783903,"('mean', 'honorable')",6.037111,6.2339907,2.770854,2.9780757,0.2072217
35,-0.7359385,-1.2519317,"('corrupt', 'incorrupt')",-0.75525945,-0.9207374,-0.745599,-1.0863345,-0.3407355
36,-1.3075194,-1.7158678,"('hostile', 'amicable')",-0.5546269,-0.66183436,-0.9310732,-1.1888511,-0.2577779
37,0.4619756,0.40692475,"('fake', 'genuine')",0.5731637,0.5131653,0.5175697,0.460045,-0.0575247
38,-0.56499743,-0.59490997,"('untruthful', 'truthful')",0.16743764,0.14575723,-0.1987799,-0.2245764,-0.0257965
39,0.49664542,0.7159676,"('exploitative', 'cooperative')",0.37404662,0.34978697,0.435346,0.5328773,0.0975313
40,0.6014859,0.46853676,"('stingy', 'generous')",-1.4189106,-1.4848537,-0.4087124,-0.5081585,-0.0994461
41,0.10359383,0.0068700686,"('unforgiving', 'forgiving')",0.35600865,0.23851119,0.2298012,0.1226906,-0.1071106
42,0.5586426,0.77041173,"('unreliable', 'reliable')",-2.517262,-2.4314535,-0.9793097,-0.8305209,0.1487888
43,0.6375195,0.93169856,"('irresponsible', 'responsible')",1.4948343,1.4403698,1.0661769,1.1860342,0.1198573
44,0.21166185,0.3395851,"('prejudiced', 'unprejudiced')",-1.461233,-1.3905578,-0.6247856,-0.5254864,0.0992992
45,1.1066458,1.0439115,"('incompetent', 'competent')",0.6130333,0.5577017,0.8598396,0.8008066,-0.059033
46,0.014131002,0.20289037,"('uncompetitive', 'competitive')",0.0042562988,0.024779342,0.0091937,0.1138349,0.1046412
47,0.29486567,0.46261072,"('stupid', 'smart')",5.6943,5.790171,2.9945829,3.1263909,0.131808
48,-0.5123807,-0.32387483,"('unintelligent', 'intelligent')",0.92222065,0.9228299,0.20492,0.2994775,0.0945575
49,-0.49927205,-0.32146674,"('unable', 'able')",-0.2663061,-0.10803704,-0.3827891,-0.2147519,0.1680372
50,-0.10779759,-0.16607341,"('clumsy', 'skillful')",-0.19502896,-0.12838416,-0.1514133,-0.1472288,0.0041845
51,0.107387505,-0.011170391,"('uneducated', 'educated')",1.1129208,1.0812167,0.6101542,0.5350232,-0.075131
52,-0.89123005,-0.9956282,"('irrational', 'rational')",-0.8992959,-0.981941,-0.895263,-0.9887846,-0.0935216
53,-0.8264755,-0.95985246,"('uncreative', 'creative')",0.8665637,0.8093959,0.0200441,-0.0752283,-0.0952724
54,-0.6965986,-0.8064533,"('incapable', 'capable')",0.97099286,0.991795,0.1371971,0.0926709,-0.0445262
55,0.8137389,1.0321975,"('incompetent', 'clever')",0.7874862,0.8206924,0.8006126,0.9264449,0.1258323
56,1.3936555,1.4957886,"('impractical', 'practical')",0.77035314,0.734894,1.0820043,1.1153413,0.033337
57,0.25699627,0.06371166,"('unimaginative', 'imaginative')",-1.9499269,-2.0865965,-0.8464653,-1.0114424,-0.1649771
58,0.18811034,0.1387992,"('undiscriminating', 'discriminating')",0.2729353,0.2618748,0.2305228,0.200337,-0.0301858
59,-0.107542776,-0.14144549,"('foolish', 'wise')",-0.11404722,-0.09250542,-0.110795,-0.1169755,-0.0061805
60,0.7793323,1.2631856,"('inefficient', 'efficient')",0.660955,0.8742577,0.7201437,1.0687217,0.348578
61,0.24418393,0.28689557,"('illogical', 'logical')",0.62452096,0.47251692,0.4343525,0.3797063,-0.0546462
62,1.0959358,1.4435875,"('incompetent', 'brilliant')",1.1393094,1.2861019,1.1176226,1.3648448,0.2472222
63,-0.33825105,-0.069818854,"('unperceptive', 'insightful')",1.4158891,1.5437002,0.5388191,0.7369407,0.1981216
64,0.29661638,0.31313968,"('shy', 'confident')",-6.4348965,-6.4069295,-3.06914,-3.046895,0.022245
65,0.79407746,1.058615,"('insecure', 'secure')",0.038057394,0.078680195,0.4160674,0.5686476,0.1525802
66,-0.96968865,-1.2748331,"('inactive', 'active')",0.60903937,0.5693305,-0.1803246,-0.3527513,-0.1724267
67,0.15585947,0.17677085,"('doubtful', 'determined')",-0.22884268,-0.16688372,-0.0364916,0.0049436,0.0414352
68,-0.47702324,-0.4223389,"('dependent', 'independent')",-0.47043929,-0.42228198,-0.4737313,-0.4223104,0.0514209
69,-0.33342165,-0.5630418,"('lazy', 'industrious')",-1.0570804,-1.0183897,-0.695251,-0.7907158,-0.0954648
70,1.3899004,1.5238483,"('lethargic', 'energetic')",1.7811779,1.8250825,1.5855391,1.6744654,0.0889263
71,-0.48348773,-0.53636974,"('diffident', 'self-confident')",0.288226,0.27377915,-0.0976309,-0.1312953,-0.0336644
72,-0.024422001,-0.030390918,"('unambitious', 'ambitious')",-0.273203,-0.34272438,-0.1488125,-0.1865577,-0.0377452
73,0.7106542,0.7283289,"('helpless', 'self-reliant')",-3.2606719,-3.1514215,-1.2750088,-1.2115463,0.0634625
74,0.7366857,0.7738634,"('undedicated', 'dedicated')",0.25028864,0.24450693,0.4934872,0.5091851,0.0156979
