,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4954311,-0.61701685,"('unsociable', 'sociable')",0.60423577,0.4101423,0.6120492,0.4879451,-0.36205685,-0.4858639,0.0896993,-0.0511983,-0.1408976
1,0.11703631,-0.010422913,"('unfriendly', 'friendly')",-0.69708824,-0.7362063,-0.31492698,-0.4294288,1.7670255,1.6140697,0.2180116,0.1095029,-0.1085087
2,-0.077241704,-0.09174225,"('unlikable', 'likable')",0.48181558,0.5800149,1.378482,1.3321924,0.58005035,0.6609826,0.5907766,0.6203619,0.0295853
3,0.2733109,0.4394,"('repellent', 'pleasant')",0.25857222,0.37244612,0.7019868,0.8225695,0.13253702,0.24375397,0.3416017,0.4695424,0.1279407
4,-0.73694044,-0.8059304,"('disliked', 'liked')",1.1488342,1.1287673,-0.20033899,-0.33928096,-6.1158433,-6.194557,-1.4760721,-1.5527503,-0.0766782
5,-1.1895468,-1.2539009,"('distant', 'outgoing')",-0.26941565,-0.08211765,-1.581087,-1.5107144,-0.23826239,-0.24029781,-0.819578,-0.7717577,0.0478203
6,-1.4153775,-1.4385347,"('distant', 'open')",-0.42798,-0.20403866,-1.8996791,-1.8285767,0.34682506,0.34124655,-0.8490529,-0.7824758,0.0665771
7,0.72624946,0.7567739,"('insensitive', 'sensitive')",1.1538254,1.1681993,0.4436204,0.56374836,0.8152409,0.86657774,0.784734,0.8388249,0.0540909
8,0.51725674,0.43317443,"('unaffectionate', 'affectionate')",-0.10358453,-0.056492534,-0.015919521,-0.0509329,0.75505495,0.67156804,0.2882019,0.2493293,-0.0388726
9,0.48075378,0.41584566,"('unaffectionate', 'caring')",0.09022872,0.14709109,-0.13391966,-0.114474714,1.2465318,1.2125875,0.4208987,0.4152624,-0.0056363
10,-0.19361436,-0.12923244,"('unsympathetic', 'sympathetic')",0.63983715,0.7388669,-0.07030151,0.04687993,-0.06940016,-0.04849308,0.0766303,0.1520053,0.075375
11,0.15807347,0.21137285,"('unhelpful', 'helpful')",0.5805118,0.62882096,0.41325754,0.47358316,1.9630367,1.9594402,0.7787199,0.8183043,0.0395844
12,1.0590389,1.1424458,"('unsupportive', 'supportive')",1.611976,1.9348531,1.2862943,1.5525587,-1.4984868,-1.4674394,0.6147056,0.7906045,0.1758989
13,-0.39451444,-0.44839483,"('impolite', 'polite')",1.298692,1.2461156,0.4450637,0.43987954,-0.009686915,-0.05380489,0.3348886,0.2959489,-0.0389397
14,-0.11779062,-0.104982585,"('antisocial', 'social')",1.6196123,1.550257,1.5466177,1.5458184,-0.44021785,-0.4676745,0.6520554,0.6308545,-0.0212009
15,0.0584806,-0.0761879,"('boring', 'funny')",0.033148177,-0.029107664,-0.866325,-0.99400747,0.4525059,0.39546692,-0.0805476,-0.175959,-0.0954114
16,-1.2720917,-1.2986983,"('unpopular', 'popular')",-0.37207314,-0.40336293,-0.22393683,-0.2546486,0.38656542,0.3716278,-0.3703841,-0.3962705,-0.0258864
17,-1.0463458,-1.0362266,"('nasty', 'nice')",-0.115796395,0.014193155,-0.89449733,-0.82559425,-0.539732,-0.48355097,-0.6490929,-0.5827947,0.0662982
18,0.19928478,0.18665299,"('disagreeable', 'welcoming')",-0.3985491,-0.3246948,-0.2106265,-0.11778934,-0.44785166,-0.5013579,-0.2144356,-0.1892973,0.0251383
19,-1.3517349,-1.3908771,"('inhospitable', 'hospitable')",0.14438654,0.26998627,-1.1120936,-1.1130092,-0.06558011,-0.035610758,-0.5962555,-0.5673777,0.0288778
20,0.031721912,0.121643044,"('rough', 'thoughtful')",-0.17182647,-0.12778251,0.4996781,0.52477896,0.95608073,0.9970003,0.3289136,0.3789099,0.0499963
21,0.23954402,0.24378781,"('immoral', 'moral')",2.415125,2.3274736,0.5753385,0.58976716,-0.8280839,-0.7567767,0.6004808,0.601063,0.0005822
22,-0.6311307,-0.5893743,"('untrustworthy', 'trustworthy')",0.3590139,0.36960047,1.0807106,1.0134583,-0.99593544,-0.95879287,-0.0468354,-0.0412771,0.0055583
23,0.6324945,0.6204845,"('insincere', 'sincere')",0.7036285,0.6872394,0.5206611,0.5420858,5.7185984,5.604247,1.8938456,1.8635142,-0.0303314
24,0.32203072,0.32414272,"('dishonest', 'honest')",0.51996934,0.48591542,-0.08003874,-0.10945022,0.71584666,0.6777022,0.369452,0.3445775,-0.0248745
25,-0.13241959,-0.23017973,"('egoistic', 'altruistic')",-0.25677195,-0.28415442,-0.044555366,-0.15020904,1.5179718,1.458734,0.2710562,0.1985477,-0.0725085
26,1.3105272,1.2367088,"('hardhearted', 'benevolent')",1.0519869,1.0174918,0.91340685,0.9347398,1.8240469,1.7323198,1.274992,1.230315,-0.044677
27,0.70844615,0.7838042,"('hardhearted', 'softhearted')",0.84288746,1.0887008,0.019377038,0.22846292,1.5786092,1.5593019,0.78733,0.9150674,0.1277374
28,-0.13184604,-0.291906,"('disloyal', 'loyal')",-0.15520217,-0.29471526,0.023469362,-0.16038434,0.9932196,0.81779957,0.1824102,0.0176985,-0.1647117
29,-0.3632437,-0.41033447,"('unfair', 'fair')",-1.3402723,-1.3946043,-0.5894657,-0.6623542,-0.6443892,-0.78515327,-0.7343427,-0.8131115,-0.0787688
30,0.5980172,0.54954463,"('intolerant', 'tolerant')",1.6516787,1.6243488,0.45739704,0.37984148,1.385904,1.3372597,1.0232491,0.9727486,-0.0505005
31,-0.8389263,-0.8206879,"('evil', 'good')",-1.8372848,-1.7686241,-1.4719126,-1.454832,-1.1281219,-1.2001462,-1.3190614,-1.3110726,0.0079888
32,-0.007243544,-0.025007937,"('unkind', 'kind')",-0.08909552,-0.043043293,1.1979077,1.1565007,1.0011728,0.895155,0.5256853,0.4959011,-0.0297842
33,0.5895281,0.5166126,"('wrong', 'right')",0.24544182,0.27436787,-0.22990912,-0.27612042,-0.48946878,-0.5075193,0.028898,0.0018352,-0.0270628
34,-0.24171364,-0.15377545,"('mean', 'honorable')",0.7613302,0.83834183,-0.17657888,-0.05215822,5.8563495,5.9121284,1.5498468,1.6361341,0.0862873
35,-0.3994489,-0.48970714,"('corrupt', 'incorrupt')",-2.2474902,-2.3153229,-1.610093,-1.7332125,-0.08195534,-0.24299365,-1.0847468,-1.195309,-0.1105622
36,-1.1490349,-1.2537305,"('hostile', 'amicable')",-1.7188237,-1.7497625,-1.5952454,-1.7635225,0.21796094,0.0511719,-1.0612857,-1.1789609,-0.1176752
37,-0.12322467,-0.117925465,"('fake', 'genuine')",0.28193915,0.3530635,0.06395332,0.09945051,0.3342994,0.3678876,0.1392418,0.175619,0.0363772
38,-0.7666144,-0.7954354,"('untruthful', 'truthful')",0.021686312,0.08295313,-0.8257108,-0.82154924,0.01902621,0.012252871,-0.3879032,-0.3804446,0.0074586
39,1.0466682,1.0945445,"('exploitative', 'cooperative')",0.24132124,0.21734205,1.9760033,1.9408658,0.09703334,0.113881625,0.8402565,0.8416585,0.001402
40,0.023621054,0.03095147,"('stingy', 'generous')",-0.03725403,0.03325183,0.33168155,0.4665672,-1.6540284,-1.6812248,-0.333995,-0.2876136,0.0463814
