,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7162039,-0.86651623,"('unsociable', 'sociable')",-0.11244198,-0.34025556,-0.4143229,-0.6033859,-0.189063
1,-2.3104541,-2.3113408,"('unfriendly', 'friendly')",1.4190722,1.3167918,-0.445691,-0.4972745,-0.0515835
2,0.5151771,0.5511518,"('unlikable', 'likable')",0.66963047,0.8008573,0.5924038,0.6760045,0.0836007
3,-0.19386871,-0.0695589,"('repellent', 'pleasant')",0.43867442,0.420909,0.1224029,0.175675,0.0532721
4,-0.30189443,-0.2623781,"('disliked', 'liked')",-6.2219567,-6.1954527,-3.2619257,-3.2289155,0.0330102
5,-1.0125597,-0.8981763,"('distant', 'outgoing')",-0.41565835,-0.34480685,-0.714109,-0.6214916,0.0926174
6,-1.1803232,-1.0296874,"('distant', 'open')",-0.25653756,-0.22266628,-0.7184304,-0.6261768,0.0922536
7,-0.60611063,-0.5454801,"('insensitive', 'sensitive')",0.26877347,0.36956105,-0.1686686,-0.0879595,0.0807091
8,-0.996349,-0.9546524,"('unaffectionate', 'affectionate')",0.50406104,0.49704793,-0.246144,-0.2288022,0.0173418
9,-1.1348512,-1.0263397,"('unaffectionate', 'caring')",0.79532707,0.8436476,-0.1697621,-0.091346,0.0784161
10,-1.2230937,-1.1647477,"('unsympathetic', 'sympathetic')",-0.3249781,-0.347219,-0.7740359,-0.7559834,0.0180525
11,-0.020669987,0.015446955,"('unhelpful', 'helpful')",1.853935,2.0264688,0.9166325,1.0209578,0.1043253
12,-0.434467,-0.24360104,"('unsupportive', 'supportive')",-1.8775171,-1.7601519,-1.155992,-1.0018765,0.1541155
13,-0.19881177,-0.26146483,"('impolite', 'polite')",-0.3863147,-0.32803243,-0.2925632,-0.2947486,-0.0021854
14,0.64362395,0.5934901,"('antisocial', 'social')",-0.022490866,-0.11252605,0.3105665,0.240482,-0.0700845
15,-0.16231889,-0.22861403,"('boring', 'funny')",0.43654457,0.42872828,0.1371128,0.1000571,-0.0370557
16,-0.64520395,-0.5659283,"('unpopular', 'popular')",0.5705616,0.5385055,-0.0373212,-0.0137114,0.0236098
17,-0.06629876,0.0036713434,"('nasty', 'nice')",-0.35182437,-0.30219468,-0.2090616,-0.1492617,0.0597999
18,-0.07109546,0.019357033,"('disagreeable', 'welcoming')",-0.45657283,-0.48619416,-0.2638341,-0.2334186,0.0304155
19,-1.7351615,-1.6532209,"('inhospitable', 'hospitable')",-0.5896287,-0.49408346,-1.1623951,-1.0736521,0.088743
20,-0.25886542,-0.21790081,"('rough', 'thoughtful')",1.4933814,1.3979033,0.617258,0.5900012,-0.0272568
21,0.14215912,0.063113816,"('immoral', 'moral')",-0.113881774,-0.15292609,0.0141387,-0.0449061,-0.0590448
22,-0.20264825,-0.20165351,"('untrustworthy', 'trustworthy')",-0.7344948,-0.78877294,-0.4685715,-0.4952132,-0.0266417
23,-0.80277234,-0.78842753,"('insincere', 'sincere')",5.476291,5.460821,2.3367593,2.3361969,-0.0005624
24,-0.7935083,-0.81946766,"('dishonest', 'honest')",0.6037527,0.62221336,-0.0948778,-0.0986272,-0.0037494
25,-0.012644231,-0.025457919,"('egoistic', 'altruistic')",1.2147436,1.1065384,0.6010497,0.5405402,-0.0605095
26,-0.53525376,-0.5774148,"('hardhearted', 'benevolent')",1.7441431,1.582541,0.6044447,0.5025631,-0.1018816
27,-0.9944501,-0.8562167,"('hardhearted', 'softhearted')",1.0895104,1.047909,0.0475302,0.0958461,0.0483159
28,-0.3424384,-0.3948921,"('disloyal', 'loyal')",0.84614456,0.76012087,0.2518531,0.1826144,-0.0692387
29,-0.8437725,-0.8034177,"('unfair', 'fair')",-0.546865,-0.72495776,-0.6953187,-0.7641877,-0.068869
30,0.9311157,0.9111835,"('intolerant', 'tolerant')",1.6201069,1.5749779,1.2756113,1.2430806,-0.0325307
31,-1.3650923,-1.257171,"('evil', 'good')",-1.2415206,-1.3577175,-1.3033065,-1.3074443,-0.0041378
32,0.0054501556,-0.045562048,"('unkind', 'kind')",0.95128906,0.83423764,0.4783696,0.3943378,-0.0840318
33,-0.2828295,-0.32877487,"('wrong', 'right')",-0.76251805,-0.76357746,-0.5226738,-0.5461762,-0.0235024
34,-0.16097358,-0.039046988,"('mean', 'honorable')",5.790198,5.961639,2.8146122,2.9612961,0.1466839
35,-0.10500805,-0.11856857,"('corrupt', 'incorrupt')",-0.46929073,-0.59314674,-0.2871494,-0.3558577,-0.0687083
36,-1.6773591,-1.6325853,"('hostile', 'amicable')",-0.16367549,-0.40490237,-0.9205173,-1.0187439,-0.0982266
37,0.640979,0.66244054,"('fake', 'genuine')",0.18624528,0.20025837,0.4136121,0.4313495,0.0177374
38,-0.5758864,-0.50248045,"('untruthful', 'truthful')",-0.02753092,0.116921425,-0.3017087,-0.1927795,0.1089292
39,0.91163695,0.87273574,"('exploitative', 'cooperative')",0.39822468,0.4126702,0.6549308,0.6427029,-0.0122279
40,0.07923802,0.11128161,"('stingy', 'generous')",-1.8391451,-1.9209251,-0.8799535,-0.9048218,-0.0248683
41,-0.1398333,-0.044415843,"('unforgiving', 'forgiving')",0.07380583,0.009707456,-0.0330137,-0.0173542,0.0156595
42,0.1399008,0.2868972,"('unreliable', 'reliable')",-3.237963,-3.0611374,-1.549031,-1.3871201,0.1619109
43,-0.14910191,-0.11743767,"('irresponsible', 'responsible')",0.5762547,0.59389997,0.2135764,0.2382312,0.0246548
44,1.3499833,1.2917622,"('prejudiced', 'unprejudiced')",-1.3149588,-1.318177,0.0175123,-0.0132074,-0.0307197
45,-0.63466126,-0.5653436,"('incompetent', 'competent')",-0.036308255,-0.06223728,-0.3354847,-0.3137904,0.0216943
46,-0.3242826,-0.28208375,"('uncompetitive', 'competitive')",-0.44668326,-0.44299737,-0.3854829,-0.3625405,0.0229424
47,0.18396096,0.2297506,"('stupid', 'smart')",5.2309804,5.3336663,2.7074707,2.7817085,0.0742378
48,-0.012319231,-0.025016923,"('unintelligent', 'intelligent')",1.149845,1.1632183,0.5687629,0.5691007,0.0003378
49,0.21081115,0.45827398,"('unable', 'able')",0.27187648,0.39718214,0.2413438,0.4277281,0.1863843
50,0.099242285,0.23338516,"('clumsy', 'skillful')",0.15883306,0.20563132,0.1290377,0.2195082,0.0904705
51,-0.44171023,-0.55474985,"('uneducated', 'educated')",0.32528648,0.27735063,-0.0582119,-0.1386996,-0.0804877
52,-0.44117177,-0.60828865,"('irrational', 'rational')",0.19348043,-0.023939637,-0.1238457,-0.3161141,-0.1922684
53,-2.022846,-1.9442196,"('uncreative', 'creative')",0.5341894,0.5205006,-0.7443283,-0.7118595,0.0324688
54,-1.0026137,-0.9979789,"('incapable', 'capable')",0.98363775,1.1161242,-0.009488,0.0590726,0.0685606
55,0.04963946,0.07984146,"('incompetent', 'clever')",0.36827713,0.34725726,0.2089583,0.2135494,0.0045911
56,0.90994465,0.8461326,"('impractical', 'practical')",0.42757785,0.4941254,0.6687613,0.670129,0.0013677
57,-1.0954049,-1.1297916,"('unimaginative', 'imaginative')",-2.3807268,-2.4269576,-1.7380658,-1.7783747,-0.0403089
58,-1.098752,-1.0866416,"('undiscriminating', 'discriminating')",-0.16891548,-0.19866672,-0.6338338,-0.6426541,-0.0088203
59,0.18557468,0.20358454,"('foolish', 'wise')",0.30724284,0.28495997,0.2464088,0.2442723,-0.0021365
60,1.129837,1.1756804,"('inefficient', 'efficient')",0.40518108,0.59806687,0.767509,0.8868736,0.1193646
61,-0.9341153,-1.0281281,"('illogical', 'logical')",0.34558776,0.13493025,-0.2942638,-0.4465989,-0.1523351
62,0.7470765,0.8868117,"('incompetent', 'brilliant')",0.62117994,0.909649,0.6841282,0.8982303,0.2141021
63,-1.0130074,-0.8416936,"('unperceptive', 'insightful')",0.86249614,1.0045521,-0.0752556,0.0814293,0.1566849
64,0.43405864,0.3000587,"('shy', 'confident')",-6.210619,-6.247954,-2.8882802,-2.9739475,-0.0856673
65,0.14177513,-0.029866386,"('insecure', 'secure')",-0.16191953,-0.21524107,-0.0100722,-0.1225537,-0.1124815
66,-1.5213867,-1.4970355,"('inactive', 'active')",-0.01178753,-0.043783396,-0.7665871,-0.7704095,-0.0038224
67,0.41446882,0.37564072,"('doubtful', 'determined')",-0.487307,-0.48211297,-0.0364191,-0.0532361,-0.016817
68,0.15183681,0.13795188,"('dependent', 'independent')",-0.3809459,-0.41087532,-0.1145545,-0.1364617,-0.0219072
69,0.4740724,0.5040202,"('lazy', 'industrious')",-0.56152415,-0.5500294,-0.0437259,-0.0230046,0.0207213
70,-0.41589198,-0.3188528,"('lethargic', 'energetic')",0.49461573,0.58402574,0.0393619,0.1325865,0.0932246
71,-0.9071609,-0.8573231,"('diffident', 'self-confident')",0.3545319,0.35855073,-0.2763145,-0.2493862,0.0269283
72,-0.26014382,-0.26855987,"('unambitious', 'ambitious')",-0.904641,-0.7782547,-0.5823924,-0.5234073,0.0589851
73,0.77339894,0.74103117,"('helpless', 'self-reliant')",-2.7617188,-2.6801846,-0.9941599,-0.9695767,0.0245832
74,-0.5323441,-0.46586248,"('undedicated', 'dedicated')",-0.18737014,-0.21700737,-0.3598571,-0.3414349,0.0184222
75,-0.038222075,-0.0033035502,"('meek', 'impulsive')",-0.54768723,-0.40676886,-0.2929547,-0.2050362,0.0879185
76,0.014783427,0.12244208,"('anxious', 'daring')",0.29258826,0.41604093,0.1536858,0.2692415,0.1155557
77,-0.6532267,-0.62558794,"('unmotivated', 'motivated')",-0.8465225,-0.7777504,-0.7498746,-0.7016692,0.0482054
78,-0.849155,-0.64357996,"('nonresilient', 'resilient')",0.20819572,0.2868341,-0.3204796,-0.1783729,0.1421067
79,-0.89423984,-0.863178,"('wavering', 'unwavering')",-0.53818977,-0.47215128,-0.7162148,-0.6676646,0.0485502
80,1.0164499,0.9696888,"('dominated', 'dominating')",-1.2032162,-1.1517771,-0.0933831,-0.0910442,0.0023389
81,1.0915548,0.9472336,"('submissive', 'aggressive')",-0.41338181,-0.27954262,0.3390865,0.3338455,-0.005241
82,-0.5635208,-0.5805655,"('poor', 'rich')",5.8759327,5.9745564,2.6562059,2.6969955,0.0407896
83,0.22970289,0.15968813,"('powerless', 'powerful')",-0.7578632,-0.83683467,-0.2640802,-0.3385733,-0.0744931
84,0.11407678,0.08726992,"('inferior', 'superior')",0.8614436,0.861481,0.4877602,0.4743755,-0.0133847
85,-1.1306105,-1.0768023,"('insignificant', 'prestigious')",0.27746105,0.25603756,-0.4265747,-0.4103823,0.0161924
86,-1.462038,-1.5324731,"('uninfluential', 'influential')",-0.17027332,-0.32234806,-0.8161557,-0.9274106,-0.1112549
87,-0.42032054,-0.5044596,"('unsuccessful', 'successful')",0.84844965,0.8612951,0.2140646,0.1784177,-0.0356469
88,-0.40211266,-0.4868171,"('low', 'eminent')",0.3804835,0.38402343,-0.0108146,-0.0513968,-0.0405822
