,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.49894136,0.3465022,"('unsociable', 'sociable')",0.4989414,0.3465022,-0.1524392
1,0.6591488,0.58202875,"('unfriendly', 'friendly')",0.6591488,0.5820287,-0.0771201
2,0.16163626,0.29475713,"('unlikable', 'likable')",0.1616363,0.2947571,0.1331208
3,0.9299883,0.93115085,"('repellent', 'pleasant')",0.9299883,0.9311509,0.0011626
4,-7.158908,-7.1524744,"('disliked', 'liked')",-7.1589079,-7.1524744,0.0064335
5,-0.72741365,-0.6542409,"('distant', 'outgoing')",-0.7274137,-0.6542409,0.0731728
6,-0.4369597,-0.40486574,"('distant', 'open')",-0.4369597,-0.4048657,0.032094
7,0.7698601,0.75991935,"('insensitive', 'sensitive')",0.7698601,0.7599193,-0.0099408
8,0.6681015,0.613614,"('unaffectionate', 'affectionate')",0.6681015,0.613614,-0.0544875
9,1.459601,1.4824357,"('unaffectionate', 'caring')",1.459601,1.4824357,0.0228347
10,1.4921132,1.4703821,"('unsympathetic', 'sympathetic')",1.4921132,1.4703821,-0.0217311
11,2.2220275,2.25495,"('unhelpful', 'helpful')",2.2220275,2.25495,0.0329225
12,-1.2630774,-1.2756023,"('unsupportive', 'supportive')",-1.2630774,-1.2756023,-0.0125249
13,0.5710131,0.5136015,"('impolite', 'polite')",0.5710131,0.5136015,-0.0574116
14,0.24700636,0.12100737,"('antisocial', 'social')",0.2470064,0.1210074,-0.125999
15,0.30373144,0.21684791,"('boring', 'funny')",0.3037314,0.2168479,-0.0868835
16,-0.11634575,-0.117041826,"('unpopular', 'popular')",-0.1163457,-0.1170418,-0.0006961
17,-0.18396679,-0.15265507,"('nasty', 'nice')",-0.1839668,-0.1526551,0.0313117
18,-0.48167586,-0.5504116,"('disagreeable', 'welcoming')",-0.4816759,-0.5504116,-0.0687357
19,-0.86660707,-0.8058765,"('inhospitable', 'hospitable')",-0.8666071,-0.8058765,0.0607306
20,0.78108436,0.60322744,"('rough', 'thoughtful')",0.7810844,0.6032274,-0.177857
21,0.17742229,0.16265526,"('immoral', 'moral')",0.1774223,0.1626553,-0.014767
22,-0.31110835,-0.33184537,"('untrustworthy', 'trustworthy')",-0.3111084,-0.3318454,-0.020737
23,6.302568,6.2904916,"('insincere', 'sincere')",6.302568,6.2904916,-0.0120764
24,1.6493406,1.5626352,"('dishonest', 'honest')",1.6493406,1.5626352,-0.0867054
25,0.23492365,0.17894833,"('egoistic', 'altruistic')",0.2349236,0.1789483,-0.0559753
26,0.48463976,0.31472886,"('hardhearted', 'benevolent')",0.4846398,0.3147289,-0.1699109
27,1.3122514,1.0753498,"('hardhearted', 'softhearted')",1.3122514,1.0753498,-0.2369016
28,1.0640745,0.9848673,"('disloyal', 'loyal')",1.0640745,0.9848673,-0.0792072
29,-0.74182403,-0.8322447,"('unfair', 'fair')",-0.741824,-0.8322447,-0.0904207
30,1.1701149,1.0964963,"('intolerant', 'tolerant')",1.1701149,1.0964963,-0.0736186
31,-2.0027032,-1.9909438,"('evil', 'good')",-2.0027032,-1.9909438,0.0117594
32,1.1601168,1.0686275,"('unkind', 'kind')",1.1601168,1.0686275,-0.0914893
33,-0.8039978,-0.7812863,"('wrong', 'right')",-0.8039978,-0.7812863,0.0227115
34,4.6670074,4.783041,"('mean', 'honorable')",4.6670074,4.783041,0.1160336
35,-1.5567315,-1.7143209,"('corrupt', 'incorrupt')",-1.5567315,-1.7143209,-0.1575894
36,-1.4173862,-1.4649954,"('hostile', 'amicable')",-1.4173862,-1.4649954,-0.0476092
