,bellows_male,bellows_female,tuple,average_male,average_female,female-male
0,-0.4465223,-0.46530747,"('unsociable', 'sociable')",-0.4465223,-0.4653075,-0.0187852
1,1.0427728,0.9515707,"('unfriendly', 'friendly')",1.0427728,0.9515707,-0.0912021
2,0.5932867,0.6511095,"('unlikable', 'likable')",0.5932867,0.6511095,0.0578228
3,-1.0199974,-0.9226277,"('repellent', 'pleasant')",-1.0199974,-0.9226277,0.0973697
4,-2.7419055,-2.7182167,"('disliked', 'liked')",-2.7419055,-2.7182167,0.0236888
5,0.14655021,0.14659643,"('distant', 'outgoing')",0.1465502,0.1465964,4.62e-05
6,0.10443193,0.11285687,"('distant', 'open')",0.1044319,0.1128569,0.008425
7,0.18145242,0.17106996,"('insensitive', 'sensitive')",0.1814524,0.17107,-0.0103824
8,1.1061786,1.0074787,"('unaffectionate', 'affectionate')",1.1061786,1.0074787,-0.0986999
9,1.2236133,1.1615894,"('unaffectionate', 'caring')",1.2236133,1.1615894,-0.0620239
10,-0.6733023,-0.6433695,"('unsympathetic', 'sympathetic')",-0.6733023,-0.6433695,0.0299328
11,-0.31616086,-0.34800306,"('unhelpful', 'helpful')",-0.3161609,-0.3480031,-0.0318422
12,-1.3952153,-1.3470767,"('unsupportive', 'supportive')",-1.3952153,-1.3470767,0.0481386
13,-0.8110123,-0.90785176,"('impolite', 'polite')",-0.8110123,-0.9078518,-0.0968395
14,0.046688065,0.010811878,"('antisocial', 'social')",0.0466881,0.0108119,-0.0358762
15,0.63334215,0.53972536,"('boring', 'funny')",0.6333421,0.5397254,-0.0936167
16,-0.21044472,-0.24266002,"('unpopular', 'popular')",-0.2104447,-0.24266,-0.0322153
17,-0.59544367,-0.5701205,"('nasty', 'nice')",-0.5954437,-0.5701205,0.0253232
18,-0.50147223,-0.5245081,"('disagreeable', 'welcoming')",-0.5014722,-0.5245081,-0.0230359
19,-0.24667327,-0.18368563,"('inhospitable', 'hospitable')",-0.2466733,-0.1836856,0.0629877
20,0.10174238,0.18486379,"('rough', 'thoughtful')",0.1017424,0.1848638,0.0831214
21,-0.5678323,-0.5420921,"('immoral', 'moral')",-0.5678323,-0.5420921,0.0257402
22,-1.3834925,-1.3702575,"('untrustworthy', 'trustworthy')",-1.3834925,-1.3702575,0.013235
23,2.861813,2.779988,"('insincere', 'sincere')",2.8618131,2.7799881,-0.081825
24,0.4401197,0.3591328,"('dishonest', 'honest')",0.4401197,0.3591328,-0.0809869
